ID,POW1,PER1,POW2,PER2,Q,M,90%_FAP,95%_FAP,99%_FAP,NU
2MASS_J20505039+4450115,0.5234780286014231,222.58683877368023,0.2710753843623772,160.85371518038605,0.47588203026815484,0.30191147579045136,0.06489175676415157,0.06961783874121924,0.08017585300420789,0.09050679476113911
GDR1_2162967795377160064,0.09244902246085519,1.2498627757699885,0.08244291774810983,0.8313853133555525,0.8739626375579151,-0.1689898917920712,0.06247422315786453,0.06699931602806386,0.07711273133126323,0.005460592177604986
2MASS_J20532233+4438526,0.2689345496401239,2.430701548636463,0.26234192366539244,0.7071388663071233,0.6584172151890357,-0.12859208066967562,0.06264999561259736,0.06718879548358153,0.0773325583250071,0.007150874930612856
GDR1_2163140315626344064,0.2573028179605879,8.38397993244961,0.23999475966380523,0.8912492102860242,0.6945428704815894,0.20596613055839472,0.06295805435555696,0.06752491384034429,0.07773072442328395,0.02879272366732178
GDR1_2162909830498130048,0.17004976946146183,138.8486620682776,0.09269258114667613,22.52478210871225,0.8164960798411438,0.17751245505296745,0.03936769370204878,0.04209457461568667,0.04821200011280859,0.01754081637875413
GDR1_2162931786370808448,0.19577648643388879,154.72348245367584,0.13311155988202972,211.01752396179336,0.8036806420245328,-0.16284931222166119,0.04034634582259227,0.04315006395385564,0.04943881113465097,0.05649355850786405
GDR1_2162962985013647616,0.2617018113638032,95.01240309656285,0.2517315642586681,120.97299043496997,0.6948758109990095,-0.006227101085984994,0.06874917290637086,0.07387215916904984,0.08530572396449211,0.014527116973828627
GDR1_2163140246906862080,0.09430710634065285,18.950077636919293,0.09049341916005982,22.156005845974665,0.8770605725987239,0.32410304064157724,0.062480730400001065,0.06700576848475749,0.07711907240648977,0.08331558643993554
GDR1_2162961541904548992,0.055767792921030346,40.10151150823155,0.05232605116187476,10.995179212256554,0.9003038855485209,-0.2849655462795853,0.060789370487257716,0.06518166562180469,0.0750010001479033,0.007052102629372642
GDR1_2163069500202546688,0.08257782456273834,0.9460794746476903,0.08121737968286936,44.01430309531518,0.9170974004275267,0.06206171395552989,0.06929490113482942,0.07435495787307381,0.08565145081499777,0.02440071014604766
GDR1_2163136192456870016,0.06659762340106849,1.0848727409527652,0.04359044248028013,0.5992191983707367,0.9090818792983196,0.31375878279652847,0.06253597335328144,0.06706054654614499,0.07717290522174428,0.06969119087839948
GDR1_2162134880959435904,0.670650116458473,3.3715123096417754,0.5132292198711859,0.7696133015745188,0.21602756481759838,-0.03255408190267313,0.06490289113191999,0.06962887632378931,0.08018669366899901,0.008242055742809793
GDR1_2162128009011784832,0.31352639872318944,250.0,0.060145084542860605,41.24116082709654,0.6799466929638948,0.19980308170410044,0.06553911240143158,0.07030971062574673,0.08096630200048963,0.023115618599988796
GDR1_2066790146043148928,0.3029820191285023,250.0,0.08893456712352614,31.590300606879218,0.709746019984414,0.10170968776206524,0.06530764352657979,0.07006343490696211,0.08068721755033974,0.030626959854600403
GDR1_2163139937669407872,0.19289694252248218,0.8559242273144894,0.19041511637403888,1.1939904918572704,0.7988581578915938,-0.06665640441106661,0.062475843164619106,0.06700092239525929,0.07711430996880107,0.009869623213356367
GDR1_2163145984982389632,0.2212789525007719,182.5521800272541,0.1984406376894923,122.13974396777735,0.7068129260939614,0.4901433166783781,0.06227044406873405,0.06679725519337185,0.0769141625488567,0.05485782057927791
GDR1_2162886568955114112,0.13832440333618592,0.9043521977751381,0.1230317284847216,1.1143526595488389,0.851772485554396,0.30788684595808263,0.04019035786946305,0.04297809456537161,0.049231272949137914,0.03248622385723308
GDR1_2162988754817727232,0.15539405887997443,11.591652357794953,0.14667055617390007,1.0909949827718617,0.8275308193228347,0.5773711723377204,0.06091704782677805,0.06532257268654773,0.0751711565416273,0.07288549019046704
2MASS_J20533662+4439529,0.33095984255378846,3.2087630887765997,0.2685894214958955,0.7608079801959173,0.44376914107176285,0.41262135527035826,0.0624292428352362,0.06695471454209201,0.07706889997170893,0.009986539680120613
GDR1_2163141208978477312,0.1347425624990202,211.01752396179336,0.08622426600301478,44.4967075859497,0.7773494227504044,-0.04272555043076986,0.06240259136472044,0.06692828765363812,0.07704292957459834,0.008280610907535572
GDR1_2162240708953684992,0.14107563776956508,191.14715251466205,0.11325047292936848,143.76550140029855,0.8583926283533158,0.18640033907282597,0.03943517029166516,0.04215628646720846,0.04826103321008895,0.0476137070144411
GDR1_2067120514926515200,0.4173647266383903,9.017099354611183,0.3493999988403538,1.1211226506227425,0.5246423231823361,0.013071655355351056,0.0609982192003005,0.06541744491417852,0.07529624746949976,0.007621703637019609
GDR1_2162961267026674432,0.09295811360759734,6.86668282514445,0.09011437189698,0.8728541296269459,0.8865356210837254,0.21535891198840942,0.0631199244737847,0.06770088873142119,0.07793789583512406,0.013638511577309751
