ID,POW1,PER1,POW2,PER2,Q,M,90%_FAP,95%_FAP,99%_FAP
2MASS_J20505039+4450115,0.5234780286015395,222.58683877368352,0.003242003894259762,1.2521757377994116,0.47558961111145925,0.30191147579045136,0.06489350278744194,0.06961956958627703,0.08017755296831942
GDR1_2162967795377160064,0.10016629785695888,4.937556459557115,0.009581709220458357,222.58683877368352,0.8338759115821067,-0.1689898917920712,0.06247422329483887,0.06699931616388495,0.07711273146473965
2MASS_J20532233+4438526,0.2705168594355096,2.4307015486367867,0.002441605418849389,1.2514037998639134,0.6139915382477041,-0.12439112475283629,0.062476152076163305,0.06700122870597564,0.07711461099193444
GDR1_2163140315626344064,0.22102882939971802,8.383979932450698,0.0048096941081579095,1.2514037998639134,0.7676612020940866,0.1824554301158332,0.062444699017299085,0.06697004052021568,0.07708396127508522
2MASS_J20503796+4425123,0.2695906124684561,3.368503786824868,0.0009506039647801885,222.58683877368352,0.4252144699613433,0.03433188663727063,0.062479250392709754,0.06700430093741716,0.0771176301910497
PSO_J205601.466+433543.777,0.10574986372402165,200.49366411670795,0.007724184094736208,1.2514243210873306,1.871354904139284,-0.33589990332038455,0.06525341772725603,0.0700096825553845,0.08063442863882976
GDR1_2162909830498130048,0.16596371716861108,138.8486620682859,0.0020870933662601975,1.2572166414004902,0.8167536677031945,0.17385567259223195,0.03923487453104716,0.04195186457535518,0.048047224312766264
GDR1_2162931786370808448,0.1957764864342151,154.72348245368377,0.012002238184675858,1.2514037998639134,0.8032851994806953,-0.16284931222166119,0.040346345817930646,0.043150063949222835,0.049438811130075866
GDR1_2162962985013647616,0.2568612974574494,95.01240309657845,0.010866671734902869,0.5003441179230692,0.6884419925284239,0.008427993140920532,0.0685217487800765,0.07362738560643708,0.08502262483728878
GDR1_2162967864096636288,0.06986542299214496,250.0,0.0036410051006186875,1.2642637333879918,0.6353320475727472,-0.24481611386931554,0.06247137322473568,0.06699649009056537,0.07710995417727752
GDR1_2163140246906862080,0.09430710634021447,18.950077636921648,0.005647427445561493,1.2529486286742908,0.8767996545507578,0.3241030406415772,0.06248073047046382,0.06700576855462707,0.07711907247515325
GDR1_2162961541904548992,0.05576779292108073,40.10151150823609,0.004873092116727161,222.58683877368352,0.8884376350518737,-0.2849655462795853,0.06078937036875059,0.06518166550427491,0.0750010000323588
GDR1_2163069500202546688,0.08121737968225083,44.01430309532005,0.008220681396661227,222.58683877368352,0.9253556183827784,0.06206171395552989,0.0692949012815834,0.07435495801849086,0.08565145095768854
