ID,RA,DEC,POW1,PER1,POW2,PER2,Q,M,90%_FAP,95%_FAP,99%_FAP,NU,mean_r,class
2MASS_J20470481+4349114,311.77007069097664,43.8198374299041,0.07911585980784805,31.83865313042559,0.07107826272542178,1.1125375829330764,0.91115957998762,0.12492324306354025,0.06623436978490184,0.07105002062578188,0.08180641330240257,0.03180899729498902,19.034893894594603,s
2MASS_J20475256+4345137,311.9689046469143,43.75372371764185,0.3392257010610453,1.1984669028074513,0.3272564387194685,0.8538242458989768,0.5203361280137043,0.2660667052373756,0.06471614355260873,0.06942724613940522,0.07995214442691476,0.009571418978909828,18.24218667194719,qps
2MASS_J20475256+4345137,311.9689046469143,43.75372371764185,0.3392257010610453,1.1984669028074513,0.3272564387194685,0.8538242458989768,0.5203361280137043,0.2660667052373756,0.06471614355260873,0.06942724613940522,0.07995214442691476,0.009571418978909828,18.24218667194719,qps
2MASS_J20475256+4345137,311.9689046469143,43.75372371764185,0.3392257010610453,1.1984669028074513,0.3272564387194685,0.8538242458989768,0.5203361280137043,0.2660667052373756,0.06471614355260873,0.06942724613940522,0.07995214442691476,0.009571418978909828,18.24218667194719,qps
2MASS_J20475256+4345137,311.9689046469143,43.75372371764185,0.3392257010610453,1.1984669028074513,0.3272564387194685,0.8538242458989768,0.5203361280137043,0.2660667052373756,0.06471614355260873,0.06942724613940522,0.07995214442691476,0.009571418978909828,18.24218667194719,qps
2MASS_J20475581+4329019,311.98252525962954,43.48387322013138,0.07704099154885173,1.1670391735927426,0.07269591692979066,0.8057496987729384,0.9296843382924852,-0.01871885547554755,0.06492486027886543,0.06966726941982057,0.08026115591318697,0.07228772449697304,17.6808145717608,s
2MASS_J20483292+4351190,312.1371734648398,43.85529686187581,0.37052260380722896,250.0,0.17351682452328254,191.03616363398567,0.6406015875585829,-0.6920295638104588,0.06946071150020865,0.0745002679573202,0.0857520602129099,0.06848117602246345,19.306390517375892,b
2MASS_J20505039+4450115,312.7099655363757,44.836540725881186,0.5234780286014231,222.58683877368026,0.2710753843623772,160.85371518038602,0.4758820302681549,0.30191147579045136,0.06489175676415157,0.06961783874121924,0.08017585300420789,0.09050679476113913,16.876935947682117,qpd
2MASS_J20505363+4424305,312.7234562095467,44.40844658880434,0.12990905839347047,5.340230268367138,0.11272275526097494,1.2264531420839329,0.8592732523890276,0.34033183715763715,0.06298536006125277,0.0675519880838058,0.07775732802962472,0.02855383588510272,17.000678722364217,apd
2MASS_J20505543+4417461,312.7309994942258,44.2960874126181,0.1674076065507877,0.9015406815299328,0.16586940753358925,9.370923785241644,0.8101752600451981,0.17797395323247414,0.05523617343188581,0.059210335883743075,0.06810232793783548,0.013782499379621956,17.795238330939227,qps
2MASS_J20505838+4414444,312.74300130377736,44.245689011602586,0.1216269300790299,3.422457121360212,0.09575119629034087,0.7738597517245508,0.8610274234971073,-0.12049622910901525,0.07165325745464407,0.07688915380919921,0.0885740971550639,0.008710201613969445,15.04919018376384,s
2MASS_J20510029+4424364,312.75123585817425,44.410094107931116,0.7086421774449121,7.008938672886845,0.5714321437983009,1.1625358542380206,0.2368340826065949,0.12064017897730993,0.06289587747626801,0.06744788391527409,0.07762098985348308,0.020705552942281408,18.33375124808917,p
2MASS_J20510663+4421407,312.777638321121,44.361312210949386,0.5366501168903007,1.3974247735885623,0.4662615043308842,0.5819544441496151,0.4212279555452859,-0.028496854183791706,0.062472398513143276,0.06699750674622118,0.07711095328246058,0.008795557534264583,15.6455768443038,p
2MASS_J20510895+4416420,312.78730191056013,44.27831364345297,0.1793197293269349,1.1904892992814269,0.1750424217508796,6.149062663729158,0.7836237938229438,0.2442378059061161,0.06392245735318966,0.06855947440000791,0.07892065916535608,0.017123680865759126,18.228841724350648,qps
2MASS_J20511252+4418093,312.80219789507777,44.30255956257102,0.472168564946883,0.8865781330366234,0.4563833125707707,1.1393715264850852,0.45243688883928,0.03957310550207112,0.06243907686685213,0.06696446572778994,0.07707848275225432,0.009976779712767636,17.507911318037973,qps
2MASS_J20511262+4418454,312.8025823261458,44.31261411198452,0.045442845041704726,0.5923991976895105,0.04530590680336344,3.1736463758712947,0.9120008395917324,-0.1438433211379148,0.06377820415259579,0.06840058222939413,0.0787294290163517,0.013838350474564479,13.068657866019418,s
2MASS_J20511374+4422252,312.8072667450728,44.37366095322359,0.2810204808195674,2.0763971415352644,0.2381789862896601,1.9184282758406064,0.4461851170838893,-0.1411884111549158,0.06273558826187862,0.06728895014342202,0.0774648120975765,0.01079203824751848,18.713989500955414,qps
2MASS_J20511455+4413379,312.8106511817742,44.22717526035429,0.1611251355974823,235.49834708820163,0.1245464688428868,154.72348245367584,0.8162451231014634,0.10119856559395933,0.0716674864719293,0.07690325012567371,0.08858792253564718,0.007355554428609012,17.319683960516606,qps
2MASS_J20512059+4420322,312.83581316745375,44.342285888519115,0.1438642253295526,1.6237859092888862,0.14181119586407498,1.6051677464109664,0.8095383894053254,-0.1186045271956734,0.06260305111734876,0.06714224720012632,0.07728681555534835,0.007038260460115806,16.97498299079365,qps
2MASS_J20512139+4424054,312.83911742903166,44.40149991620572,0.0953077356863345,3.573061698125612,0.09188413013776152,0.7796556308683844,0.8784083510459302,-0.2480327270351282,0.06254327691878149,0.06706778867683598,0.07718002242633681,0.007809850596611503,13.141350378481016,s
2MASS_J20515226+4418213,312.9677502432141,44.3059157295101,0.13174320050182406,0.662699130096249,0.08879106058323008,0.6681523313687011,0.8561810230389204,0.038542422776210325,0.06267939332659825,0.06721794521664727,0.0773612038385942,0.028009108608460655,18.200085904761906,s
2MASS_J20522880+4418297,313.1200224959053,44.30822974945297,0.3840981433374535,0.9067760633247606,0.3757439653083921,1.1109982325762475,0.5953235365527495,0.30249472192608146,0.06259752663844574,0.06713676936543274,0.07728143254175128,0.038296737790552655,18.360091347619047,qpd
