ID,RA,DEC,rPOW1,rPER1,rPOW2,rPER2,rPOW3,rPER3,rPOW4,rPER4,rQ,rM,rNu,rMean,r90%_FAP,r95%_FAP,r99%_FAP,flag,gPOW1,gPER1,gPOW2,gPER2,gPOW3,gPER3,gPOW4,gPER4,gQ,g90%_FAP,g95%_FAP,g99%_FAP
2MASS_J20505039+4450115,312.7099655363757,44.836540725881186,0.6255309920501693,0.9954917105753208,0.5927910385264339,1.0016318099431678,0.5234780286014231,222.58683877368023,0.429696300596656,0.992813851025569,0.3403674681719276,0.30191147579045136,0.09050679476113911,16.876935947682117,0.06489175676415157,0.06961783874121924,0.08017585300420789,True,0.5546635796108458,0.9953805460702534,0.4897923215489504,1.0017044415996847,0.46501343283671687,222.822381013443,0.39382087401467347,0.9978033412069389,0.2755085854919851,0.07409310165854237,0.0795404545531462,0.09169159519086836
GDR1_2162967795377160064,313.49350340688306,44.54305795713624,0.10016629785623225,4.937556459556464,0.09758205930835209,1.0008910017405337,0.09595167041633783,0.5002136239889606,0.09244902246085519,1.2498627757699885,0.8776672010646388,-0.1689898917920712,0.005460592177604986,15.391868904113924,0.06247422315786453,0.06699931602806386,0.07711273133126323,False,0.1807185775086189,0.9978033412069389,0.17637432725548888,0.9990191670480886,0.17365313992908663,1.0009706634178543,0.1725094730321466,0.9961061483103189,0.5376261383934147,0.06801915280834539,0.07299703875783868,0.08411166539217822
2MASS_J20532233+4438526,313.3430529515253,44.647931427049905,0.2689345496401239,2.430701548636463,0.26234192366539244,0.7071388663071233,0.26215694539796636,1.6985133399246948,0.20756160621827696,2.4162351486210425,0.6584172151890357,-0.12859208066967562,0.007150874930612856,15.530116970476191,0.06264999561259736,0.06718879548358153,0.0773325583250071,True,0.16636198614757824,0.7071056883510916,0.1583369246629781,1.6985899582772976,0.15646509652749105,2.429405498957937,0.130783319158965,2.415092967498002,0.1341297029191826,0.06827327266370273,0.07326735617871633,0.08441784131192741
GDR1_2163140315626344064,312.76289490947937,44.40076132666685,0.2573028179605879,8.38397993244961,0.23999475966380523,0.8912492102860242,0.2044198011245587,1.131748696370097,0.17676856923792153,1.1352297931923374,0.6945428704815894,0.20596613055839472,0.02879272366732178,16.862320221725238,0.06295805435555696,0.06752491384034429,0.07773072442328395,False,0.22113682482506036,8.376366489622736,0.19628445914651432,1.1319864095883898,0.16923677151225866,0.8912847283899243,0.1672807853340621,0.8932267801083532,0.776706569089313,0.069674128444507,0.07478854836996812,0.08620467895846766
GDR1_2162909830498130048,313.76259600948583,44.18112215981157,0.17004976946146183,138.8486620682776,0.14473487822898032,0.5010779517850066,0.13027566060065693,1.0070980940198602,0.12026549260681388,0.9901503596392691,0.8164960798411438,0.17751245505296745,0.01754081637875413,16.323365861235956,0.03936769370204878,0.04209457461568667,0.04821200011280859,False,0.1558244999883383,139.67507706853098,0.14051230021186745,1.0044309696736362,0.13954835801083207,0.5010814768925782,0.10249829655531972,0.9899316407217168,0.7885932856800735,0.04140528834157465,0.04429012898178397,0.05075972944479057
GDR1_2162931786370808448,313.11680283929536,44.05861394172086,0.29473920311328905,1.0018789897634055,0.2893080782944734,0.9991667033918239,0.2736963332169831,0.9954917105753208,0.19577648643388879,154.72348245367584,0.6470339078817184,-0.16284931222166119,0.05649355850786405,14.862886073025049,0.04034634582259227,0.04315006395385564,0.04943881113465097,False,0.24774547925922574,0.9954399645801089,0.20175166575175674,0.999065495756462,0.18786221768451009,1.0017410481976683,0.16694648917970828,1.0034511465785911,0.7232859183057339,0.0417169041177292,0.04463018301955326,0.05116309321622896
GDR1_2162962985013647616,313.56699484966947,44.40291592301878,0.30620512619714874,1.0077823950826177,0.27573469949538154,0.9892677402673721,0.2617018113638032,95.01240309656285,0.2517315642586681,120.97299043496997,0.6811440654658107,-0.006227101085984994,0.014527116973828627,16.188776685971224,0.06874917290637086,0.07387215916904984,0.08530572396449211,False,0.23677747282283276,0.9890090183847129,0.21018519339493083,94.27422358178791,0.16349682401475246,1.0082684834384366,0.1455172059060123,120.1895259146417,0.7044960522197635,0.07344064647902313,0.07889430022263913,0.09105829862956039
GDR1_2163140246906862080,312.7287237613243,44.38283520549869,0.09430710634065285,18.950077636919293,0.09049341916005982,22.156005845974665,0.08696281562673804,1.0444053216148488,0.08649722423650585,0.9474041326887741,0.8770605725987239,0.32410304064157724,0.08331558643993554,17.635158098101265,0.062480730400001065,0.06700576848475749,0.07711907240648977,False,0.07180908070114116,0.9987757648997231,0.0670971193873027,1.052363142143694,0.06204169354671226,6.411305645343474,0.05929927500949912,0.8631353242786524,0.910428914824247,0.07155388821143106,0.07679071190861537,0.08847754830729619
GDR1_2162961541904548992,313.5959319846104,44.3209265814808,0.11739922759509025,0.9969584588816063,0.09587238680308015,1.0003977380862221,0.06751148727898276,1.0026212617463384,0.0631240043293858,0.5230260642455616,0.8449459855258096,-0.2849655462795853,0.007052102629372642,14.837731647852761,0.060789370487257716,0.06518166562180469,0.0750010001479033,False,0.32087754354068787,0.9961061483103189,0.31631857231641836,1.0009706634178543,0.24107772316948617,0.9987757648997231,0.15653127445823115,0.5001432334161873,0.5437215272145568,0.06755817712263085,0.07248548741511832,0.08348859665469915
GDR1_2163069500202546688,313.76662345958664,44.74070007403486,0.08257782456273834,0.9460794746476903,0.08121737968286936,44.01430309531518,0.07072706961737052,0.5065168138766977,0.07060026477515655,18.43381915396432,0.9170974004275267,0.06206171395552989,0.02440071014604766,17.419238013523135,0.06929490113482942,0.07435495787307381,0.08565145081499777,False,0.09668086357831944,0.5068213756896383,0.07713131285707071,0.9815571320401365,0.06659729882051467,1.027566882662076,0.06465692745265605,6.254788582433991,0.9028108807524222,0.07462444838318814,0.08011144122286681,0.09235003167983709
