g_date,g-r_val,g_mag,g-r_magerr,g_magerr,r_date,r_mag,r_magerr
58242.4753704,1.831707615766362,17.986014015766365,0.044994291220862556,0.04169311,58242.4753704,16.154306400000003,0.016916584199999998
58244.48960650001,1.9394121957761499,18.17309479577615,0.047494892615456065,0.0442898236,58244.48960650001,16.2336826,0.0171515699
58246.4459028,1.878023410756331,18.03535111075633,0.04557152529276419,0.042311918,58246.4459028,16.1573277,0.0169252921
58247.4503704,1.7799452580535124,17.988920058053516,0.04505485772170105,0.04169311,58247.4503704,16.208974800000004,0.017077025
58252.4883218,1.9615229864502588,18.35159488645026,0.047971734259590976,0.044604819299999994,58252.4883218,16.390071900000002,0.0176549535
58254.4695023,1.7755753483524934,17.946141948352494,0.044495542696106304,0.041134987000000005,58254.4695023,16.1705666,0.016963671899999998
58259.44833330001,1.8730504771879843,18.119758377187985,0.04673926345436776,0.043462798,58259.44833330001,16.2467079,0.0171913914
58262.387580999995,1.8648372096008394,18.07207250960084,0.046119772436048596,0.042843740400000004,58262.387580999995,16.2072353,0.0170718282
58263.4286806,1.812603341934686,18.021107041934684,0.04546452352073278,0.0421360433,58263.4286806,16.208503699999998,0.0170756187
58268.4568056,1.8173056240447245,18.089692224044725,0.046435034056087364,0.0431036651,58268.4568056,16.2723866,0.0172709711
58269.42466440001,1.8782242045143462,18.109589404514345,0.04663349866735729,0.0433675982,58269.42466440001,16.2313652,0.0171445217
58270.4333681,1.7260355302295807,17.97868103022958,0.045018756817530085,0.0415994711,58270.4333681,16.2526455,0.0172096621
58271.42373840001,1.8210134111285363,17.99635981112854,0.045504674358051535,0.041819308,58271.42373840001,16.175346400000002,0.0179393664
58271.424201400005,1.8853121775482755,17.996369477548274,0.045464836239406475,0.041819308,58271.424201400005,16.1110573,0.017838072
58271.4533796,1.7966650540715392,17.99697865407154,0.04516190647435693,0.041819308,58271.4533796,16.2003136,0.0170511957
58272.472986099994,1.7655697386685354,18.014688538668533,0.04544653882148711,0.0420664847,58272.472986099994,16.249118799999998,0.017198801
58273.42298609999,1.823825899207442,17.984493299207443,0.04496116907582281,0.0416499041,58273.42298609999,16.1606674,0.0169349406
58274.471041699995,1.8545554444467918,18.10376004444679,0.046558727893233044,0.043265543899999995,58274.471041699995,16.2492046,0.0171990655
58275.4072801,1.884058143450975,18.126310443450976,0.04688900446353926,0.0436291695,58275.4072801,16.2422523,0.017177727099999998
58276.45476849999,1.7822285541496683,18.009641754149666,0.04536226562290877,0.0420025177,58276.45476849999,16.227413199999997,0.0171325319
58277.402708300004,1.8222241148042926,18.184792014804295,0.04783576514997613,0.044495243600000005,58277.402708300004,16.362567900000002,0.0175622813
58278.4502199,1.9082926563235212,18.19573775632352,0.047887138951334986,0.044645872,58278.4502199,16.2874451,0.0173183195
58280.3647454,1.8206802322150395,18.06813773221504,0.04611376693020804,0.0427885093,58280.3647454,16.2474575,0.0171936899
58281.453414400006,1.9054457545257577,18.244797454525756,0.04576293386801488,0.0422907099,58281.453414400006,16.339351699999998,0.0174854789
58282.4515046,1.87477094710842,18.29539284710842,0.049496899621587126,0.0462008938,58282.4515046,16.4206219,0.0177600812
58283.3917245,1.894241069368146,18.354068469368148,0.05054813917861314,0.0472732335,58283.3917245,16.4598274,0.0178984851
58285.413101900005,1.9985049683584286,18.604849168358427,0.05531987445052013,0.0521515124,58285.413101900005,16.6063442,0.018452866000000002
58287.4496759,1.8145314328498685,18.53376973284987,0.0540178979020983,0.050594650199999994,58287.4496759,16.7192383,0.0189239178
58288.4531713,2.092813511904005,19.180767111904007,0.07067803806201306,0.0675520524,58288.4531713,17.087953600000002,0.0207871422
58289.45067130001,1.901330101246483,18.658955701246484,0.056625126848858766,0.0533088967,58289.45067130001,16.7576256,0.0190936252
58290.38526619999,1.9552754007443554,18.851534700744356,0.061330035714297515,0.058062762000000004,58290.38526619999,16.8962593,0.0197506696
58291.476574099994,2.037540685065217,19.061794485065217,0.06703823521072988,0.0638510063,58291.476574099994,17.0242538,0.0204248372
58292.4671181,2.131256690663605,19.509575490663604,0.08410747508602068,0.0809858814,58292.4671181,17.3783188,0.022701417999999998
58293.4775926,2.1300603768249786,19.393493876824976,0.07885421076427726,0.0757553875,58293.4775926,17.263433499999998,0.021888531699999998
58294.4668171,2.0690813886251576,19.45947938862516,0.0818651289647034,0.0786285326,58294.4668171,17.390398,0.022791516
58296.3503819,2.118549767478239,19.504776467478237,0.08422160825367267,0.0809858814,58296.3503819,17.386226699999998,0.023120690099999997
58296.3508449,2.1458258298511588,19.50474302985116,0.0841627067366666,0.0809858814,58296.3508449,17.3589172,0.0229052007
58296.3675463,2.0940863631363094,19.50353686313631,0.0833132018771002,0.0800940171,58296.3675463,17.409450500000002,0.022935518999999998
58297.416585599996,2.120204372092701,19.427775772092698,0.08026089242372338,0.0771319792,58297.416585599996,17.307571399999997,0.0221916344
58298.4254977,2.1860086393025533,19.049669439302555,0.06672088977085153,0.0637802631,58298.4254977,16.8636608,0.01958967
58298.4378819,2.1827823162685718,19.044907716268572,0.06627479111057555,0.0632056221,58298.4378819,16.8621254,0.0199348256
58299.4109375,2.2798806533908014,18.796106453390802,0.05891545819341554,0.0560646914,58299.4109375,16.5162258,0.018104739499999998
58300.398726900006,2.0924879211843646,18.548672321184366,0.053989057315335306,0.0509404428,58300.398726900006,16.4561844,0.0178854577
58301.405,1.9547228940054602,18.36898379400546,0.05073680740249825,0.047535114,58301.405,16.4142609,0.0177379977
