ID,POW1,PER1,POW2,PER2,Q,M,90%_FAP,95%_FAP,99%_FAP
2MASS_J20505039+4450115,0.5234780286014221,222.58683877368023,0.2710753843623769,160.85371518038605,0.47588203026815484,0.30191147579045136,0.06489175676418256,0.06961783874125001,0.08017585300423805
GDR1_2162967795377160064,0.09244902246085433,1.2498627757699885,0.08244291774811051,0.8313853133555525,0.8739626375579151,-0.1689898917920712,0.06247422315780712,0.0669993160280069,0.07711273133120736
2MASS_J20532233+4438526,0.2705168594383765,2.430701548636463,0.2641886295245001,0.7071388663071233,0.661981132090528,-0.12439112475283629,0.062476152090753204,0.0670012287204428,0.07711461100615179
GDR1_2163140315626344064,0.22102882939353657,8.38397993244961,0.2103260629041171,0.8912492102860242,0.7691353642137344,0.1824554301158332,0.06244469903290455,0.06697004053568978,0.07708396129029199
GDR1_2162909830498130048,0.16596371716849045,138.8486620682776,0.07501539219366679,22.52478210871225,0.8203049530030029,0.17385567259223195,0.039234309574851634,0.04195130303835306,0.048046669633527474
GDR1_2162931786370808448,0.19577648643388879,154.72348245367584,0.1331115598820297,211.01752396179336,0.8036806420245328,-0.16284931222166119,0.04034634582259227,0.04315006395385564,0.04943881113465097
GDR1_2162962985013647616,0.25686129745696773,95.01240309656285,0.2552070234568745,120.97299043496997,0.6970419400999679,0.008427993140920532,0.06852174894252984,0.07362738576738073,0.0850226249951644
GDR1_2163140246906862080,0.09430710634065288,18.950077636919293,0.09049341916005983,22.156005845974665,0.8770605725987239,0.3241030406415772,0.062480730399972526,0.06700576848472915,0.07711907240646186
GDR1_2162961541904548992,0.055767792921031796,40.10151150823155,0.05232605116187328,10.995179212256554,0.9003038855485208,-0.2849655462795853,0.06078937048728555,0.06518166562183228,0.07500100014793043
GDR1_2163069500202546688,0.08257782456273834,0.9460794746476903,0.08121737968286936,44.01430309531518,0.9170974004275267,0.06206171395552989,0.06929490113482942,0.07435495787307381,0.08565145081499777
GDR1_2163136192456870016,0.06659762340106726,1.0848727409527652,0.04359044248027963,0.5992191983707367,0.9090818792983196,0.31375878279652847,0.06253597335328144,0.06706054654614499,0.07717290522174428
GDR1_2162134880959435904,0.6706501164584607,3.3715123096417754,0.5132292198711743,0.7696133015745188,0.21602756481759833,-0.03255408190267313,0.06490289113188887,0.06962887632375847,0.0801866936689687
GDR1_2162128009011784832,0.24236258410339817,250.0,0.06379576896253202,106.01881179586057,0.7691745292166559,0.13191003695916023,0.06494971540417059,0.06967529373794024,0.08023228321801452
GDR1_2066790146043148928,0.3029820191285055,250.0,0.08893456712352643,31.590300606879218,0.709746019984414,0.10170968776206524,0.06530764352657979,0.07006343490696211,0.08068721755033974
GDR1_2163139937669407872,0.19289694252248218,0.8559242273144894,0.19041511637403888,1.1939904918572704,0.7988581578915938,-0.06665640441106661,0.062475843164619106,0.06700092239525929,0.07711430996880107
GDR1_2163145984982389632,0.2212789525007709,182.5521800272541,0.19844063768948875,122.13974396777735,0.7068129260939614,0.4901433166783781,0.06227044406873405,0.06679725519337185,0.0769141625488567
GDR1_2162886568955114112,0.13832440333618623,0.9043521977751381,0.1230317284847218,1.1143526595488389,0.851772485554396,0.3078868459580826,0.04019035786947982,0.042978094565388245,0.04923127294915433
GDR1_2162988754817727232,0.14602837177798383,11.591652357794953,0.1450202956883576,1.0909949827718617,0.8446417456945254,0.5607449742653452,0.060748114698635176,0.0651407501720291,0.07496077602796773
2MASS_J20533662+4439529,0.3309598425537884,3.2087630887765997,0.2685894214958955,0.7608079801959173,0.44376914107176285,0.41262135527035826,0.0624292428352362,0.06695471454209201,0.07706889997170893
GDR1_2163141208978477312,0.13474256249901184,211.01752396179336,0.08622426600302228,44.4967075859497,0.7773494227504044,-0.04272555043076986,0.06240259136472044,0.06692828765363812,0.07704292957459834
2MASS_J20505575+4418286,0.1283559219874084,3.1344425487947682,0.10825571828058765,1.468174332307881,0.8030624425450421,-0.3016172981911803,0.062447771650631305,0.0669730872729334,0.07708695541680302
GDR1_2162240708953684992,0.14107563776956508,191.14715251466205,0.11325047292936848,143.76550140029855,0.8583926283533158,0.18640033907282597,0.03943517029166516,0.04215628646720846,0.04826103321008895
GDR1_2067120514926515200,0.41736472663839036,9.017099354611183,0.34939999884035383,1.1211226506227425,0.5246423231823361,0.013071655355351056,0.0609982192003005,0.06541744491417852,0.07529624746949976
GDR1_2162961267026674432,0.10346522083716447,0.8728541296269459,0.10018071442663104,6.86668282514445,0.866242924686672,0.24663443990375022,0.0624169460577047,0.06694252137420761,0.07705691740860005
GDR1_2162989201494332800,0.2735990862191661,9.038308843730665,0.20628043827216164,0.8983386116976076,0.6981672002396797,0.04763577190049573,0.07431882189273431,0.07987732329536676,0.09227182806785804
GDR2_2162948455142499968,0.07086768454742864,1.0719822769486054,0.06552890725919587,122.13974396777735,0.9236825237753887,-0.07322159799638799,0.040904860377816425,0.0437454161173706,0.05011639433527745
GDR1_2162091278451209472,0.13576044929984668,121.98577217991892,0.10860891193756537,0.7817959002416871,0.738204877736457,-0.10630314989075654,0.06929136711015824,0.0743514560444701,0.08564801463950182
GDR1_2067062824937136000,0.4358176790188682,191.14715251466205,0.13995675082059075,134.25701682316483,0.5720603718755217,0.48554648614235457,0.06250376006797234,0.06702860430376896,0.07714151410152617
