date,g-r,g,g-r magerr,g magerr
58242.4753704,2.36651714272962,17.29923924272962,0.03758486090243652,0.0346963219
58244.4896065,2.3413666638895947,17.310378963889594,0.037697614960572966,0.0347967073
58246.4459028,2.2453680641877423,17.23981386418774,0.0371949611894114,0.0342357643
58247.4503704,2.2479871689232755,17.169384368923275,0.03666664198289728,0.0337064005
58252.4883218,2.36689461075691,17.27444261075691,0.037391701611931165,0.03450194
58254.4695023,2.3479759150063853,17.321715515006385,0.037791813563203984,0.034895882
58259.4483333,2.3143035424844243,17.248473342484424,0.03736040102574081,0.0344521813
58262.387581,2.2734157755053115,17.10831277550531,0.036206966468181556,0.0332579128
58263.4286806,2.244439079889357,17.204305579889358,0.03695280707358475,0.0339940377
58268.4568056,2.2383161757958128,17.219146375795813,0.03706602814634742,0.0341041349
58269.4246644,2.3084352751505026,17.265435975150503,0.03736574275299127,0.0344442055
58270.4333681,2.246897787264656,17.211884587264656,0.03698629495793463,0.0340272821
58271.4237384,2.2437624160929506,17.19757881609295,0.038240198340942604,0.0340272821
58271.4242014,2.2730978075113857,17.197572507511385,0.03824674136636072,0.0340272821
58271.4533796,2.193367841515787,17.197174941515787,0.03683058659848084,0.0338336192
58272.4729861,2.2724847377900605,17.19156263779006,0.03678233222329114,0.0338336192
58273.4229861,2.2770748576373645,17.294421257637364,0.037630125398467405,0.0346938707
58274.4710417,2.3160706849521357,17.247614084952136,0.03717787782168782,0.0342557468
58275.4072801,2.3580923469118797,17.33059984691188,0.037863956821341596,0.0349747427
58276.4547685,2.2589927131131162,17.263624713113117,0.03737865066636348,0.0344289094
58277.4027083,2.3283192994603077,17.245495499460308,0.03719046632522072,0.0342780165
58278.4502199,2.4007262187782974,17.397368318778298,0.03841462005436633,0.0355557539
58280.3647454,2.2384094578688227,17.242085857868823,0.03723263883990195,0.034270931
58281.4534144,2.311747698753484,17.297259498753483,0.03763439803888885,0.0347181633
58282.4515046,2.2858345540860725,17.215724254086073,0.036954320243599494,0.0340139903
58283.3917245,2.3501474523324326,17.347362752332433,0.03801548558479773,0.035123799
58285.4131019,2.352087884484231,17.35194098448423,0.03801085126030998,0.0351171754
58287.4496759,2.2826373364948314,17.22447753649483,0.03703049799277751,0.0340894945
58288.4531713,2.3226482864697537,17.329576686469753,0.03788615550563628,0.0349778272
58289.4506713,2.300398726875624,17.223729026875624,0.03702579441997428,0.0340955853
58290.3852662,2.301208414231972,17.307463514231973,0.03771297358047103,0.0347905867
58291.4765741,2.3014217439207325,17.27068864392073,0.03740487374469802,0.0344791897
58292.4671181,2.3369804057027963,17.266688905702797,0.0373360758943794,0.0344284736
58293.4775926,2.3260377497133646,17.321691849713364,0.03779296481105941,0.0348837934
58294.4668171,2.3309638804379276,17.264580480437928,0.03734268594584912,0.0344333015
58296.3503819,2.337727752208375,17.231693452208376,0.0383980095551176,0.0341891721
58296.3508449,2.312167882289975,17.231692982289974,0.03839197873840854,0.0341891721
58296.3675463,2.2948255313283017,17.231676031328302,0.03711949711629514,0.0341891721
58297.4165856,2.280981516695693,17.230611316695693,0.03711226271403056,0.0341735594
58298.4254977,2.2463745520464506,17.20380925204645,0.03692559088608958,0.033965949
58298.4378819,2.246529382086994,17.203470082086994,0.038184957624293026,0.033965949
58299.4109375,2.3550695763538663,17.228396876353866,0.03687900863140645,0.033965949
58300.3987269,2.2710182983239644,17.255813898323964,0.03732167641664815,0.0343793668
