mean mag,nu cutoff
12.436008956420233,0.008680348116550338
12.576220825011164,0.008062684681106809
12.716432693602096,0.007445021245663281
12.856644562193027,0.0068273578102197524
12.99685643078396,0.006209694374776216
13.137068299374892,0.005592030939332688
13.277280167965824,0.00497436750388916
13.417492036556755,0.004356704068445631
13.557703905147687,0.003989000248882443
13.697915773738618,0.003978701336258547
13.83812764232955,0.003968402423634651
13.978339510920481,0.0039581035110107556
14.118551379511414,0.003947804598386859
14.258763248102346,0.003937505685762963
14.398975116693277,0.0039272067731390674
14.539186985284209,0.003980669809171019
14.67939885387514,0.00419851250788047
14.819610722466074,0.004416355206589923
14.959822591057005,0.004634197905299374
15.100034459647937,0.004852040604008825
15.240246328238868,0.005069883302718276
15.3804581968298,0.005287726001427726
15.520670065420731,0.0054969905086272395
15.660881934011663,0.005656644506127602
15.801093802602594,0.005816298503627966
15.941305671193525,0.005975952501128329
16.081517539784457,0.006135606498628692
16.22172940837539,0.006295260496129055
16.36194127696632,0.006454914493629418
16.50215314555725,0.006613437004005594
16.642365014148183,0.006699409069769144
16.782576882739118,0.006785381135532696
16.92278875133005,0.006871353201296246
17.06300061992098,0.0069573252670597965
17.203212488511912,0.007043297332823347
17.343424357102844,0.007129269398586897
17.483636225693775,0.007215241464350447
17.623848094284707,0.007470352831025581
17.76405996287564,0.007747812198793629
17.90427183146657,0.008025271566561677
18.0444837000575,0.008302730934329722
18.184695568648436,0.008580190302097777
18.324907437239368,0.008857649669865825
18.4651193058303,0.009135109037633872
18.60533117442123,0.00924850577095691
18.745543043012162,0.009307572733362687
18.885754911603094,0.009366639695768461
19.025966780194025,0.009425706658174236
19.166178648784957,0.009484773620580011
19.30639051737589,0.009543840582985786
