Name,Best Period (days),Power,90% FAP,95% FAP,99% FAP
GDR1_2162963912729356032,286.9228688,0.106709623,0.067798137,0.072741409,0.083779849
GDR1_2162960751631826560,7.684996708,0.272189507,0.354092939,0.380653399,0.436407239
FHK_146,47.67904861,0.105750381,0.062428685,0.066954162,0.077068357
FHK_22,364.1243824,0.102455815,0.062428685,0.066954162,0.077068357
FHK_67,6.312455635,0.200609969,0.062428685,0.066954162,0.077068357
2MASS_J20503796+4425123,3.368754731,0.268289079,0.062428685,0.066954162,0.077068357
GDR1_2163141930532987008,4.84961513,0.161584955,0.062605044,0.067144224,0.077288758
2MASS_J20561960+4345387,308.5689674,0.100132313,0.065535376,0.070306007,0.080962664
FHK_226,8.979004353,0.850740623,0.062428685,0.066954162,0.077068357
GDR1_2162939173714801152,236.7312079,0.089548473,0.040286324,0.043084743,0.049361686
GDR1_2162944946150831232,66.39211515,0.055710314,0.042478223,0.045436584,0.052070186
FHK_43,286.9228688,0.131782749,0.054525645,0.058436853,0.067189259
FHK_127,2.391294188,0.406702734,0.095394814,0.102938257,0.119682741
GDR1_2162939208074518912,286.9228688,0.261936187,0.040775697,0.043605432,0.049952299
2MASS_J20542793+4425037,400,0.145524166,0.067175302,0.072070174,0.083001623
GDR1_2162969929975644032,29.14355875,0.140968382,0.062720408,0.067273899,0.077450022
GDR1_2162951749379088640,7.286827961,0.266708283,0.062428685,0.066954162,0.077068357
FHK_536,4.465550421,0.494145995,0.062428685,0.066954162,0.077068357
FHK_573,286.9228688,0.168877511,0.062428685,0.066954162,0.077068357
2MASS_J20511748+4419138,5.257858519,0.201869448,0.062428685,0.066954162,0.077068357
FHK_493,208.8115736,0.306442984,0.138672252,0.149666152,0.173885465
2MASS_J20524172+4434072,3.663632967,0.170609911,0.062428685,0.066954162,0.077068357
GDR1_2067120514926515200,9.018897774,0.4173953,0.061011639,0.065430753,0.07530933
