g_date,g-r_val,g_mag,g-r_magerr,g_magerr,r_date,r_mag,r_magerr
58242.4749074,1.8042584446035725,19.841909544603574,0.09741891489902871,0.09254562109999999,58242.4749074,18.0376511,0.030426189300000003
58244.4900694,1.3567135083935788,18.69761010839358,0.049842475464149355,0.044510532199999994,58244.4900694,17.3408966,0.022429553799999998
58246.4454398,1.8296880975648016,19.658650397564802,0.0858821388774907,0.08136798440000001,58246.4454398,17.8289623,0.027477134
58247.450833300005,1.71388987971984,19.521913379719837,0.0790594877523337,0.074229151,58247.450833300005,17.808023499999997,0.027210948999999998
58254.4685648,1.3118486617478098,18.35592366174781,0.04209209751711202,0.036867611099999996,58254.4685648,17.044075,0.020310685
58263.4262384,1.6168790752778364,19.236542275277834,0.06656161370210857,0.061675135,58263.4262384,17.619663199999998,0.025032501699999998
58267.3815972,1.0696469866424891,18.81862468664249,0.054520856442254934,0.0476545133,58267.3815972,17.7489777,0.0264871884
58268.4563426,1.3657842975068917,18.73612269750689,0.050815897034902156,0.0454770103,58268.4563426,17.370338399999998,0.0226737056
58269.424201400005,1.737628449843971,19.394822549843973,0.0728843654847191,0.0683014467,58269.424201400005,17.6571941,0.0254370421
58270.4343171,1.493894599986131,19.07007789998613,0.060745304064423244,0.0555496775,58270.4343171,17.5761833,0.0245809946
58271.42373840001,1.322843342396137,18.485914042396136,0.04441689732972559,0.0394237638,58271.42373840001,17.1630707,0.0204603914
58271.424201400005,1.355936581866274,18.485636281866274,0.04431627553838946,0.0394237638,58271.424201400005,17.1296997,0.0202410258
58271.4543171,1.3298665290647058,18.467569429064703,0.04437812278162326,0.0391398594,58271.4543171,17.137702899999997,0.0209162422
58272.4573495,1.4143109981490483,18.636568598149047,0.04802874763117119,0.042942210999999994,58272.4573495,17.2222576,0.0215110928
58273.4220486,1.3399743228915177,18.687386422891517,0.04966869408470165,0.0442887545,58273.4220486,17.3474121,0.022483002400000004
58274.4714931,1.6849917961574192,19.03287879615742,0.058755429244416194,0.054282032,58274.4714931,17.347887,0.0224869177
58275.4054051,1.6149658627544419,19.22989126275444,0.06626783846415846,0.061378374699999995,58275.4054051,17.614925399999997,0.024982424500000003
58276.4538194,1.556258076940594,18.939524476940594,0.07004763867590963,0.0662389919,58276.4538194,17.3832664,0.022783055899999998
58277.40026619999,1.6726762245649702,19.13642892456497,0.0626250808669791,0.0580510162,58277.40026619999,17.4637527,0.0234942604
58278.446990699995,1.7588275738982304,19.51864087389823,0.07885706246738446,0.074229151,58278.446990699995,17.7598133,0.0266170893
58279.4076505,1.7553654557375076,19.596929655737508,0.08294121177152278,0.0782002956,58279.4076505,17.8415642,0.027639797
58280.3638079,1.3383112285110137,18.713942528511012,0.050254597327977074,0.044826362300000006,58280.3638079,17.3756313,0.0227183141
58281.450578699994,1.1846357761098893,18.25401367610989,0.04068694575244814,0.035163112,58281.450578699994,17.0693779,0.0204690769
58282.4529514,1.4787929865086262,18.827124486508627,0.052975983152516726,0.0479648747,58282.4529514,17.3483315,0.0224905666
58283.3907755,1.8443271816055322,19.613965281605534,0.08340417878021096,0.0790028051,58283.3907755,17.7696381,0.026736002400000004
58287.4492245,1.3674617513479923,18.79244575134799,0.06516856296148839,0.0609200224,58287.4492245,17.424984,0.023145031200000003
58288.45363430001,1.4112049233531927,19.046802123353192,0.060280956296710986,0.0547597073,58288.45363430001,17.6355972,0.0252025425
58289.451134300005,1.4120118668306851,18.636701366830685,0.04803673229334624,0.042942210999999994,58289.451134300005,17.2246895,0.0215289146
58290.3843171,1.4167365042118085,18.79924380421181,0.052431526242050226,0.0472259633,58290.3843171,17.3825073,0.022776596200000002
58291.4775926,1.3798549008879597,18.860445700887958,0.05434626867003123,0.048930555599999995,58291.4775926,17.480590799999998,0.0236498974
58292.4666551,1.6739685952770635,19.443400695277067,0.0749122494992229,0.0699797496,58292.4666551,17.769432100000003,0.026733495299999997
58293.4790278,1.5966887630023976,19.0858702630024,0.06116347700648683,0.0563723929,58293.4790278,17.4891815,0.023730238900000002
58294.46636569999,1.3874749500967773,18.429306950096777,0.04348813453363203,0.0384611078,58294.46636569999,17.041832,0.0202968232
58296.336713,1.7132118228056292,19.203308822805628,0.06493263421428394,0.060437690499999995,58296.336713,17.490097,0.0237388406
58296.3503819,1.6261864948245446,19.208965394824542,0.06519692709743614,0.0606433861,58296.3503819,17.582778899999997,0.0239378158
58296.3508449,1.681389797135239,19.20915699713524,0.06500029828898045,0.0606433861,58296.3508449,17.5277672,0.0233969763
58298.42594909999,1.4996842698071902,18.75210846980719,0.05066100050054062,0.0457616113,58298.42594909999,17.2524242,0.0217350386
58298.4378819,1.4805342429445574,18.744082142944556,0.05034923103377533,0.0456837304,58298.4378819,17.2635479,0.0211669989
58299.4114005,1.3526769597592505,18.537441859759248,0.04591037038062849,0.0407008827,58299.4114005,17.184764899999998,0.0212414749
58300.3982639,1.2068906662320877,18.97304976623209,0.058453623611711546,0.05200257900000001,58300.3982639,17.766159100000003,0.02669378
58301.40545140001,1.6721018307340962,19.399755330734095,0.07335367971889967,0.0685016289,58301.40545140001,17.7276535,0.0262352657
58301.405914400006,1.7472542238667579,19.399708623866758,0.07280688091380369,0.0685016289,58301.405914400006,17.6524544,0.024665132200000002
58301.4091319,1.6995549464445894,19.39938404644459,0.07298568450850051,0.0685016289,58301.4091319,17.699829100000002,0.0251880325
58303.3689931,1.4832163149593711,19.018506114959372,0.05900229969967198,0.053823396600000004,58303.3689931,17.5352898,0.024172574300000003
