g_date,g-r_val,g_mag,g-r_magerr,g_magerr,r_date,r_mag,r_magerr
58244.48960650001,2.4089305508541443,20.376644850854145,0.13930422891734975,0.136379778,58244.48960650001,17.9677143,0.02839409
58246.4459028,2.3832820975407287,20.204235497540726,0.12487928500852952,0.12199302,58246.4459028,17.820953399999997,0.0266934242
58247.4503704,2.4450036660904715,20.29092426609047,0.1317625185298567,0.12897332,58247.4503704,17.8459206,0.026967462200000004
58252.4883218,2.5963799722270657,20.677198172227065,0.16210324875456128,0.15932858,58252.4883218,18.0808182,0.029864139900000003
58254.4695023,2.115035828803716,20.38790112880372,0.14103769445783432,0.13718786800000002,58254.4695023,18.272865300000003,0.0327279717
58263.4286806,2.337785320518435,20.570645920518437,0.15571968968676209,0.15237736699999999,58263.4286806,18.232860600000002,0.0320898704
58270.4333681,2.065608403245893,20.418651003245895,0.14390029274517516,0.13980679199999999,58270.4333681,18.353042600000002,0.0340786614
58271.42373840001,2.2984673970263643,20.683301697026362,0.16375568375048474,0.159551978,58271.42373840001,18.384834299999998,0.036865841600000004
58271.424201400005,2.4099993217284634,20.683425421728465,0.16326180687800365,0.159551978,58271.424201400005,18.273426100000002,0.0346061252
58271.4533796,2.257125236477176,20.691222536477177,0.1643731908894447,0.160483241,58271.4533796,18.4340973,0.0355482101
58272.472986099994,2.6371083069056347,20.899574706905632,0.17775225431198075,0.174744725,58272.472986099994,18.262466399999997,0.0325598679
58273.42298609999,2.3016374686760877,20.256820468676086,0.1291967400652079,0.126072571,58273.42298609999,17.955182999999998,0.028240121899999998
58274.471041699995,2.472400201223092,20.31172130122309,0.13359556785512036,0.130860478,58274.471041699995,17.8393211,0.0268944427
58275.4072801,2.455580707863774,20.730923607863772,0.16624964884795176,0.162988305,58275.4072801,18.2753429,0.0327682495
58276.45476849999,1.6553575898603654,20.513454689860367,0.15514347323359232,0.148378491,58276.45476849999,18.858097100000002,0.045313581799999995
58277.402708300004,2.2546777989758695,20.291081498975867,0.13225279094253647,0.12897332,58277.402708300004,18.036403699999997,0.0292691551
58278.4502199,2.3309007968544577,20.435419696854456,0.14459202563736376,0.141404852,58278.4502199,18.1045189,0.0301914178
58280.3647454,2.515588777753411,20.666494377753413,0.1615102502163136,0.158536077,58280.3647454,18.1509056,0.0308524426
58281.453414400006,2.4907894038043388,20.65274430380434,0.16080783261099976,0.157788754,58281.453414400006,18.1619549,0.031013999100000002
58282.4515046,2.292146186366505,20.280555186366506,0.13131491902761552,0.12815094,58282.4515046,17.988409,0.0286521297
58283.3917245,2.3472529329524505,20.28980173295245,0.13199611794363528,0.12897332,58283.3917245,17.9425488,0.0280866139
58285.413101900005,2.5930503242307026,20.6394275242307,0.1596420420860076,0.15691137300000002,58285.413101900005,18.0463772,0.0294007249
58287.4496759,2.3501631316208815,20.512453731620884,0.1515404949284127,0.148331881,58287.4496759,18.162290600000002,0.031018940699999997
58288.4531713,2.257479423163641,20.31443662316364,0.1526475740288683,0.149761736,58288.4531713,18.0569572,0.029541568799999997
58289.45067130001,2.3856949489780845,20.476707948978085,0.14810682932774452,0.145035818,58289.45067130001,18.091013,0.0300040729
58290.38526619999,2.6039537758836673,20.70732827588367,0.16423533141647534,0.161439419,58290.38526619999,18.1033745,0.030175454900000002
58291.476574099994,2.4640632396915088,20.55245743969151,0.1539271911579142,0.150981784,58291.476574099994,18.0883942,0.0299680009
58292.4671181,2.443016017798378,20.38606831779838,0.13998377295625877,0.137135908,58292.4671181,17.9430523,0.0280926935
58293.4775926,2.3903941124249464,20.545118212424946,0.1537059967931913,0.150566339,58293.4775926,18.1547241,0.0309081059
58301.405,2.273730302615082,20.341742502615084,0.15524834127462578,0.15238288,58301.405,18.068012200000002,0.0296901558
58301.405914400006,2.3701553243429707,20.34162522434297,0.1363708593593416,0.133132428,58301.405914400006,17.9714699,0.0295426454
58301.4091319,2.3623650571983887,20.34121255719839,0.13639411402074172,0.133132428,58301.4091319,17.9788475,0.0296498053
58302.3822454,2.248363364076095,20.216403864076096,0.1266655024451704,0.123441063,58302.3822454,17.9680405,0.028398124500000003
58303.3680324,2.7248720772801676,20.65407507728017,0.16024097427148887,0.157788754,58303.3680324,17.929203,0.0279263128
58304.3857176,2.5979279812002396,20.58570568120024,0.15591708866972942,0.15326333,58304.3857176,17.9877777,0.0286442004
58305.3946875,2.473372096625461,20.490524896625463,0.14925501329853205,0.146406919,58305.3946875,18.0171528,0.0290184952
58310.407291699994,2.591753454814455,20.738592554814456,0.16653263311813002,0.163660884,58310.407291699994,18.1468391,0.030793391200000002
58312.40532409999,2.371060063292582,20.35715926329258,0.13780811944503213,0.134802803,58312.40532409999,17.986099199999998,0.0286231041
58313.3918171,2.232650099475748,20.25842219947575,0.12939421090396108,0.126072571,58313.3918171,18.0257721,0.0291302018
58314.42598380001,2.334317120030935,20.421040420030934,0.1433084732082598,0.140144974,58314.42598380001,18.0867233,0.0299450289
58315.3616319,2.319174874393152,20.522555474393155,0.1522797700486318,0.148957729,58315.3616319,18.203380600000003,0.0316342115
58316.3475231,2.290034150679677,20.464178850679676,0.1474164717514356,0.144078255,58316.3475231,18.1741447,0.0311941113
58318.3656829,2.5009317200357657,20.944228120035763,0.1809830223410829,0.17742264300000002,58318.3656829,18.443296399999998,0.035721983799999996
58320.3920949,2.3943840808744454,20.570603980874445,0.15554375893596112,0.15237736699999999,58320.3920949,18.1762199,0.0312249735
58322.4019676,2.3040501256886365,20.376437825688633,0.139586781589665,0.136379778,58322.4019676,18.072387699999997,0.0297493823
