ID,SLOPE,SLOPE_ANGLE,SLOPE_ANGLE_ERROR,80%_SPREAD
2MASS_J20505039+4450115,12.591594403556059,85.45921093798167,0.6058575281690539,2.257386501534249
GDR1_2162967795377160064,1.1430647616773548,48.81923260823645,1.3148614612046852,0.17606853790151256
2MASS_J20532233+4438526,1.335060399507176,53.165696139590736,2.655599721154324,0.17272483822799511
GDR1_2163140315626344064,3.3747089328916253,73.49429258129017,1.1764543915633559,0.49065506868664954
2MASS_J20503796+4425123,0.8693674764005784,41.00263479073189,2.2311010160022553,0.5929110701580713
PSO_J205601.466+433543.777,1.017838071997754,45.50649238489594,0.8177131475219306,0.31901645314692173
GDR1_2162909830498130048,2.655072826979337,69.3617441788281,1.0314710615454714,0.3794290249961696
GDR1_2162931786370808448,5.516750877482647,79.7257753969731,0.42107765201432257,0.8312212137449748
GDR1_2162962985013647616,1.6950975540023057,59.46209199544806,2.7885638016541288,0.2594487730266204
GDR1_2162967864096636288,1.070150882152134,46.94083053208537,1.6876328511262324,0.14972967812612392
GDR1_2163140246906862080,5.584183862237681,79.84724784492012,2.1281199182573247,1.306207746788008
GDR1_2162961541904548992,0.8084846371521447,38.95500695830476,1.726092562774943,0.1870592977148804
GDR1_2163069500202546688,2.6700560269910723,69.46787010769275,1.7767883454608195,0.5158131116306066
2MASS_J20500617+4425050,1.055475988803772,46.54600131571364,1.618214659793391,0.3860659221450553
GDR1_2162976935068180608,0.6403233884479289,32.632385858324135,28.910743498942107,0.11878291203325331
GDR1_2163136192456870016,4.2415572292509,76.73405596088979,4.173640136245044,1.2144668931253069
GDR1_2162134880959435904,1.7314193263544535,59.99095222394978,2.552126929607558,0.2655796124173748
2MASS_J20531994+4428438,1.1772340043806981,49.65380341297336,2.0286045009676723,0.17606626575912898
GDR1_2162128009011784832,3.7979194029102494,75.24871238985531,0.9660071737620767,0.21667631918388963
GDR1_2162952745812291712,1.4529659270018092,55.46240907720753,1.9094474114510225,0.7369053619607371
GDR1_2066790146043148928,3.61808329199214,74.54976339613435,1.0609637458305325,0.6679826801842275
GDR1_2163139937669407872,1.956612736479084,62.928999628673,2.316539169358926,0.19883392735959493
GDR1_2163145984982389632,4.811084133177319,78.25807011968764,0.7342030620828269,1.18393014288017
GDR1_2162886568955114112,3.553619317141404,74.28322593710902,0.9561106008925947,0.6156217484577491
GDR1_2162988754817727232,5.546416960290098,79.7795677271095,0.7217287363846467,1.369986862988732
2MASS_J20533662+4439529,1.3521539608914759,53.51482428957537,1.7416293761716004,0.32685599878766514
GDR1_2163141208978477312,1.0053102697317013,45.15172481640582,1.2166497768775386,0.5451921287316246
2MASS_J20505575+4418286,1.0126973322234456,45.36145220885896,0.7734229865037086,0.35580679353805955
GDR1_2163162065339769856,1.0157021647661657,45.44632068594177,1.3327898945132923,0.23240761036072488
GDR1_2162240708953684992,4.0439343754563435,76.11031494325084,1.7141923696167696,0.8704623847647213
GDR1_2067120514926515200,1.5499711044920685,57.17097162153542,1.817349475804329,0.2539844811613534
GDR1_2162961267026674432,1.7981940061571144,60.9209725013773,2.3394817575875946,0.3056636116960947
GDR1_2162989201494332800,1.0344315247522775,45.9696038922449,3.387770496620556,0.15235586155416758
GDR2_2162948455142499968,1.8502854496515326,61.61067828524941,1.0646108217981445,0.46190639260322186
GDR1_2162091278451209472,0.9228118246302702,42.701187772281955,0.99066493575439,0.2731974203455789
GDR1_2067062824937136000,3.188381080459905,72.58655150031024,0.6497960541325307,0.5639375133027942
2MASS_J20510895+4416420,1.1003986216362238,47.736643485535424,3.6241847923587214,0.5511561995689909
GDR1_2162952711451794176,1.2859639769892286,52.13040805458619,1.4360843067371958,0.44991380812997583
2MASS_J20505363+4424305,2.4991873277529018,68.19216627341434,2.1124099030451315,0.4870085363590402
2MASS_J20512059+4420322,1.0689151366382796,46.907805214243574,1.479540343738928,0.2512676968639145
2MASS_J20510029+4424364,1.4971610094278105,56.259816919324116,2.233664174831635,0.6175671905272799
GDR1_2162978172018122240,1.9228850609188988,62.52322839306727,1.167299306040189,0.6872281302470347
GDR1_2067067807089176192,1.491847442268677,56.16566466153307,2.8829940274659176,0.4249037229114032
GDR1_2163140968460295680,1.611715730087578,58.18218518765785,3.468166589603171,0.18106058564327965
GDR1_2162984631649047936,0.9862367959725703,44.602987476523744,1.437558146796981,0.3591021436063997
GDR1_2163143717240796032,7.22416978474369,82.11895918890339,0.8261586735612663,1.637860409741279
GDR1_2162221811096717952,2.0887918928705593,64.4174345311532,1.0793660111895627,0.41449263293118044
GDR1_2067128658184872064,1.8120748842846564,61.1077330922636,4.50581133852985,0.487178648779822
GDR1_2162951474504020224,4.305442580487856,76.92408758659305,2.2076613044379707,0.4969494261265366
GDR1_2162947591850664960,2.0267679943907115,63.738435087720426,8.69212737015429,0.4538794716360801
GDR1_2162935565942174208,2.556612908726614,68.63741932359791,0.8990646112812898,0.8095604840777275
GDR1_2162964874800490496,0.0009612998059640638,0.05507840476255465,33.117059282546165,0.09485473689249568
GDR1_2162988101982678912,2.778313503768686,70.20464469005664,0.6631513715266493,1.2452350428338272
GDR1_2163137738645105280,3.4063859937552814,73.63954079957719,2.794089204472717,0.45950787660809134
GDR1_2162965287117378944,2.4399672499836416,67.71414249880685,2.1737087141406715,0.8110997917623459
2MASS_J20511455+4413379,1.4212716054820347,54.86996175089841,1.7219724143147677,0.34404441651270234
GDR1_2162949378557115136,2.0230776750687665,63.69697883832337,1.4203772781289885,0.298040716592602
GDR1_2163139873247408384,1.1417284772075116,48.786017362971776,2.347939601877818,0.4392649117132472
GDR1_2162969788241973632,0.8812662844298167,41.388640162871525,2.2631111122521985,0.13839319067700684
2MASS_J20513761+4420045,1.0569678117908738,46.58640355586072,1.147525199007003,0.3384864519222517
GDR1_2162942918926094208,1.2324640360042138,50.94472269817644,0.8908745366215483,0.26453387298167375
2MASS_J20512464+4417549,1.0117687927119652,45.335174928118164,1.2143480065742023,0.36819101897483897
GDR1_2162955185352996096,6.985830665975124,81.85362851232748,1.7224623563611943,2.180790710971811
2MASS_J20511374+4422252,0.9990201423363557,44.97191538846205,1.2986104244705639,0.5079263179075677
PSO_J205746.108+435819.388,0.8014344402524912,38.709887451047074,2.017938974354648,0.0994127792315056
GDR1_2162944911791083136,2.5575805287107993,68.64477340610986,1.771688754189162,0.18896741025045838
GDR1_2162117563651224960,1.001160730612344,45.033233191499036,0.7941157005452696,0.6321298687827888
GDR1_2163138361418522624,3.597364841272941,74.46506621364844,1.521242502889486,0.6711169993203558
GDR1_2162902683672550912,5.651034212331924,79.96489709000933,1.0885858921984222,0.5733850600973831
GDR1_2163135573981345152,4.984597216428687,78.65602382496719,2.2247539178929396,0.26505190186817806
GDR1_2162144295529814400,0.8254054065461444,39.53644961966666,1.718438290842663,0.1007991456609636
GDR1_2162221673657766272,1.3849726696307079,54.16936327180332,2.3597346720014354,0.24458134924536967
2MASS_J20505703+4416432,0.9632962605468296,43.92898261983955,1.3152389230080819,0.3292760353642654
GDR1_2162945976943020416,2.7381344823255946,69.93719195160416,1.3497594448038481,0.9274319369693904
GDR1_2162965012238950656,1.413313099234261,54.71840543543872,1.786665622899898,0.5251872795711083
2MASS_J20511244+4419430,1.0130402425496914,45.371150260933845,0.8063168426028807,0.49782444810955084
GDR1_2163136123738466688,0.9093040780735333,42.2803754262408,1.81601529963633,0.4722522693069191
2MASS_J20523553+4419105,1.0474161424250537,46.32667670340962,1.749108815260694,0.20133703928046787
GDR1_2163135677060562176,3.8838923409240658,75.56144988272156,0.9149564450120072,1.1045227525955648
GDR1_2162949309837722880,1.1720175994065487,49.52821085256814,1.6659632717211972,0.4324373389909639
GDR1_2163155055959979392,4.036746043108096,76.08654138681861,1.1104789145731504,0.5538940470347793
GDR1_2066844954118735744,1.9638098438017104,63.01415621699625,1.0389479054954402,0.38278166276314085
GDR1_2162969788241971712,1.132889594918163,48.56520259354769,1.582378630096671,0.32540156464836256
GDR1_2163155227752761088,0.9326016036525202,43.00265132431752,2.552905572019336,0.625764786347196
DPP2017_409,0.741955539926341,36.57377211997065,3.134145377920173,0.33713331978121497
GDR1_2162966798944719488,0.8714876962244716,41.07174984113525,1.7682470592259105,0.2251283222487115
GDR1_2162976488391103104,1.0220503924733257,45.624783810217735,1.965783413196771,0.1250325116343869
GDR1_2162941716335179008,2.653188417028401,69.34832259096659,2.2359937301200437,0.7440308230256027
GDR1_2066773619008833664,0.914505298878438,42.44308188769396,1.2560349058472202,0.1056824452629046
GDR1_2163215391652091520,1.2684000769287391,51.74793837676094,1.5487276856405825,0.4292805851932129
GDR1_2065995748890512768,1.9821421131744001,63.22884113728995,2.853470359847308,0.14735948680152866
GDR1_2163140315626343168,4.684602432319996,77.95019379898312,0.5498647769547019,0.8153444362708981
GDR1_2162168862740158592,0.87506221897281,41.187944153110294,1.2330974867713693,0.10861576333808198
GDR1_2162936665453858432,1.5860365418180926,57.76846633845463,1.273611164903676,0.4920794940604427
GDR1_2162126325384584576,2.529212160772711,68.42714680155694,2.622928655424819,0.3936014194831614
GDR1_2162221536218867072,2.907386611136891,71.01926753437593,2.3784115065490123,0.3981112110520506
GDR1_2162946526698717056,2.405171457147117,67.4238864706376,1.9327062233183605,0.5323666454797484
GDR1_2163136742213531520,1.2100834410858268,50.43003729656619,1.4483368231628462,0.3460145199800486
GDR1_2163136364255498624,3.8126875460777185,75.30337238422105,7.229908714581995,0.14492820586620248
2MASS_J20510663+4421407,1.8485724070137657,61.58847432061206,4.595760670348147,0.16046538821995693
