g_date,g-r_val,g_mag,g-r_magerr,g_magerr,r_date,r_mag,r_magerr
58281.4534144,2.310531085184362,21.262280885184364,0.20434176105454976,0.198613405,58281.4534144,18.9517498,0.0480444655
58282.4515046,2.2889371629722177,21.29407936297222,0.20781748463372485,0.201783776,58282.4515046,19.0051422,0.0497133248
58283.3917245,2.4069828321961317,21.324034132196132,0.2083265528710718,0.202954531,58283.3917245,18.9170513,0.0470043719
58292.4671181,2.5300834064118227,21.448916206411823,0.2163380965625877,0.211158276,58292.4671181,18.9188328,0.0470569283
58293.4775926,2.5445767047883088,21.49006470478831,0.22051148609112303,0.215256333,58293.4775926,18.945488,0.0478542224
58312.4053241,2.573683831940766,21.447499331940765,0.21605868851865187,0.211158276,58312.4053241,18.8738155,0.0457552113
58313.3918171,2.370841828568075,21.227365328568077,0.2012121394668253,0.196053505,58313.3918171,18.8565235,0.0452697277
58314.4259838,2.579739199769982,21.51025449976998,0.22044330236615683,0.215286136,58314.4259838,18.9305153,0.0474038944
58315.3616319,2.8500454871318546,21.766194587131853,0.23724082628794,0.232543111,58315.3616319,18.9161491,0.0469777733
58334.3493171,2.3466022393994024,21.2301223393994,0.20138482087483742,0.196053505,58334.3493171,18.8835201,0.046031177
58334.4068634,2.310212594039392,21.240848094039393,0.2027934830034022,0.196053505,58334.4068634,18.9306355,0.0518480465
58334.4073148,2.387429928131006,21.240932228131005,0.2021516507160443,0.196053505,58334.4073148,18.8535023,0.0492779166
58335.36375,2.593872195373624,21.419197195373624,0.21560802476300728,0.210109949,58335.36375,18.825325,0.0483800545
58335.364213,2.59577049152891,21.41928349152891,0.21559524076321746,0.210109949,58335.364213,18.823513,0.0483230501
58336.3482639,2.6837152560151587,21.59446465601516,0.22590428842762655,0.22099936,58336.3482639,18.9107494,0.0468191244
58336.3628009,2.7897278058575203,21.59497220585752,0.2260997358687308,0.22099936,58336.3628009,18.8052444,0.0477532558
58336.3632523,2.76312076619298,21.59498796619298,0.2262772094139886,0.22099936,58336.3632523,18.8318672,0.048586607
58344.4278819,2.533248966898878,21.55519876689888,0.2537835930995293,0.24875772,58344.4278819,19.0219498,0.0502564311
58345.3354167,2.6204623575940644,21.579059557594064,0.22549245030218093,0.220268965,58345.3354167,18.9585972,0.0482537895
58345.3701157,2.687511959333257,21.579971859333256,0.22599610417520205,0.220268965,58345.3701157,18.8924599,0.0505551398
58347.4121065,2.5832227158855403,21.47457251588554,0.2169968569371178,0.212009549,58347.4121065,18.8913498,0.0462556705
58349.3212384,2.4280135409644394,21.45496624096444,0.2176362578188269,0.211715341,58349.3212384,19.0269527,0.0504197888
58371.3049537,2.9075818626084846,21.831709462608483,0.24162115774478574,0.236963391,58371.3049537,18.9241276,0.0472137183
58372.309294,2.843360195565449,21.80145769556545,0.23836194604030658,0.23342979,58372.309294,18.9580975,0.0482384749
58373.2834491,2.8603769062674864,21.769184706267488,0.2373576558822991,0.232705712,58373.2834491,18.9088078,0.0467622541
58389.241088,2.84818678798117,21.794769587981172,0.2382911497618568,0.23342979,58389.241088,18.9465828,0.0478874221
58389.2879282,2.8558131260445556,21.770081626044554,0.2382907429179195,0.232705712,58389.2879282,18.9142685,0.0512886904
58638.4693171,2.568438095862234,21.613333295862233,0.22755476690742404,0.221763253,58638.4693171,19.0448952,0.0510120727
58639.411794,2.7983881482438093,21.76182804824381,0.237237777641791,0.232247591,58639.411794,18.9634399,0.0484026819
58644.4698495,2.9089688524074333,21.861306152407433,0.24429285961537134,0.239518285,58644.4698495,18.9523373,0.0480623804
58668.3528819,2.6788076703158445,21.595384070315845,0.22593984509204534,0.22099936,58668.3528819,18.9165764,0.0469903871
58669.4157755,2.6253043504179594,21.64099805041796,0.22898851506189227,0.223451138,58669.4157755,19.0156937,0.0500532612
58670.3911921,2.6761192631918824,21.682857963191882,0.23248493809274762,0.227096319,58670.3911921,19.0067387,0.0497645289
58726.2622106,2.838133457932649,21.75111825793265,0.23693273102713913,0.232247591,58726.2622106,18.9129848,0.0468847044
