ID,POW1,PER1,POW2,PER2,POW3,PER3,POW4,PER4,Q,M,RPOW,RPER,90%_FAP,95%_FAP,99%_FAP
2MASS_J20505039+4450115,0.523478028601412,222.58683877368023,0.2710753843623786,160.85371518038605,0.09444989454203956,112.02867454844893,0.04499550893547453,32.942817518435945,0.4758820302681546,0.3019114757904562,0.05987686951126012,1.832692892975231,0.06489175676408948,0.06961783874115775,0.08017585300414745
GDR1_2162967795377160064,0.09244902246034528,1.2498627757699885,0.08244291774932858,0.8313853133555525,0.07885310259951868,0.8296862644372508,0.06335579270870505,4.901787407453645,0.8739626375579176,-0.16898989179207136,0.046420398463252376,91.77005643212308,0.0624742231578359,0.06699931602803541,0.07711273133123524
2MASS_J20532233+4438526,0.26893454963978514,2.430701548636463,0.26234192366420633,0.7071388663071233,0.26215694539804985,1.6985133399246948,0.20756160621769856,2.4162351486210425,0.6584172151890278,-0.12859208066967578,0.05475553144777969,1.3028053981031709,0.06264999561262609,0.06718879548361,0.0773325583250351
GDR1_2163140315626344064,0.25730281796055726,8.38397993244961,0.23999475966278463,0.8912492102860242,0.2044198011251786,1.131748696370097,0.17676856923901957,1.1352297931923374,0.6945428704815881,0.20596613055841476,0.051519406741968504,0.7763755316951121,0.0629580543555863,0.06752491384037335,0.07773072442331251
GDR1_2162909830498130048,0.17004976946144446,138.8486620682776,0.09269258114664838,22.52478210871225,0.070763995487658,57.800219168234754,0.06731862387208166,106.16934447654826,0.8164960798411429,0.17751245505296745,0.08879742670347442,106.16934447654826,0.039367693702048796,0.04209457461568667,0.04821200011280859
GDR1_2162931786370808448,0.19577648643388712,154.72348245367584,0.1331115598820295,211.01752396179336,0.08407305717319742,58.635006982389136,0.07906135020018865,93.89242691968781,0.8036806420245336,-0.1628493122216613,0.03260800815410108,0.9203430486005633,0.040346345822592236,0.04315006395385564,0.04943881113465097
GDR1_2162962985013647616,0.2617018113638032,95.01240309656392,0.2517315642586509,120.97299043497114,0.1500246536039526,159.77928337482408,0.12129483063738693,0.5720276972895846,0.6948758109990082,-0.006227101085984984,0.05207522873344045,79.79180070425565,0.06874711622008255,0.07387012164080489,0.08530372537179529
GDR1_2163140246906862080,0.0943071063405735,18.950077636919293,0.09049341916000524,22.156005845974665,0.08649722423502033,0.9474041326887741,0.07478509293461065,1.0814050684216894,0.8770605725987239,0.32410304064157724,0.044960839351550805,0.665087532626528,0.062480730400058374,0.06700576848481425,0.07711907240654552
GDR1_2162961541904548992,0.05576779292101672,40.10151150823155,0.05232605116195902,10.995179212256554,0.04913136357109599,1.0965940006510393,0.04491192392186891,1.0528012124019959,0.9003038855485175,-0.2849655462796295,0.06393100296467702,0.9384255335586742,0.060789370487257716,0.06518166562180469,0.0750010001479033
GDR1_2163069500202546688,0.08257782456077324,0.9460794746476903,0.08121737968287263,44.01430309531518,0.07060026477509576,18.43381915396432,0.06576431021774623,33.76474810814285,0.9170974004275277,0.06206171395552986,0.06463948266542319,1.6058026418791114,0.06929490113482942,0.07435495787307381,0.08565145081499777
