ID,Slope,R^2,r std,r nu,g std,g nu
2MASS_J20505039+4450115,3.399466277032697,0.28546362265850905,0.5557127634141913,0.09050679476113903,0.7765355163206834,0.08370510911379066
GDR1_2162967795377160064,0.8682432557097249,0.6395932382393889,0.027976566151090725,0.005460592177604928,0.058290952195837825,0.008194201752501074
2MASS_J20532233+4438526,0.9114739769481619,0.5741035775584366,0.03543443848922991,0.007940530189702194,0.0580736691108193,0.011917112257779434
GDR1_2163140315626344064,1.7558896893736347,0.4747792117011438,0.16104690677288833,0.04446510086150962,0.2455754114380021,0.04136536445597585
2MASS_J20503796+4425123,0.8171845075360656,0.8697037397093509,0.07295699957446754,0.010023970108369131,0.1967382221984518,0.00928934243468471
PSO_J205601.466+433543.777,0.9688950608173438,0.9108911038805055,0.03187198976382634,0.004138638737807661,0.1290903414832774,0.019592653508429682
GDR1_2162909830498130048,1.3983865073366402,0.483458450818434,0.088875409815331,0.02379146399367431,0.13986536486284218,0.01931066066182792
GDR1_2162931786370808448,3.5147532226485474,0.625186682370885,0.26121665374561887,0.05649355850786398,0.3418378301933796,0.059881441771670686
GDR1_2162962985013647616,0.7801039675770887,0.3420426835391866,0.06173575057583358,0.01646966785342749,0.11999937601388658,0.019456527924666272
GDR1_2162967864096636288,0.7746585134215352,0.5835923979026094,0.02330434555713944,0.0037578515643847898,0.05056394375736808,0.008085547147116222
GDR1_2163140246906862080,0.6965518236297766,0.08604289817462443,0.4223082618757783,0.08331558643993545,0.5046745929464527,0.05412822121813174
GDR1_2162961541904548992,0.5680723581020114,0.4909545619044467,0.035566479808556886,0.007052102629372582,0.05668847905530282,0.009570385204956842
GDR1_2163069500202546688,1.2140976862609205,0.3964227902576078,0.1346312636923192,0.024400710146047864,0.22062891228852632,0.02829949765882156
2MASS_J20500617+4425050,0.874009651976886,0.7158506205541135,0.04697772364417249,0.007274582316733961,0.11933117572456667,0.01257122252602925
GDR1_2163136192456870016,0.5785712871632471,0.10273288808172032,0.37261254811353633,0.06969119087839948,0.5194077819392481,0.08502104499247541
GDR1_2162134880959435904,0.7847492751345216,0.3351218616772762,0.06796191089215856,0.008242055742809793,0.10199300709597413,0.01415634353572658
2MASS_J20531994+4428438,0.8168519455116604,0.5472435184920511,0.03217586011763486,0.005658456666663432,0.06569645402221991,0.0101936919252795
GDR1_2162128009011784832,2.4098709187551783,0.6048219786898523,0.1455081570088361,0.04877981902930458,0.2016145673104785,0.04310627699856122
GDR1_2162952745812291712,1.029574118845512,0.5824109043458664,0.1257910277691221,0.023815984258098437,0.26075424366548167,0.027164561564868094
GDR1_2066790146043148928,2.0435344309614334,0.5530878785651555,0.20243815465936604,0.030626959854600403,0.24143602808002623,0.03060800651708527
GDR1_2163139937669407872,0.8934640518724272,0.3698470290271741,0.04963037548192554,0.009869623213356424,0.08493792092476853,0.011823274828004675
GDR1_2163145984982389632,3.32867519568578,0.6326929851504611,0.3132003053422731,0.05485782057927776,0.5279153117445197,0.062187162556850056
GDR1_2162886568955114112,1.7216087340706616,0.4321451549268976,0.19680421869707102,0.03248622385723313,0.252478929917979,0.04048184160349745
GDR1_2162988754817727232,3.507211087645796,0.5653613036508018,0.4267170585594065,0.07607049930281572,0.5513787928711509,0.07805913469036542
2MASS_J20533662+4439529,1.0140162576128224,0.6119287389303635,0.0567169393178276,0.009986539680120613,0.11240547536951055,0.015067040673527267
GDR1_2163141208978477312,0.918037547116633,0.859843499566798,0.048345100432243784,0.00828061090753547,0.1811748429622515,0.020406084966928372
2MASS_J20505575+4418286,0.897068484430976,0.8060055490777077,0.0548025462825997,0.019371870991887138,0.1332801752481272,0.022867087674601442
GDR1_2163162065339769856,0.794506067938532,0.6321714892427552,0.03781133511535959,0.006220784719346263,0.07989923277362962,0.013021252359217434
GDR1_2162240708953684992,1.08041760370109,0.21549371762873146,0.28422633594859514,0.04761370701444119,0.37231102711365954,0.04402304265816896
GDR1_2067120514926515200,1.0126682384542744,0.5358268462959628,0.04789398930366338,0.007621703637019609,0.09782176426320792,0.011339370980921977
GDR1_2162961267026674432,1.2010284444691648,0.5211342504954319,0.0719674064858079,0.01638354439016844,0.15315591938250236,0.030652443693734318
GDR1_2162989201494332800,0.561297198242764,0.3558625401207194,0.03231544546326962,0.006825653485706034,0.05074801541727584,0.008136529050540017
GDR2_2162948455142499968,1.377974129915478,0.6768018976157519,0.09343363592071587,0.015989122248035566,0.17843825159915627,0.02541061273245523
GDR1_2162091278451209472,0.8293961207952522,0.8001334718246862,0.04875743238953215,0.009570021663144416,0.08829647552913204,0.012954635559873615
GDR1_2067062824937136000,2.0232499351513153,0.6027815593563579,0.12146008481387022,0.020867891687633998,0.19399677733733134,0.026285877918194624
2MASS_J20510895+4416420,0.7581541439050509,0.4842132333490962,0.10556945933451331,0.029881058601732007,0.2097749861889153,0.0353577882375104
GDR1_2162952711451794176,1.0143125020871815,0.6877420626931066,0.06450414058325296,0.012929941803805751,0.14174765188705674,0.014881966441037077
2MASS_J20505363+4424305,1.3695932494243024,0.42066777648915926,0.15970523963852362,0.03741625591630497,0.21961497142837283,0.04021815113904765
2MASS_J20512059+4420322,0.8014741689601407,0.5995274559297525,0.040328057097096255,0.008774921681749573,0.08619650723088196,0.011877664174656752
2MASS_J20510029+4424364,1.0162171888408469,0.51842975520493,0.13591962381374184,0.028978190847447002,0.24309855638876848,0.03402772029462137
GDR1_2162978172018122240,1.4762854175134879,0.7148803875365511,0.1253422234662246,0.027399708258917833,0.28827600829576694,0.03397338520116728
GDR1_2067067807089176192,0.9441977778016573,0.5089308564268602,0.11154148099566122,0.018057075158867023,0.1661876810640739,0.0160014461721438
GDR1_2163140968460295680,0.6693679121038854,0.29432665221408566,0.04211649906197965,0.007140615666578914,0.05932627863787799,0.007337720906017062
GDR1_2162984631649047936,0.8421608370341882,0.7174089643253844,0.0585066216501216,0.011065340339522405,0.14274815199607252,0.031160596615465417
GDR1_2163143717240796032,2.9415211334766256,0.32849511845074414,0.45645456187167704,0.08399306344592267,0.6288098959415009,0.08918842741994946
GDR1_2162221811096717952,1.600046507385091,0.7154270641065158,0.09000750621700472,0.0154713853902834,0.15420404437764848,0.023684133142469317
GDR1_2067128658184872064,1.0962081125152756,0.45781450759945513,0.11173985306791041,0.016389966417710202,0.19573622153987202,0.02295952315964242
GDR1_2162951474504020224,1.5641778593102622,0.30933663462079647,0.1595984959271856,0.04175583210223082,0.2617479668178736,0.0492365926122441
GDR1_2162947591850664960,1.4448766792973349,0.5327814039657394,0.12961858692961953,0.0319738436469388,0.20045342438930364,0.05399036429664175
GDR1_2162935565942174208,1.483232956815538,0.4478999351018616,0.2044157580407032,0.054795899070603615,0.31885369785468975,0.06261668768740428
GDR1_2162988101982678912,2.25664305298078,0.7995300564335424,0.21043593892882426,0.037867307250550986,0.42473432364479763,0.05517037485695428
GDR1_2163137738645105280,0.568499639555278,0.12082825044265065,0.19376325558250224,0.022876324472436798,0.1940756789539653,0.02789993823095602
GDR1_2162965287117378944,1.3638196723379072,0.42310645778018124,0.2672862487976617,0.040849957202646996,0.34840367155146984,0.03636846432275304
2MASS_J20511455+4413379,1.1074678561872526,0.6865669509678551,0.05693781609169905,0.007355554428609012,0.1160895263119016,0.014853874465559235
GDR1_2162949378557115136,1.2045281177621139,0.5307655547553018,0.0631409758366698,0.013437439017815196,0.12432360258075142,0.019579336617352786
GDR1_2163139873247408384,0.7701391794621347,0.4658023293510783,0.10886697060063076,0.016376464628193043,0.19680099949499721,0.03201473779053615
GDR1_2162969788241973632,0.5491914396524977,0.4346691801549525,0.028122338365405855,0.005417930351224566,0.04448877410974088,0.007462852748716743
2MASS_J20513761+4420045,0.9202038252156858,0.7568268984602243,0.043560797247771996,0.007493521181467467,0.12972541374592006,0.014754836335027473
GDR1_2162942918926094208,1.029548598803717,0.7483088680906994,0.0479876409976519,0.009148294735043468,0.10358475349679726,0.013379075646679166
2MASS_J20512464+4417549,0.8652164063454563,0.7502415185881044,0.04780261308525628,0.008972512047486237,0.12232137998466136,0.021767226901028558
GDR1_2162955185352996096,1.0203214089004788,0.16073000860058048,0.9868451603789882,0.09519995661723782,0.7979146037084325,0.08400951686326014
2MASS_J20511374+4422252,0.8673128109509938,0.7605763892685011,0.06565841469426244,0.014162795655091745,0.1761705800689519,0.016440701235519505
PSO_J205746.108+435819.388,0.667363681794791,0.6639977606063182,0.023886192349766418,0.005172423508601762,0.029329000158949108,0.006249425632713832
GDR1_2162944911791083136,0.8172444144539527,0.2521589143144629,0.06611530436543994,0.019880710716410253,0.08418619808374014,0.01565864550390756
GDR1_2162117563651224960,0.9370295289387514,0.8921712322999865,0.08925263525025179,0.013367785305583434,0.25354165994105277,0.07010789464407606
GDR1_2163138361418522624,2.227495277250297,0.5967052172627206,0.23028706193211948,0.045359977738224,0.2972371633833794,0.05630447647607984
GDR1_2162902683672550912,1.9088426698047687,0.2828798669048345,0.2225632476063845,0.05413815421872015,0.3631920613777267,0.05896789421388695
GDR1_2163135573981345152,0.7243163637719899,0.12570592950409704,0.07392318636929177,0.013636759563168947,0.10728876591834921,0.01646238697339978
GDR1_2162144295529814400,0.6879551785691482,0.7043207977510567,0.025234054778665155,0.005180341537254467,0.0331872376923631,0.006722265829129031
GDR1_2162221673657766272,0.8907484718170394,0.4876818643969604,0.0633172928299812,0.011196857012161218,0.09438559024607647,0.012915926345269302
2MASS_J20505703+4416432,0.8440153879835318,0.7843118262770505,0.038816354816042384,0.006914027171525643,0.12663238635642385,0.02437789368204971
GDR1_2162945976943020416,1.401872750098397,0.35600353664134127,0.2707216027843997,0.06336303332039663,0.4002641734102539,0.060775833945734103
GDR1_2162965012238950656,1.026178469994576,0.6079250925067416,0.11593041854546944,0.014426305448245264,0.18765357159531398,0.023829338592217537
2MASS_J20511244+4419430,0.9607407691526022,0.9019840373707001,0.06191786886512544,0.008475586086688617,0.21177896906793103,0.026956702630195856
GDR1_2163136123738466688,0.740418988693287,0.6516581952670971,0.09540071435260904,0.016778855443188686,0.16994209844033203,0.0257583675669463
2MASS_J20523553+4419105,0.7520890832940853,0.5453141503971324,0.031139718813861877,0.0051831454585840936,0.06706028023951036,0.009179979181038161
GDR1_2163135677060562176,2.3671359796079314,0.5648333432490519,0.2304406279368517,0.0548681633610284,0.40302259317677835,0.059364724435332895
GDR1_2162949309837722880,0.9555061955140757,0.668781907192459,0.06864895172406309,0.01446895026766111,0.15213666980235524,0.025633144618854464
GDR1_2163155055959979392,1.993651877562883,0.44790450911588436,0.14548730022179412,0.043599515592425184,0.21391562865811178,0.04929583419031597
GDR1_2066844954118735744,1.4654495778391934,0.7106102036355967,0.11775858309936264,0.018626387881599104,0.18053422886097156,0.030749255680497536
GDR1_2162969788241971712,0.9050716169198847,0.6876602679389869,0.047177718758632595,0.00785715047147015,0.10748658567695404,0.012401936957479076
GDR1_2163155227752761088,0.8289176845073623,0.701707787684268,0.16075621811831844,0.023819177892881176,0.23376385127894392,0.03976359023338888
DPP2017_409,0.5415909436378947,0.4295899165744219,0.07451447698233223,0.008342859224634883,0.1254079511528243,0.01988594822930577
GDR1_2162966798944719488,0.7330436771604758,0.6733030199604334,0.04592736394790213,0.008005167595850458,0.08423215514970794,0.010716699267548927
GDR1_2162976488391103104,0.6634417765051703,0.4881824548656338,0.023901322838194815,0.004559760354471534,0.042366019714111504,0.006609875247214219
GDR1_2162941716335179008,1.1538327036580573,0.3170508455687042,0.2580654883619085,0.03729115350516745,0.3026329685636994,0.043224125082088956
GDR1_2066773619008833664,0.775444079276566,0.7238170077200833,0.022501199423581187,0.0037179123507570934,0.034797873678990426,0.005476793950656939
GDR1_2163215391652091520,0.9936399681062342,0.7044466474582317,0.05825145927998252,0.011242188877546935,0.16028819028390334,0.028404210552606966
GDR1_2065995748890512768,0.9432772398733454,0.38856321591074033,0.040981056491138826,0.005434939529058421,0.055729960878884606,0.007916400699101909
GDR1_2163140315626343168,3.0005116536157783,0.6169944532869023,0.1598139892787575,0.03345568444559877,0.2745732611122743,0.03963300041117395
GDR1_2162168862740158592,0.7639977631628992,0.7487589739629074,0.0204083290349429,0.002978591298112513,0.03201389111839034,0.005665125779807808
GDR1_2162936665453858432,1.2301378949117003,0.7214831542656132,0.07827600657002864,0.015298498001634605,0.18366584610023645,0.042981348413914364
GDR1_2162126325384584576,0.9849430613548085,0.3072141374937154,0.13224181921731482,0.022982457695169097,0.1858023769219706,0.028091432582047965
GDR1_2162221536218867072,0.8927423090522808,0.2425832087582817,0.13518236872094777,0.016416274933881467,0.16610690646076798,0.027282947891294703
GDR1_2162946526698717056,1.318840277484416,0.4921795623811375,0.15990987204508986,0.023602933296916897,0.2184097846761726,0.02482445355418695
GDR1_2163136742213531520,0.9277208996062604,0.6312231756648017,0.08155725152818263,0.009516250445833542,0.12481984610885423,0.016642247362901458
GDR1_2163136364255498624,0.2993810191763182,0.062089388701050886,0.07304627186190657,0.026927313950047355,0.06933036164563387,0.014163900265507156
2MASS_J20510663+4421407,0.48998784684451363,0.1590342272082721,0.047871746846986016,0.008795557534264413,0.06653848877951091,0.009118100262362686
GDR1_2163017101601143040,1.155598522567525,0.6111664426674126,0.07164311128657022,0.013840268140554897,0.14089922787789558,0.016301298515667775
GDR2_2162951684957670144,0.7534263399175825,0.381492123836613,0.03401959362131036,0.007480761343510138,0.05968755439169127,0.010378729139840484
GDR1_2163138601937119360,0.4803203471567406,0.19308423444078476,0.046690344023463955,0.009987324260824267,0.0756086023655466,0.011281515309854126
GDR1_2162078393549548288,0.6142066906237947,0.4878343936268937,0.02431307457660407,0.004838394895746313,0.030050383337360886,0.005487924326162298
GDR1_2162174910053832448,0.6452372388798958,0.6435007889125377,0.017548442933237592,0.002784007990728929,0.024855575094032738,0.005712558817437846
GDR1_2162948141606527616,1.3550530984198654,0.8088552202674261,0.14393967332515337,0.021771901645913125,0.3085325615776771,0.032706259106108804
2MASS_J20523169+4429592,0.9950370264400058,0.8854600048132876,0.062451113184177634,0.008612109047233057,0.24382900612357547,0.030775506063299207
GDR1_2163138116611233408,1.504231850916057,0.7929111257274943,0.16531145414119802,0.030811348117489232,0.35199453945038783,0.06216814212526961
GDR1_2162938074203123712,1.0496121855475684,0.5611195650629961,0.19569810120845293,0.030403489556585037,0.30917672319252926,0.054200877865321975
GDR1_2162127974652045056,1.3113428066422956,0.5623930848195676,0.097106955925449,0.022422427960994647,0.15784692052439278,0.034355546981172616
GDR1_2162239678161489664,0.7396455604757296,0.46631470560248256,0.033712588971937255,0.007343339587574467,0.0635698224761187,0.011210828385185407
2MASS_J20511262+4418454,0.05825186166809389,0.0018204935166953645,0.05919433936072309,0.026079365003994714,0.09273474886648375,0.02199297875130993
GDR1_2163144541882323584,0.9782011910285389,0.5760545748284557,0.14275283038942635,0.02904071236448027,0.21836595315118687,0.03852264899388677
GDR1_2162947798009095808,0.9297530465065974,0.6454663406572066,0.04503416170097177,0.008154833457436252,0.09447324569251214,0.013405168918363292
GDR1_2162949378557095680,2.3858329961657665,0.7415991177256788,0.4589362599170122,0.07272753749600354,0.6408774786234921,0.0881156518713505
GDR1_2162940067068027392,0.8933146452312172,0.6775996167695203,0.08051388971287514,0.016488350988018662,0.14003709828113237,0.015674656610348284
GDR1_2163135573981345280,0.7514982558133783,0.3296274968147949,0.06182064610957385,0.009445448018105198,0.0803031454442445,0.009882599710826234
GDR1_2067069937403328128,1.2241810233096837,0.6315977791529208,0.15542922828391284,0.019205440144054203,0.2057498895471038,0.02752455088702653
2MASS_J20505543+4417461,0.7711266883022174,0.4236726525941901,0.09319776651529767,0.024143234921534074,0.1596387808234201,0.024789867330909123
GDR2_2067027228235955584,0.8631925558409674,0.5468567151815065,0.10054646796636643,0.01604118944354724,0.16726560498313098,0.02090437556961519
GDR1_2162989510731974016,2.2408303862779237,0.4309491072408486,0.4587615034475142,0.05929634196938749,0.47220726514914557,0.06032176151595512
GDR1_2162968791809534848,0.5796957665761401,0.6734850991370838,0.017526496628100935,0.003884488428509412,0.025553902190720918,0.004519626224539159
GDR1_2163020881172468608,1.0705923992742592,0.40108205948134223,0.037979827150787,0.006063347100793046,0.062083512860190926,0.009379159161043166
GDR1_2162951474501233536,1.034759336731444,0.845728794786573,0.04468016603488842,0.007320568515642777,0.13577106160083938,0.01588951778552682
GDR1_2162939208074518912,1.3226198549772092,0.2369971875871326,0.4002651899448051,0.06677362059807584,0.47132857910163517,0.052675849908749905
