ID,Slope,R^2,r std,r nu,g std,g nu
GDR1_2163148596322501760,0.48524110140985144,0.36757531955610195,0.021754505005326823,0.004682471257453586,0.031275405880183856,0.004036887533746297
2MASS_J20582381+4353114,3.0300428336574345,0.900477430930328,0.2094414700160099,0.06251540934200787,0.2635694575903898,0.053249003407410414
GDR1_2163144473153865856,0.6633211122780092,0.24110282888686604,0.16966143666641917,0.026345048672150633,0.22261988388091888,0.02500759224419438
GDR1_2162251394832460672,0.983880346796655,0.6354061481684702,0.09266445758678288,0.009211608226079304,0.1400239899547722,0.017774923240229647
GDR1_2162975217080719104,0.8997417917020599,0.7695912731881416,0.0339470877035549,0.005256545590882231,0.1102578286308053,0.013315093200804533
GDR2_2163139804529410944,0.99674326142732,0.4115213034973159,0.07091258465163094,0.012404196123103317,0.10525373502248958,0.01676749293892686
GDR1_2162886775113495552,2.332210891592905,0.6637569157659147,0.3467705585457542,0.05683782520810742,0.4734861834699127,0.06480372714417905
GDR1_2067059732550905600,0.8578235968422117,0.42185246847687985,0.06338954772903323,0.017686956799996503,0.12107115058051462,0.02589719035624124
GDR1_2163149317877028224,0.8177823623453803,0.39680354139016555,0.7160867624129394,0.05601547115764354,0.29250159661954656,0.049934901137039966
GDR2_2162926254452857472,1.0098097147571568,0.5093130277767669,0.1348061898669978,0.018742773562005443,0.2127477700257994,0.02936858465675234
2MASS_J20512139+4424054,0.28841730018208706,0.09062823475604838,0.030740527237337435,0.007809850596611503,0.0379782737549903,0.006178513854189925
GDR1_2162922337443238528,0.46710914027094874,0.4485779237756435,0.017467245693765725,0.003293146943753842,0.022400977571152524,0.003636487782469993
GDR1_2067074301079809408,1.8225254152657304,0.4513379194039608,0.5502466445327671,0.08062809479696299,0.6783312413612533,0.09927670619352467
GDR1_2162965699433784192,1.438905206090504,0.30491258423174633,0.19382446956989682,0.03340281098060583,0.3052542510296918,0.038533403192726
GDR1_2163156052385630336,1.230274405638439,0.3166107951196891,0.17498949603734026,0.02211203943253873,0.18960975450446757,0.021770110818424466
PSO_J205647.351+434127.587,0.5446598101883972,0.426981079921716,0.030994989994633047,0.009078521917227049,0.027325848958850624,0.004870939035524253
GDR1_2162924673904534272,1.9236478471240719,0.5430126907410446,0.32975538057187576,0.04641087378908596,0.4305261368567411,0.05814996015880727
GDR1_2162946767216898432,0.9769448294515826,0.6570745351047986,0.07841376441323841,0.012541115820390593,0.11082282134258965,0.01656543324932014
GDR1_2162122339654917120,0.9877355199097543,0.3027522752962748,0.10925480405161264,0.017603371156525924,0.12655642319473112,0.015478673958611163
GDR1_2163144644952565120,1.3647869471037237,0.6438717767251381,0.06906589644460495,0.01213703133803201,0.15933681130043428,0.017581895868988052
GDR1_2163135367823138944,1.053463645644842,0.20926057482362684,0.2569265633480443,0.053339150867050926,0.298998365223272,0.04018483227009411
GDR1_2162932851524210816,1.2423528666339987,0.25807920302308945,0.17280694146515357,0.030589131317290665,0.24350016191956106,0.03545723978806051
GDR1_2162976419671618816,0.7915185499413876,0.2395094173038683,0.21650240760226025,0.04293746385041995,0.2901452503764824,0.04238855431839689
GDR1_2163066029870618624,0.8449510966777326,0.869224926595175,0.07116953749929011,0.012424991418207982,0.1804216478362777,0.01657625433038798
GDR1_2162221639298015872,1.0790316072203747,0.5105540834352669,0.17383241195599242,0.030700833836568703,0.28957191474389476,0.0393821334979679
GDR1_2162951749379088640,1.5831040143397466,0.6324186963978463,0.17324044059259971,0.027255939281704493,0.27140765111375403,0.03970413483386165
GDR1_2162904161141389696,1.8667304092339978,0.5256954697344136,0.2371951484351381,0.04323311004504961,0.2867097854369443,0.042322523996263225
GDR1_2162956903341232128,1.5056521758707508,0.3872825185449926,0.23353901446571504,0.04301792038439208,0.33680226821468773,0.04616818789911016
GDR1_2163136746511218176,0.90617049150342,0.25195514672493535,0.16115293029308927,0.055324825667621334,0.26380909653957635,0.04938384319774617
GDR1_2163149661474923520,0.9529062535255306,0.22188807148531178,0.5725900735700155,0.06596244390142313,0.5937856658282477,0.07181407714041138
GDR1_2162948107246789120,1.2061592008421347,0.7011268071788778,0.16757852059969247,0.024316978278191684,0.2731384465334958,0.033586736545336025
2MASS_J20475581+4329019,2.3602063750836333,0.6352270063713102,0.438175440486177,0.07228772449697304,0.6280677135448408,0.0864900171551215
GDR1_2067062618768745728,0.907106023486914,0.5495879813198422,0.0997413079239565,0.01696604713558671,0.15024656374910372,0.01997034512263641
2MASS_J20522880+4418297,0.6304866519011316,0.17468421542438206,0.2286593895197714,0.03985872424917355,0.308698553134203,0.03567036280862983
GDR2_2163136059317926016,1.7288073932124302,0.5777015889924582,0.10665430386499287,0.019692126742014003,0.18212616881077004,0.02458741690561912
GDR1_2067026815919131392,2.227490130971851,0.890598388405539,0.19511193664914842,0.03343625504512906,0.3482810656044517,0.05400051913297087
GDR1_2162126187945624704,1.533509620005254,0.4087871480667494,0.20820951890116762,0.037702268370301946,0.291520791496207,0.04124576792479261
GDR1_2162933882314931968,0.9739168476903893,0.6416958275164515,0.04239612359435715,0.011899824213201165,0.0818192672946541,0.015586923001732731
GDR1_2162121961697794304,1.9794576778531547,0.4773226581601444,0.3906971217789187,0.05840474040798612,0.5131188595723073,0.07163883704950574
GDR1_2163138288400926464,1.3540370987635184,0.7014408736812048,0.17222326625301457,0.030735301676401133,0.2791152067064179,0.041971430985945836
GDR1_2162952470933669632,1.7769325058228984,0.5990687467995837,0.1661320947245451,0.03688894015599619,0.26948266795936954,0.03688397602541483
GDR1_2163139731509868160,0.8905881239405837,0.8122697987690488,0.051677156453919265,0.006967289488667686,0.13658759077922705,0.024565031831532726
GDR1_2162951027824541312,0.8578083625322841,0.7025418418837102,0.14511600184572274,0.026067744582665916,0.23001899304312273,0.02899662432987157
GDR1_2162091003573281920,1.142754910345573,0.605548347866327,0.14192026503843827,0.019995399426258963,0.24257426467628038,0.031900865278829724
GDR1_2066794818967689472,0.9730716747675241,0.5996226033143235,0.047032667678772344,0.006718290864440992,0.07539614145872986,0.010000297853551414
GDR1_2162975698125115392,1.284861535016931,0.6862786463629353,0.12714826906519608,0.02146196710833085,0.23101412846612737,0.02776606136181764
GDR1_2162947420052773760,1.7496937486637416,0.14315889974866475,1.2376298193734712,0.11473782890793889,0.8887450875529653,0.09046001157868677
GDR1_2067026953358039552,0.8388256646337026,0.33516200860573325,0.2535352782807847,0.04110907224398723,0.349355429792718,0.039646741377709446
GDR1_2163148768121199360,0.9960936329614576,0.49680814680209245,0.0483235457674462,0.007541721904246733,0.09085119789479452,0.011513725747672031
2MASS_J20505669+4417055,0.8532973006193397,0.8122051646252272,0.04683596538468482,0.007273928370018248,0.15162630054325213,0.0179815911349346
GDR1_2162977523478063872,0.9588124010523441,0.8552343232446701,0.07934638756377947,0.011664684024289525,0.21635900668084462,0.016193597338589872
GDR1_2161843098061857280,0.0052905676983126875,7.202787421184223e-06,0.443845455093601,0.0653437726173468,0.44788185557913235,0.054748735622470505
GDR1_2067034546860024960,1.1163430055884285,0.5638445442406836,0.06983445690880159,0.00906850188492195,0.07948799711202661,0.012275222000877984
GDR1_2067061691055800448,1.260031566712309,0.4689447086280336,0.180677085801005,0.03188948087247704,0.25824231588043556,0.029529427217481547
GDR1_2162127562335172992,0.6895487047589391,0.12812163812201985,0.09502648774477218,0.013547909267061621,0.11272523934270216,0.013796847155042959
GDR1_2162965390195367296,0.7550579695446367,0.39871019812247815,0.9552978545373939,0.06721355295272531,0.29311576281385,0.040113997775684494
GDR1_2162903680105026176,0.5077473706867587,0.13119399632928425,0.26462455312748323,0.040100718608224305,0.3048930133310488,0.04533396566102541
2MASS_J20511252+4418093,0.9043245825003587,0.48501030309258114,0.06201882079698244,0.009976779712767635,0.12078629959104824,0.015058972182574291
GDR1_2163149214797802752,1.9278746367814072,0.25630493385012815,0.18760133490425965,0.032814332124454455,0.2564071833451767,0.032387586909491964
GDR1_2163140315626346880,1.768975523910784,0.762906939326268,0.14717494605366843,0.02939881678071367,0.28455394296928554,0.035776647037817695
GDR1_2067034237622346240,1.6429780632026116,0.2794790968796938,0.7359108963768429,0.10922955454795046,0.7870476633827928,0.11026284195148375
GDR1_2162220917743579520,0.5456475168096788,0.3832697806646698,0.300304943939061,0.045618675508455865,0.2480442972010298,0.020827160338550376
2MASS_J20515226+4418213,1.0221724150398452,0.6082056535488123,0.16460450230654824,0.03781624123354659,0.2842848966209663,0.03637629380144305
2MASS_J20505966+4430153,0.75181845191409,0.6581275598482933,0.12677262679153775,0.014129217048110551,0.2567436881655429,0.024685039738707896
GDR1_2162223086709799296,0.8332231002844149,0.3922572081740253,0.17953502978306182,0.02344341002465951,0.2573307959640265,0.028946450914128573
GDR1_2162946080022052992,1.4354220017711663,0.29401933282951126,0.3424312001218192,0.03460779096155887,0.17386661616788673,0.031187884644224045
GDR1_2162872928138757248,2.592679849563844,0.797364692948183,0.6996704688591125,0.08041453696251742,0.8245296424550022,0.11894320507446463
GDR1_2162960820350057856,0.6368257175738646,0.1886466109820922,0.24103426420628554,0.04099642245590467,0.33692051351543256,0.041923093715620904
GDR1_2162965772447499648,0.6063862414584005,0.3820534604812633,0.02210713742581865,0.004014260759004171,0.03582297265046424,0.004120444851054647
GDR1_2162952470933666688,1.0024597050334825,0.5834195269497339,0.1691253489714763,0.028738911244548478,0.3067820809622615,0.03261292721476393
2MASS_J20534506+4425179,1.0738001957431953,0.9418302324177026,0.06664290969521368,0.008634210650724445,0.31798483014889056,0.030096494004560107
GDR1_2066855807501721472,1.0946544949658925,0.572218886443945,0.06631472904795938,0.009622465576257946,0.10576163501517896,0.014290832622177651
GDR1_2162940445026460544,0.5784702226692087,0.38697860454860383,0.24719046292298805,0.04617724640083445,0.26495355226023387,0.03251994981625145
GDR1_2162942128652084096,0.9843321346744094,0.6984038444872215,0.11357420621635717,0.01624713501539503,0.24062861072615713,0.02928718619142577
GDR1_2162939792190072448,1.0384761219099392,0.6236015371053625,0.14540870511827844,0.026862645832524002,0.2491515840463695,0.029068747761728738
GDR1_2162940067068027264,0.2522020080219686,0.04580334866775482,0.4934774731193906,0.07142300148598389,0.45854918936516215,0.04964170598674993
GDR1_2162227205576431488,1.9685790323779415,0.7200877151402034,0.3867203654255701,0.0824209150927302,0.6389853086066941,0.09946521317315725
2MASS_J20533901+4403328,0.7990028716068507,0.6858159984073109,0.1321216502889462,0.018633356597328392,0.24826794611156797,0.030787455684748024
GDR1_2162224147560188672,0.8477959261011561,0.6380299513294484,0.1388621061686158,0.03126503206289802,0.2585417885471006,0.05740294758778748
GDR1_2163148390164061056,0.8967624916716983,0.8032641962294381,0.07606995634035287,0.025006075214332592,0.19163851577028765,0.01300211142998544
2MASS_J20470481+4349114,1.1623324959841301,0.5192601928845457,0.23634756997747805,0.03180899729498902,0.3857879082220771,0.03805776043750756
GDR1_2163144576233088640,0.9422738044847971,0.6130473312901201,0.08700554607256292,0.018753929503992815,0.17648307323353896,0.02073793361895179
GDR1_2162939173714801152,1.0632909322567559,0.4472112576219786,0.4542709243789189,0.07034633583136578,0.4857452267787433,0.0546642214485286
GDR1_2162967692305623296,0.9759566824837849,0.5443659241100378,0.20050471415530816,0.03535566900236587,0.4391305577971826,0.04524798559727018
GDR1_2162964187605719552,1.03578174069684,0.42482684818434613,0.31054637052682643,0.03276840973262444,0.32241716044551905,0.03037941704077095
