star Identifier,odr slope,odr slope error,intercept,intercept error,angle,angle error,pythag
FHK_577,-9.462671104399877,35.40677817107373,37.436243945457974,67.45250174187103,-83.96746260929314,85.22326881597844,2.992565050270545
FHK_579,4.386713783214244,1.9882951026614313,11.843120461901549,2.0328383606648304,77.15823190353706,4.800958703178736,0.28687877671036377
FHK_580,1.0222756229224204,0.07733561894784596,17.47705951716403,0.20678835742805646,45.63109378256344,2.1574396747082174,0.7940122236956546
FHK_62,2.018069241243343,0.24142766655265224,14.269032094304357,0.40930355243932226,63.640520314219735,2.706001598015205,0.4387117542133396
FHK_67,3.565876352837389,0.6603912806448153,11.75791424546319,1.3847355625806763,74.33458176623326,2.7251673025202914,0.8958223767999363
FHK_75,1.5059294532565861,0.09780534954214115,15.511301737219602,0.19984188775585743,56.4141801293351,1.7203093769147224,0.46205315066580654
FHK_79,2.496266549471591,0.3641353285627513,12.597431207296642,0.6941110561216908,68.16904670406046,2.8013039408284084,0.5246961335610383
FHK_82,6.785587561965015,1.6779283615473704,5.967011568176314,3.2228645940410763,81.61657878624547,1.9488749149352995,2.0956904541223556
FHK_86,3.0137763316321413,0.36775230750908694,11.71323305918822,0.6251163025340585,71.64365881264844,2.0773951114214806,0.7939737522884529
FHK_8,1.0776293654793707,0.07522661267811837,17.76975900471388,0.1514370860610299,47.139826735232226,1.9930737066435382,0.7737863042099606
FHK_98,0.9423822322364904,0.20054587665707507,18.231851266988947,0.41294781031369787,43.30090723080966,6.007233936194835,1.8801119013522969
GDR1_2065995748890512768,2.309942618754076,0.2929933495857737,13.19716036390044,0.4307196334271337,66.59167348827975,2.63609887091221,0.3190406423699447
GDR1_2066790146043148928,4.620915317710194,0.4227688506424614,7.971688696211594,0.9992257343901851,77.78907007658887,1.0703341486509272,1.0169137158747723
GDR1_2066844954118735744,1.6362273329388275,0.15882782355585234,15.782183784498308,0.3539219646528835,58.56831070288011,2.436852318312472,0.6794747873161657
GDR1_2066855807501721472,1.4991265170703172,0.1259823464623243,15.799687372063094,0.20620904702287213,56.294527210356016,2.2345025852750466,0.5179225677612084
GDR1_2067026815919131392,2.453128717989875,0.07207475657527063,14.281911854998459,0.10500666523062918,67.82209286306627,0.5881491269094539,1.4925110350923698
GDR1_2067026953358039552,1.273183645324248,0.1640849132377623,17.61618630422911,0.33562177079609157,51.85275183069256,3.56061191312862,1.5708930451547938
GDR1_2067030011373814272,4.165605930793781,0.48928247232156763,11.890240118875553,0.9051049108158091,76.50095585396106,1.4923193464500093,2.810676261584599
GDR1_2067032760152922112,1.604274735129997,0.1077989231812223,17.498039926717873,0.2005615980624711,58.0632835616982,1.73170260422218,1.7971806904977343
GDR1_2067034237622346240,5.293912861675457,0.9161588875871729,11.018243304070705,1.3669372584113146,79.30308200525097,1.7751974215802018,4.334232639288156
GDR1_2067034546860024960,1.7657348952686553,0.12021516737780402,15.096828144631967,0.2024049591364916,60.47554184128285,1.656981852690993,0.47103257379275065
GDR1_2067059732550905600,1.4422132553424376,0.12152448658925419,15.838331884369069,0.22556446774365213,55.26338363110414,2.2551878555028866,0.5544261189694546
GDR1_2067061691055800448,2.848764277821437,0.24476449934206346,13.951258531424502,0.542742329572496,70.65742624178299,1.5241659887940897,1.3359461170775486
GDR1_2067062618768745728,1.309356038646602,0.07223943829275081,16.86706712868035,0.14684724562382634,52.62978917012895,1.5190409590284637,0.6944381786968002
GDR1_2067062824937136000,3.491947118477451,0.15549174115100928,10.160521126896988,0.295272275050503,74.0197070773505,0.6711725615086532,0.8195815079265935
GDR1_2067067807089176192,1.4270760444863955,0.16649781612306613,16.444893425763876,0.4086558536896012,54.97978361488155,3.096587442681141,0.7960900990404794
GDR1_2067069937403328128,1.860941801728491,0.10388124553695144,16.41918078383638,0.19004926340880957,61.74809111930142,1.3313984815538724,0.9331549001476336
GDR1_2067074301079809408,2.3605845117080126,0.4929464658662831,14.749404706422466,0.9609935446310853,67.0413235981752,4.156219648902759,3.6290685874444013
GDR1_2067120514926515200,1.7611903994597709,0.13705283869838614,14.904473824922668,0.2971984830511678,60.41218530692992,1.9003672271365426,0.42368911435768597
GDR1_2067128658184872064,2.0056814531748453,0.21399808146540766,15.227643938836465,0.47035572929280356,63.4999053059574,2.4347113642000657,0.8621844932069503
GDR1_2067128795623856256,1.0185691282472455,0.06787038669394713,18.30513680305114,0.14956131341488543,45.52705738387515,1.903802505353055,1.049688975317121
GDR1_2161843098061857280,-7.753256731346003,4.366901566642367,33.23455055771629,7.47863100015055,-82.65066913812103,3.4499686130036746,2.1014694129978526
GDR1_2162078393549548288,0.9412132417344532,0.07767783262541045,14.555315058479113,0.10981954530163307,43.26541147116447,2.3517948106392415,0.15331889630096565
GDR1_2162091003573281920,1.5848601832364904,0.15852482663539735,16.973936527751547,0.2888973577807352,57.74928321728282,2.555717837916073,1.1900706291737584
GDR1_2162091278451209472,0.9818707175453146,0.04198339968807174,17.221672532837484,0.08863543018600595,44.4758978161197,1.2274270960670741,0.3983289397516709
GDR1_2162117563651224960,0.9404352031439225,0.03366996306156134,17.336090834120075,0.0778166226384478,43.241765332679,1.0251380138127657,1.1067589285070911
GDR1_2162121961697794304,4.271020151879237,0.45167937757739174,11.244517087076208,0.7196422334825172,76.82236513960105,1.3296846918493466,2.247451062162643
GDR1_2162122064777006080,2.244696418241019,0.40264624910473557,16.824838093447703,0.5487633787132449,65.98728812522808,3.8301484245964774,3.0248839977999986
GDR1_2162122339654917120,1.800457810016605,0.29330187977330424,15.27222379063688,0.5474109456852982,60.95158025827121,3.9353182684173285,0.7757901313181002
GDR1_2162126187945624704,4.014592746456704,0.5365457956318218,11.00132908178086,0.9936597356142034,76.01277006917314,1.77017811634606,1.2653641856242597
GDR1_2162126325384584576,2.87978239509253,0.4473882202587398,13.325769653912754,0.9362008398814128,70.85052100375847,2.730836212772346,1.025189910579361
