g_date,g-r_val,g_mag,g-r_magerr,g_magerr,r_date,r_mag,r_magerr
58244.48960650001,2.562568692673448,20.45163729267345,0.13244384905012538,0.129842579,58244.48960650001,17.8890686,0.0261204485
58246.4459028,2.4307370316074177,20.269745331607417,0.14810193969604546,0.145887792,58246.4459028,17.8390083,0.0255134609
58247.4503704,2.4262584048689533,20.328548704868954,0.12413296023818149,0.121318035,58247.4503704,17.9022903,0.026285475099999997
58252.4883218,2.4815279769086622,20.58447137690866,0.14131981664064594,0.138301492,58252.4883218,18.102943399999997,0.0290514696
58254.4695023,2.4740153857992375,20.31926458579924,0.1233818017727453,0.120699391,58254.4695023,17.8452492,0.0255876146
58259.44833330001,2.4144616009486413,20.385908600948643,0.12816187297635886,0.125246167,58259.44833330001,17.971447,0.0271820407
58262.387580999995,2.5231516441538453,20.550968444153845,0.13898128367347265,0.136140585,58262.387580999995,18.0278168,0.027956007
58263.4286806,2.635787001267545,20.526301401267542,0.13732011828121063,0.134809494,58263.4286806,17.890514399999997,0.0261383858
58272.472986099994,2.5249152851819296,20.611199885181932,0.14285760847678636,0.139924049,58272.472986099994,18.086284600000003,0.0288020279
58273.42298609999,2.332259272444933,20.37733377244493,0.12773614083119944,0.12458419800000001,58273.42298609999,18.0450745,0.0282010511
58274.471041699995,2.540642322409905,20.411907722409904,0.12939763473916388,0.126778811,58274.471041699995,17.8712654,0.0259013698
58276.45476849999,2.618922736063489,20.51646763606349,0.13678654225773132,0.134248853,58276.45476849999,17.8975449,0.0262260102
58277.402708300004,2.651190298038813,20.517500398038816,0.13678020996628662,0.13431704,58277.402708300004,17.866310100000003,0.0258410256
58278.4502199,2.4442471410093205,20.33165634100932,0.12409379241418886,0.121318035,58278.4502199,17.8874092,0.0260998793
58280.3647454,2.4388064955922175,20.53349109559222,0.13837427677260772,0.13531684900000002,58280.3647454,18.0946846,0.028927337400000003
58281.453414400006,2.2790372386478417,20.45403643864784,0.13337028731803557,0.1299119,58281.453414400006,18.1749992,0.030175019100000002
58287.4496759,2.3655460415425438,20.269310741542544,0.14824017207844878,0.145887792,58287.4496759,17.9037647,0.026304006600000002
58288.4531713,2.4386862523495587,20.326614252349557,0.12365766128157636,0.12087050099999999,58288.4531713,17.887928,0.0261063054
58289.45067130001,2.467120752342524,20.423583652342522,0.13047870036205775,0.127658188,58289.45067130001,17.9564629,0.0269829258
58290.38526619999,2.422119728051282,20.478409428051283,0.13491967583060507,0.13190487,58290.38526619999,18.0562897,0.028362372900000002
58291.476574099994,2.5413546827187474,20.646148182718747,0.1449153559862751,0.14196777300000002,58291.476574099994,18.1047935,0.0290794056
58292.4671181,2.412211121969076,20.572340621969076,0.1408064759551089,0.13758719,58292.4671181,18.1601295,0.029937081
58293.4775926,2.6842632969503626,20.726011296950364,0.1494944056303039,0.146819472,58293.4775926,18.041748000000002,0.028153507
58294.4668171,2.5080413297611877,20.352771729761184,0.12578541536207846,0.12315665199999999,58294.4668171,17.844730399999996,0.0255814344
58296.3503819,2.127979952941729,19.919628852941727,0.09417841014161288,0.0901784524,58296.3503819,17.7916489,0.027155472000000003
58296.3508449,2.1013857210220372,19.91966692102204,0.09427336912687023,0.0901784524,58296.3508449,17.8182812,0.027482992
58296.3675463,2.062431918087295,19.921040118087294,0.09378220625029257,0.0901784524,58296.3675463,17.8586082,0.025747794700000003
58297.416585599996,2.1390294291213827,20.00729262912138,0.10343351032892545,0.10014741099999999,58297.416585599996,17.868263199999998,0.025864785499999998
58301.405,2.780357835270369,20.861866435270368,0.15778872502552796,0.15515089,58301.405,18.0815086,0.0287312213
58301.405914400006,2.7977982704639572,20.861839370463958,0.15820657839966812,0.15515089,58301.405914400006,18.0640411,0.030943865
58301.4091319,2.8143083375092175,20.86174413750922,0.15815581790826788,0.15515089,58301.4091319,18.047435800000002,0.0306832865
58302.3822454,2.7260422037667027,20.832941503766705,0.1559402094104652,0.153198838,58302.3822454,18.106899300000002,0.0291112512
58303.3680324,2.2952582082780637,20.372965508278064,0.12734273876342808,0.124072209,58303.3680324,18.0777073,0.0286750775
58304.3857176,2.3817581860535277,20.31588978605353,0.12317996730254026,0.120253414,58304.3857176,17.9341316,0.0266912114
58305.3946875,2.4167433062780113,20.302573206278012,0.15097303393116016,0.14870330699999998,58305.3946875,17.8858299,0.026080327099999998
58310.407291699994,2.3673034220336966,20.453906622033696,0.13306739722060854,0.1299119,58310.407291699994,18.0866032,0.0288067777
58312.40532409999,2.5076153725844463,20.681475872584446,0.14782158493235645,0.144712806,58312.40532409999,18.1738605,0.030156670099999998
58313.3918171,2.2947980873527385,20.37730618735274,0.12785755909989086,0.12458419800000001,58313.3918171,18.082508100000002,0.0287460089
58314.42598380001,2.4243604841111015,20.396537984111102,0.12896945405748594,0.12607032099999999,58314.42598380001,17.9721775,0.027191804700000002
58315.3616319,2.4018195499913126,20.298481349991313,0.12184801216702192,0.11899459400000001,58315.3616319,17.8966618,0.026214970299999998
58316.3475231,2.4636256514841044,20.361918151484105,0.1262828079519621,0.12352754199999999,58316.3475231,17.8982925,0.0262353569
58318.3656829,2.682403680723205,20.558788380723204,0.13922870755290165,0.136786342,58318.3656829,17.8763847,0.0259640068
58320.3920949,2.3674418175324483,20.41564241753245,0.13032835354579902,0.127230704,58320.3920949,18.0482006,0.0282458439
58322.4019676,2.396882229612096,20.610779929612093,0.14327655465942704,0.139924049,58322.4019676,18.213897699999997,0.0308128484
58330.3615278,2.311988573689394,20.333457673689395,0.12471668357191691,0.121563524,58330.3615278,18.0214691,0.0278668404
