,ID_1,RA,DEC,PER,Q,M,NU,rMean,primary_class,secondary_class,ra_1,dec_1,id_2,ra_2,dec_2,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,ra_3,dec_3,AllWISE,RAJ2000_3,DEJ2000_3,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,ccf,ex,var,qph,__3_6_,e__3_6_,__4_5_,e__4_5_,__5_8_,e__5_8_,__8_0_,e__8_0_,__24_,e__24_,__70_,e__70_,RAJ2000_4,DEJ2000_4,Separation
47,FHK_181,313.0643750000001,44.469722222222224,211.01752396179336,0.7516133287940805,0.1180594020626264,0.0176453431334284,16.667725382594934,qps,,313.0643750000001,44.469722222222224,FHK_181,313.0643750000001,44.469722222222224,13.204,12.208,11.731,0.027,0.032,0.023,AAA,222.0,313.0643750000001,44.469722222222224,J205215.44+442810.7,313.064374,44.4696632,11.389,11.115,8.994,5.986,0.027,0.023,0.036,0.057,Hd00,0,n911,AAAA,11.28,0.05,11.12,0.05,10.9,0.06,10.25,0.06,5.82,0.04,,,313.0643919444444,44.46966888888888,0.0
48,FHK_182,313.0696249999998,44.25811111111111,7.8642843212675775,0.2135921178004706,0.1957928187190315,0.0094634776200692,17.548647459662288,p,,313.0696249999998,44.25811111111111,FHK_182,313.0696249999998,44.25811111111111,14.128,13.121,12.876,0.036,0.038,0.04,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
49,FHK_183,313.074375,44.35444444444445,3.21130118642878,0.3396589291818168,0.1077821033026319,0.0084060194269332,17.080885022468355,p,,313.074375,44.35444444444445,FHK_183,313.074375,44.35444444444445,13.451,12.538,12.27,0.025,0.03,0.024,AAA,222.0,313.074375,44.35444444444445,J205217.84+442115.9,313.0743515,44.3544223,12.243,12.199,11.928,8.656,0.024,0.026,0.422,,0000,0,11nn,AACU,,,,,,,,,,,,,,,0.0
50,FHK_192,313.097,43.08236111111111,7.229315899809352,0.1859785515551028,0.2860346966187988,0.0117899722350061,17.51118385960265,p,,313.097,43.08236111111111,FHK_192,313.097,43.08236111111111,13.559,12.653,12.218,0.028,0.035,0.022,AAA,222.0,313.097,43.08236111111111,J205223.27+430456.4,313.0969878,43.0823504,11.354,10.558,7.937,6.22,0.04,0.031,0.028,0.088,0000,0,nnnn,AAAA,11.13,0.05,10.57,0.05,10.0,0.06,9.12,0.05,6.25,0.04,,,313.09695388888883,43.08230999999999,0.0
51,FHK_200,313.1092083333333,44.57394444444444,1.4329369802862646,0.3666485344420128,-0.0682648272841232,0.0066072051054497,15.642248783860762,p,,313.1092083333333,44.57394444444444,FHK_200,313.1092083333333,44.57394444444444,12.017,11.097,10.751,0.021,0.03,0.021,AAA,222.0,313.1092083333333,44.57394444444444,J205226.21+443426.2,313.1092108,44.573955,10.556,10.517,11.04,7.983,0.022,0.02,,,0000,0,nnnn,AAUU,,,,,,,,,,,,,,,0.0
52,FHK_203,313.11329166666667,44.0775277777778,0.9159824529253768,0.8999130751493274,0.0299527222239694,0.017298234494587,18.32473673219048,s,,313.11329166666667,44.0775277777778,FHK_203,313.11329166666667,44.0775277777778,13.757,12.69,12.135,0.027,0.033,0.026,AAA,222.0,313.11329166666667,44.0775277777778,J205227.18+440438.7,313.1132597,44.0774254,11.534,10.756,8.861,5.971,0.022,0.02,0.045,0.076,0dh0,1,2411,AAAA,11.54,0.05,11.09,0.05,10.56,0.06,9.69,0.06,5.62,0.04,,,313.1133119444444,44.07753388888888,0.0
53,FHK_21,312.66883333333334,44.3473888888889,1.0358779093390764,0.9030367656541176,-0.1617279617571559,0.0090972942099461,17.449447292088607,s,,312.66883333333334,44.347388888888894,FHK_21,312.66883333333334,44.347388888888894,12.751,11.561,11.095,0.028,0.028,0.021,AAA,222.0,312.66883333333334,44.347388888888894,J205040.52+442050.7,312.6688499,44.3474237,10.129,9.408,8.601,8.662,0.024,0.024,0.037,,0ddD,1,212n,AAAU,10.19,0.05,9.66,0.05,9.04,0.06,8.35,0.06,5.99,0.29,,,312.668915,44.34743888888888,2.2899993706537318e-11
54,FHK_210,313.1287083333333,44.33655555555556,,0.8951428138649127,0.2514813418349422,0.0575314370148184,17.216935001265824,apd,,313.1287083333333,44.33655555555556,FHK_210,313.1287083333333,44.33655555555556,13.349,12.139,11.314,0.026,0.03,0.023,AAA,222.0,313.1287083333333,44.33655555555556,J205230.89+442011.5,313.1287351,44.336546,10.167,9.438,8.109,5.814,0.023,0.02,0.037,0.055,0h00,0,9943,AAAA,10.0,0.05,9.5,0.05,9.09,0.05,8.53,0.05,5.44,0.04,,,313.1287230555555,44.33649388888888,0.0
55,FHK_213,313.14091666666667,44.40719444444444,8.937695418499297,0.8332527994739293,0.0582226609573835,0.0211488645699885,18.33769013734177,qps,,313.14091666666667,44.40719444444444,FHK_213,313.14091666666667,44.40719444444444,14.057,12.914,12.388,0.034,0.032,0.029,AAA,222.0,313.14091666666667,44.40719444444444,J205233.77+442426.4,313.1407486,44.4073586,11.599,11.249,9.383,7.246,0.024,0.023,0.077,0.125,0000,1,3300,AAAB,11.56,0.05,11.27,0.05,11.13,0.06,10.81,0.06,8.38,0.11,,,313.1408388888888,44.40734111111111,0.0
56,FHK_216,313.14529166666665,44.23347222222223,10.649091830785403,0.1709660403893383,0.1209420778427904,0.010985937098055,16.1096266894636,p,l,313.14529166666665,44.23347222222223,FHK_216,313.14529166666665,44.23347222222223,13.17,12.286,12.005,0.031,0.032,0.028,AAA,222.0,313.14529166666665,44.23347222222223,J205234.85+441400.5,313.1452138,44.2334774,11.777,11.76,11.708,9.093,0.025,0.026,,,0000,0,00nn,AAUU,,,,,,,,,,,,,,,0.0
57,FHK_217,313.1471249999999,44.55538888888889,6.441763938480225,0.3602057925163684,0.1359725404436578,0.0134592915899969,17.3700066306962,p,,313.1471249999999,44.55538888888889,FHK_217,313.1471249999999,44.55538888888889,12.79,11.623,11.068,0.024,0.026,0.02,AAA,222.0,313.1471249999999,44.55538888888889,J205235.31+443319.4,313.1471487,44.5554148,10.463,10.056,8.28,5.63,0.023,0.019,0.068,0.082,0000,1,nnnn,AAAA,10.41,0.05,10.15,0.05,9.88,0.06,9.51,0.06,7.46,0.15,,,313.147095,44.55537388888888,0.0
58,FHK_22,312.678375,44.36530555555554,1.0251535591567484,0.8919054679494419,-0.1426077265530873,0.0108562699755055,17.840674112658228,s,,312.678375,44.36530555555554,FHK_22,312.678375,44.36530555555554,12.345,10.572,9.547,0.038,0.037,0.033,AAA,222.0,312.678375,44.36530555555554,J205042.80+442155.5,312.678347,44.3654437,8.029,6.594,3.296,0.317,0.023,0.021,0.014,0.02,0hhh,3,0021,AAAA,,,,,,,,,,,,,,,0.0
59,FHK_226,313.1774999999999,44.322555555555546,8.977221807130643,0.1364481347133468,0.1101148293044461,0.0164578548592488,17.37768687468354,p,,313.1774999999999,44.322555555555546,FHK_226,313.1774999999999,44.322555555555546,13.531,12.791,12.474,,0.042,0.035,UAA,622.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
60,FHK_234,313.21095833333334,43.71541666666667,1.3017033351517815,0.8795810083085416,0.4047467527695716,0.0227024397684657,18.314623541471573,apd,,313.21095833333334,43.71541666666667,FHK_234,313.21095833333334,43.71541666666667,14.625,13.674,13.168,0.041,0.041,0.038,AAA,222.0,313.21095833333334,43.71541666666667,J205250.64+434255.3,313.2110277,43.7153833,12.789,12.608,9.852,6.654,0.027,0.03,,,0000,0,nnnn,AAUU,,,,,,,,,,,,,,,0.0
61,FHK_24,312.68720833333333,44.26516666666665,3.2240521420866752,0.9064341364131006,-0.0426877227167826,0.0192491322984354,16.181072238342967,s,,312.68720833333333,44.26516666666665,FHK_24,312.68720833333333,44.26516666666665,12.139,11.087,10.481,0.036,0.038,0.032,AAA,222.0,312.68720833333333,44.26516666666665,J205044.93+441555.0,312.6872371,44.2652999,9.587,9.004,7.183,5.6,0.023,0.02,0.028,0.045,0h00,1,3410,AAAA,9.64,0.05,9.17,0.05,8.74,0.05,8.08,0.06,5.52,0.05,,,312.68737805555554,44.26546111111111,0.0
62,FHK_251,313.2739583333334,44.710305555555536,4.116498968066785,0.6038816379363717,0.0527304613464077,0.0097790901334249,15.94552321170886,qps,,313.2739583333334,44.710305555555536,FHK_251,313.2739583333334,44.710305555555536,11.79,10.518,9.867,0.024,0.027,0.02,AAA,222.0,313.2739583333334,44.710305555555536,J205305.73+444237.0,313.2738945,44.7102809,9.093,8.694,6.478,4.16,0.022,0.019,0.017,0.026,00pp,0,0322,AAAA,9.25,0.05,8.91,0.05,8.63,0.05,7.76,0.05,4.15,0.04,,,313.273895,44.71022805555555,0.0
63,FHK_253,313.2792083333334,44.30697222222222,,0.8953020588423539,-0.3182309066672929,0.0055099992774587,14.196387123492062,b,,313.2792083333334,44.30697222222222,FHK_253,313.2792083333334,44.30697222222222,12.057,11.687,11.491,0.024,0.029,0.022,AAA,222.0,313.2792083333334,44.30697222222222,J205307.00+441824.9,313.2791981,44.3069381,11.361,11.358,10.709,8.821,0.024,0.023,0.15,,0000,0,010n,AABU,,,,,,,,,,,,,,,0.0
64,FHK_255,313.28416666666664,44.087305555555545,2.3262444668902043,0.8010245478777307,0.0332353709299526,0.0345004884449746,18.22356009295238,qps,,313.28416666666664,44.087305555555545,FHK_255,313.28416666666664,44.087305555555545,14.133,13.013,12.61,0.055,0.054,0.047,AAA,222.0,313.28416666666664,44.087305555555545,J205308.15+440513.9,313.2839824,44.0872047,11.862,11.378,9.882,7.203,0.029,0.028,0.064,,0000,1,nnnn,AAAU,11.81,0.05,11.45,0.05,11.02,0.06,10.43,0.06,7.4,0.05,,,313.2840880555555,44.08725388888888,0.0
65,FHK_26,312.692,44.31944444444444,13.704636645102322,0.6488829988081418,0.1327783673813873,0.0281360817067058,16.437197907911393,p,,312.692,44.31944444444444,FHK_26,312.692,44.31944444444444,12.929,11.948,11.643,0.029,0.036,0.033,AAA,222.0,312.692,44.31944444444444,J205046.09+441910.2,312.6920558,44.3195176,10.726,10.443,7.019,4.247,0.023,0.021,0.023,0.039,000d,1,9912,AAAA,11.26,0.05,11.06,0.05,10.56,0.06,9.29,0.07,5.04,0.1,,,312.6919561111111,44.31949194444444,0.0
66,FHK_272,313.3210833333333,44.64283333333332,174.69689679726775,0.782494348606803,0.2569647777443748,0.0137237890019883,17.396612630696207,qps,l,313.3210833333333,44.64283333333332,FHK_272,313.3210833333333,44.64283333333332,12.388,11.129,10.516,0.022,0.028,0.022,AAA,222.0,313.3210833333333,44.64283333333332,J205317.06+443834.3,313.3210855,44.6428667,9.649,9.097,7.493,5.332,0.023,0.02,0.032,0.054,0h00,0,8910,AAAA,9.71,0.05,9.37,0.05,9.05,0.05,8.5,0.05,5.32,0.04,,,313.32122805555554,44.64283694444444,0.0
67,FHK_278,313.3497499999998,43.905,,0.6748076322306811,0.1245374970136099,0.0086672207066693,14.443741231666666,qps,,313.3497499999998,43.905,FHK_278,313.3497499999998,43.905,11.056,9.963,9.314,0.024,0.026,0.02,AAA,222.0,313.3497499999998,43.905,J205323.94+435417.8,313.3497616,43.9049533,8.757,8.262,6.613,4.53,0.023,0.02,0.018,0.033,0h00,0,9911,AAAA,8.62,0.05,8.24,0.05,7.94,0.05,7.25,0.05,4.53,0.04,,,313.3497919444444,43.90500611111111,0.0
68,FHK_28,312.695875,44.29147222222221,1.0530742956270078,0.637760698486838,0.0542461021286828,0.0120817199644638,16.592677313730572,qps,,312.695875,44.29147222222221,FHK_28,312.695875,44.29147222222221,12.481,11.551,11.105,0.031,0.032,0.024,AAA,222.0,312.695875,44.29147222222221,J205046.93+441729.1,312.6955574,44.2914291,10.381,10.003,7.284,4.913,0.022,0.021,0.034,0.054,0hd0,1,3200,AAAA,,,,,,,,,,,,,,,0.0
69,FHK_281,313.35270833333334,44.342805555555536,2.778363005585506,0.1990898610275916,0.2709514332321848,0.0117626768811114,16.458690968987344,p,,313.35270833333334,44.342805555555536,FHK_281,313.35270833333334,44.342805555555536,12.931,11.995,11.67,0.028,0.031,0.025,AAA,222.0,313.35270833333334,44.342805555555536,J205324.62+442034.1,313.3526214,44.3428139,11.354,11.28,11.579,6.749,0.025,0.024,0.294,,0hHh,0,11nn,AABU,,,,,,,,,,,,,,,0.0
70,FHK_282,313.357375,44.17925,1.4534570541910168,0.1481049550178568,0.0845780578065583,0.0079557851346431,16.505422041444863,p,l,313.357375,44.17925,FHK_282,313.357375,44.17925,13.052,12.125,11.823,0.023,0.025,0.021,AAA,222.0,313.357375,44.17925,J205325.76+441045.3,313.3573495,44.1792587,11.644,11.593,11.353,7.816,0.024,0.024,0.224,,0h00,0,23nn,AABU,,,,,,,,,,,,,,,0.0
71,FHK_285,313.3654583333333,44.17630555555554,222.58683877368023,0.6435814921205213,-0.0925241640583243,0.0388734420536378,17.597791905893537,l,,313.3654583333333,44.17630555555554,FHK_285,313.3654583333333,44.17630555555554,13.372,12.243,11.641,0.032,0.035,0.029,AAA,222.0,313.3654583333333,44.17630555555554,J205327.70+441034.6,313.365432,44.1762788,10.677,9.958,8.007,5.828,0.022,0.02,0.034,0.095,0000,1,0000,AAAA,10.64,0.05,10.12,0.05,9.57,0.05,8.83,0.05,6.07,0.04,,,313.36556999999993,44.176266111111104,0.0
72,FHK_286,313.36758333333336,44.30577777777776,0.974698721215234,0.16415477806611,0.2005251945535469,0.0100392814770493,18.148579890506326,mp,,313.36758333333336,44.30577777777776,FHK_286,313.36758333333336,44.30577777777776,14.199,13.154,12.793,0.045,0.048,0.045,AAA,222.0,313.36758333333336,44.30577777777776,J205328.23+441821.2,313.3676327,44.3059061,12.288,12.285,12.409,7.36,0.025,0.026,,,00H0,1,22nn,AAUU,,,,,,,,,,,,,,,0.0
73,FHK_300,313.394875,44.48825,4.6759608749223815,0.8788321397256184,0.0532780818451713,0.0150916298810791,17.3086925414557,s,,313.394875,44.48825,FHK_300,313.394875,44.48825,12.749,11.37,10.581,0.028,0.029,0.025,AAA,222.0,313.394875,44.48825,J205334.77+442917.7,313.3948872,44.4882724,9.817,9.311,7.019,4.267,0.022,0.02,0.024,0.034,0hdh,1,6523,AAAA,9.74,0.05,9.31,0.05,9.06,0.05,8.39,0.05,5.01,0.06,,,313.3948980555556,44.48825805555555,0.0
74,FHK_32,312.70329166666664,44.32316666666665,211.01752396179336,0.7387325634929262,-0.468577750775953,0.0222805705909359,16.69428304398734,b,,312.70329166666664,44.32316666666665,FHK_32,312.70329166666664,44.32316666666665,12.953,11.965,11.481,0.028,0.03,0.024,AAA,222.0,312.70329166666664,44.32316666666665,J205048.80+441923.4,312.7033401,44.3231718,10.692,10.177,7.074,4.382,0.024,0.022,0.024,0.041,000d,1,8934,AAAA,10.88,0.06,10.43,0.05,10.03,0.06,9.38,0.06,6.42,0.41,,,312.70336888888886,44.32317694444444,0.0
75,FHK_323,313.44395833333334,44.1803888888889,2.8890831624137294,0.1328138874862455,0.2170514231160079,0.0095507666439661,17.23880222452471,p,l,313.44395833333334,44.1803888888889,FHK_323,313.44395833333334,44.1803888888889,13.365,12.311,12.059,0.028,0.032,0.024,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
76,FHK_327,313.487125,44.85883333333333,,0.9022030689263616,0.0746805467608555,0.036007652209359,18.18332610709677,s,,313.487125,44.85883333333333,FHK_327,313.487125,44.85883333333333,13.905,12.799,12.201,0.032,0.033,0.023,AAA,222.0,313.487125,44.85883333333333,J205356.92+445131.8,313.4871933,44.8588458,11.031,10.414,8.776,6.519,0.026,0.023,0.158,0.103,dddH,0,991n,AABA,10.89,0.06,10.37,0.05,9.84,0.06,9.49,0.06,6.72,0.08,,,313.4871519444444,44.85887888888888,0.0
77,FHK_344,313.55720833333334,44.40897222222221,0.8455045803745623,0.7036384657995763,0.107142277735993,0.0528039982186264,16.71683148974359,qps,,313.55720833333334,44.40897222222221,FHK_344,313.55720833333334,44.40897222222221,12.313,11.18,10.548,0.026,0.03,0.02,AAA,222.0,313.55720833333334,44.40897222222221,J205413.72+442432.1,313.5571862,44.40894,9.835,9.364,8.182,7.625,0.023,0.021,0.033,,hhhH,1,761n,AAAU,9.64,0.05,9.31,0.05,8.96,0.05,8.51,0.05,6.52,0.07,,,313.55725111111104,44.40901611111111,0.0
78,FHK_348,313.5881250000001,44.257555555555534,,0.947214501490128,-0.2045686409817556,0.00807130579637,15.6086406994403,s,,313.5881250000001,44.257555555555534,FHK_348,313.5881250000001,44.257555555555534,11.508,10.585,10.19,0.027,0.032,0.018,AAA,222.0,313.5881250000001,44.257555555555534,J205421.13+441527.0,313.5880712,44.2575257,9.908,9.823,7.819,6.878,0.023,0.021,0.038,0.126,00OO,1,00nn,AAAB,,,,,,,,,,,,,,,0.0
79,FHK_35,312.72154166666667,44.39822222222222,79.23302012848106,0.8891105192676295,0.2273961657855967,0.0227602820459244,17.260714003821658,s,,312.72154166666667,44.39822222222222,FHK_35,312.72154166666667,44.39822222222222,13.457,12.407,11.947,0.021,0.036,0.029,AAA,222.0,312.72154166666667,44.39822222222222,J205053.14+442353.9,312.7214355,44.3983061,11.143,10.535,8.752,5.476,0.037,0.028,,,hddh,0,nnnn,AAUU,11.17,0.05,10.72,0.05,10.3,0.06,9.43,0.08,5.91,0.45,,,312.72155805555553,44.39824305555555,0.0
80,FHK_36,312.72325,44.35025,31.17223428767109,0.6723642199752009,0.3718561924925719,0.0571177858500193,14.963962011392406,qpd,,312.72325,44.35025,FHK_36,312.72325,44.35025,11.85,11.008,10.637,0.023,0.032,0.026,AAA,222.0,312.72325,44.35025,J205053.59+442100.9,312.7233266,44.3502521,9.937,9.443,7.427,5.163,0.023,0.021,0.029,0.037,hhhd,1,4412,AAAA,9.96,0.05,9.58,0.05,9.04,0.05,8.21,0.05,5.39,0.06,,,312.7232361111111,44.350203888888885,0.0
81,FHK_361,313.69416666666666,44.20166666666666,12.482661553981028,0.5867197892392176,0.3609166496736652,0.032758040806016,17.883353257276113,qpd,,313.69416666666666,44.20166666666666,FHK_361,313.69416666666666,44.20166666666666,12.922,11.689,11.175,0.033,0.037,0.032,AEE,222.0,313.69416666666666,44.20166666666666,J205446.63+441206.2,313.6943299,44.2017246,10.34,9.857,8.53,6.484,0.024,0.021,0.035,,00dh,0,330n,AAAU,10.39,0.05,10.05,0.05,9.75,0.05,9.23,0.06,6.48,0.05,,,313.6942438888888,44.20160694444444,0.0
82,FHK_362,313.713125,44.19302777777778,1.6963842006544207,0.8452371597603036,-0.1950090914108417,0.0240321938378117,17.674581081835207,qps,,313.713125,44.19302777777778,FHK_362,313.713125,44.19302777777778,13.399,12.244,11.643,0.024,0.029,0.025,AAA,222.0,313.713125,44.19302777777778,J205451.17+441134.7,313.7132108,44.1929997,11.047,10.687,8.345,5.771,0.023,0.023,0.063,0.109,00hh,0,0000,AAAB,10.93,0.05,10.58,0.05,10.37,0.06,9.89,0.06,7.3,0.1,,,313.7132569444444,44.19298499999999,0.0
83,FHK_371,313.796375,43.95413888888889,12.64792576544081,0.2422430157110926,-0.0103342472743693,0.0076875656540472,16.862677871000002,mp,,313.796375,43.95413888888889,FHK_371,313.796375,43.95413888888889,13.408,11.902,11.082,0.032,,,AUU,200.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
84,FHK_372,313.82604166666664,44.50352777777778,4.137474985279416,0.381335554378327,0.0993725590485797,0.0125971513428688,17.079380843730885,p,l,313.82604166666664,44.50352777777778,FHK_372,313.82604166666664,44.50352777777778,13.213,12.274,11.953,0.024,0.029,0.022,AAA,222.0,313.82604166666664,44.50352777777778,J205518.24+443012.5,313.826009,44.5034973,11.91,11.784,10.156,8.04,0.025,0.024,,,0000,0,22nn,AAUU,,,,,,,,,,,,,,,0.0
85,FHK_390,314.0839583333334,44.70777777777778,200.5914551690006,0.8599267847893263,-0.1434730144102839,0.0112769407826567,18.301651022935783,qps,,314.0839583333334,44.70777777777778,FHK_390,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
86,FHK_40,312.72625,44.29794444444445,6.524584329375196,0.8153791890348335,-0.1775783811268132,0.0178802720584949,17.05909723852459,qps,,312.72625,44.29794444444445,FHK_40,312.72625,44.29794444444445,13.598,12.58,12.122,0.028,0.035,0.029,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
87,FHK_405,314.194875,43.76916666666666,111.87629617980475,0.8529426366884875,0.4681726522655773,0.0269550641399178,17.34777808039867,apd,,314.194875,43.76916666666666,FHK_405,314.194875,43.76916666666666,13.226,12.18,11.783,0.027,0.029,0.02,AAA,222.0,,,,,,,,,,,,,,, ,,,11.65,0.05,11.48,0.05,11.24,0.06,10.39,0.06,5.06,0.05,,,314.194855,43.7691611111111,0.0
88,FHK_408,314.21570833333334,43.387027777777774,1.4100200116820754,0.4043626868232501,0.1942267033779868,0.0136616447012837,14.724201862598427,mp,,314.21570833333334,43.387027777777774,FHK_408,314.21570833333334,43.387027777777774,12.449,11.735,11.538,0.025,0.029,0.025,AAA,222.0,314.21570833333334,43.387027777777774,J205651.76+432313.2,314.215688,43.3870157,11.304,11.298,11.185,9.158,0.024,0.024,,,00o0,1,22nn,AAUU,,,,,,,,,,,,,,,0.0
89,FHK_409,314.2174583333333,44.09766666666667,12.9196190803863,0.4916960770349775,0.2965737050029149,0.0553410775063637,18.40283689043152,qpd,,314.2174583333333,44.09766666666667,FHK_409,314.2174583333333,44.09766666666667,14.195,12.837,12.103,0.03,0.033,0.026,AAA,222.0,314.2174583333333,44.09766666666667,J205652.19+440551.7,314.2174637,44.0976958,11.439,10.862,8.879,6.688,0.026,0.024,0.05,0.399,0000,0,431n,AAAC,11.04,0.05,10.61,0.05,9.99,0.06,9.18,0.05,5.91,0.05,,,314.21743805555553,44.09771694444444,0.0
90,FHK_418,314.28275,43.69872222222222,2.6995468647476453,0.6727507057166152,0.2222043323465554,0.0141603138865633,15.4011667102649,l,qps,314.28275,43.69872222222222,FHK_418,314.28275,43.69872222222222,12.379,11.406,11.088,0.03,0.032,0.025,AAA,222.0,314.28275,43.69872222222222,J205707.85+434155.4,314.2827278,43.6987449,10.553,10.124,8.175,6.01,0.031,0.032,0.117,0.458,000d,0,nnnn,AABC,10.7,0.06,10.37,0.05,9.96,0.06,9.13,0.06,5.48,0.05,,,314.28265388888883,43.698813888888886,0.0
91,FHK_43,312.73170833333336,44.297305555555546,4.638563420470115,0.8831585199982136,-0.0045456539345786,0.0173437503158861,15.946455352173912,l,,312.73170833333336,44.297305555555546,FHK_43,312.73170833333336,44.297305555555546,12.362,11.357,10.809,0.036,0.043,0.03,AAA,222.0,312.73170833333336,44.297305555555546,J205055.61+441750.0,312.7317224,44.297227,10.033,9.588,7.787,5.794,0.021,0.02,0.044,0.108,00o0,1,2100,AAAA,10.02,0.05,9.73,0.05,9.41,0.05,8.68,0.05,5.6,0.04,,,312.7318111111111,44.297245,0.0
92,FHK_430,314.4521666666667,43.49522222222223,7.294421476721811,0.3043839988629275,0.2268415841919925,0.0132397961833468,16.91557074370861,p,l,314.4521666666667,43.49522222222223,FHK_430,314.4521666666667,43.49522222222223,13.966,13.086,12.826,0.032,0.036,0.032,AAA,222.0,314.4521666666667,43.49522222222223,J205748.45+432943.0,314.451915,43.4952985,12.344,12.33,9.943,7.457,0.024,0.026,0.077,0.172,0000,1,0000,AAAB,,,,,,,,,,,,,,,0.0
93,FHK_431,314.45341666666667,44.09055555555556,3.5542929794807274,0.4245769123175971,0.0226883195566664,0.0084349925633118,16.068743418063313,p,l,314.45341666666667,44.09055555555556,FHK_431,314.45341666666667,44.09055555555556,12.709,11.874,11.622,0.024,0.028,0.022,AAA,222.0,314.45341666666667,44.09055555555556,J205748.79+440526.1,314.4533293,44.0906035,11.43,11.191,9.326,7.157,0.026,0.025,,,0000,0,nnnn,AAUU,,,,,,,,,,,,,,,0.0
94,FHK_434,314.4995,43.89055555555557,3.773631022782858,0.7919367616695832,0.0410932564570107,0.0141578066200681,14.827265697674417,qps,,314.4995,43.89055555555557,FHK_434,314.4995,43.89055555555557,11.853,10.868,10.247,0.024,0.027,0.021,AAA,222.0,314.4995,43.89055555555557,J205759.85+435325.9,314.4993758,43.8905481,9.538,8.838,6.31,3.762,0.023,0.021,0.023,0.036,0h0d,0,1133,AAAA,9.38,0.05,8.89,0.05,8.44,0.05,7.43,0.05,3.81,0.05,,,314.4993588888888,43.89071305555555,0.0
95,FHK_438,314.531875,43.88133333333333,1.6448134230675036,0.8800172698164397,-0.130423075773739,0.0149783566479693,18.686032510596032,s,,314.531875,43.88133333333333,FHK_438,314.531875,43.88133333333333,14.096,12.794,11.984,0.03,0.032,0.023,AAA,222.0,314.531875,43.88133333333333,J205807.64+435252.8,314.5318584,43.8813481,10.679,9.463,7.371,5.814,0.023,0.021,0.026,0.136,HHd0,0,nn00,AAAB,10.44,0.05,9.49,0.05,8.81,0.05,7.98,0.05,5.09,0.05,,,314.53179888888883,43.88147694444444,0.0
96,FHK_44,312.73945833333335,44.41272222222222,2.207354572399734,0.8109366472117661,-0.0312854450855372,0.0201092161661392,17.63652670664557,qps,,312.73945833333335,44.41272222222222,FHK_44,312.73945833333335,44.41272222222222,12.789,11.266,10.385,0.041,0.038,0.029,AEE,222.0,312.73945833333335,44.41272222222222,J205057.45+442446.5,312.7394127,44.4129335,9.062,8.288,6.905,4.894,0.022,0.02,0.021,0.042,0ddd,1,4442,AAAA,,,,,,,,,,,,,,,0.0
97,FHK_442,314.54174999999987,43.75999999999999,4.529032924024422,0.5251306296678319,-0.1343261755465975,0.0311448662939756,17.502515415231787,qps,,314.54174999999987,43.75999999999999,FHK_442,314.54174999999987,43.75999999999999,13.828,12.781,12.287,0.028,0.033,0.023,AAA,222.0,314.54174999999987,43.75999999999999,J205809.99+434536.0,314.5416341,43.7600003,11.768,11.259,9.158,6.831,0.024,0.021,0.083,0.111,000p,0,nnnn,AAAB,11.37,0.05,10.94,0.05,10.71,0.06,10.02,0.06,7.2,0.05,,,314.5416869444444,43.76002888888888,0.0
98,FHK_444,314.54775,43.882527777777774,0.4999702430954969,0.5453071372048297,-0.1310824979263073,0.0536868617474224,18.681353464765103,b,,314.54775,43.882527777777774,FHK_444,314.54775,43.882527777777774,13.75,12.205,11.214,0.031,0.036,0.028,AAA,222.0,314.54775,43.882527777777774,J205811.46+435257.1,314.5477557,43.8825321,9.379,8.144,5.744,3.541,0.024,0.019,0.018,0.035,hhdd,2,9911,AAAA,9.33,0.05,8.46,0.05,7.67,0.05,6.76,0.05,3.31,0.04,,,314.5476680555555,43.88264111111111,0.0
99,FHK_45,312.74195833333334,44.49952777777778,35.229730743007565,0.7273756268691969,-0.1016447078914805,0.0074353493951183,16.48954746329114,qps,,312.74195833333334,44.49952777777778,FHK_45,312.74195833333334,44.49952777777778,13.23,12.357,12.046,0.028,0.033,0.032,AAA,222.0,312.74195833333334,44.49952777777778,J205058.04+442957.9,312.7418535,44.4994183,11.706,11.873,9.462,6.258,0.025,0.033,0.04,0.061,0000,1,4142,AAAA,,,,,,,,,,,,,,,0.0
100,FHK_451,314.57466666666664,43.89558333333334,148.89495763028842,0.8186822258381358,-0.1019747963079476,0.0330380520186157,16.648405226490063,qps,,314.57466666666664,43.89558333333334,FHK_451,314.57466666666664,43.89558333333334,11.769,10.415,9.701,0.027,0.035,0.028,AAA,222.0,314.57466666666664,43.89558333333334,J205817.86+435343.9,314.5744413,43.8955411,8.459,7.728,5.932,3.113,0.023,0.021,0.019,0.026,hhdd,3,442n,AAAA,8.71,0.05,8.23,0.05,7.89,0.05,7.29,0.06,4.51,0.13,,,314.574585,43.895515,0.0
