,ID_1,RA,DEC,PER,Q,M,NU,rMean,primary_class,secondary_class,ra_1,dec_1,id_2,ra_2,dec_2,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,ra_3,dec_3,AllWISE,RAJ2000_3,DEJ2000_3,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,ccf,ex,var,qph,__3_6_,e__3_6_,__4_5_,e__4_5_,__5_8_,e__5_8_,__8_0_,e__8_0_,__24_,e__24_,__70_,e__70_,RAJ2000_4,DEJ2000_4,Separation
101,FHK_455,314.58974999999987,43.89580555555556,2.8738719167162468,0.8247219988882863,0.0497213991764781,0.0094830084387081,16.31600544039735,qps,,314.58974999999987,43.89580555555556,FHK_455,314.58974999999987,43.89580555555556,12.804,11.49,10.71,0.024,0.031,0.021,AAA,222.0,314.58974999999987,43.89580555555556,J205821.54+435344.7,314.5897906,43.895772,9.714,8.904,7.055,4.931,0.022,0.018,0.039,0.05,ddd0,3,4413,AAAA,9.43,0.05,8.88,0.05,8.37,0.05,7.62,0.05,4.84,0.05,,,314.5898438888888,43.89581694444444,0.0
102,FHK_456,314.59708333333333,43.88302777777778,7.829,0.6648804301817521,0.1902349005806914,0.0181736176240036,16.56330697847682,qps,,314.59708333333333,43.88302777777778,FHK_456,314.59708333333333,43.88302777777778,12.768,11.808,11.344,0.063,0.064,0.059,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
103,FHK_459,314.60004166666664,43.8985,2.449709693483524,0.7338641536306783,0.1996792375027284,0.0118179748892366,15.569150735430467,qps,l,314.60004166666664,43.8985,FHK_459,314.60004166666664,43.8985,12.226,11.159,10.694,0.024,0.031,0.023,AAA,222.0,314.60004166666664,43.8985,J205824.00+435354.5,314.6000116,43.8984755,10.15,9.643,8.01,6.019,0.024,0.02,0.055,0.059,0hh0,2,3630,AAAA,10.05,0.05,9.61,0.05,9.36,0.05,8.78,0.05,6.17,0.05,,,314.59994499999993,43.89850194444444,0.0
104,FHK_46,312.743125,44.24233333333332,4.878227901262148,0.3002209690968957,0.1814215048016074,0.0074126636567757,15.041055618819186,p,,312.743125,44.24233333333332,FHK_46,312.743125,44.24233333333332,12.535,11.762,11.533,0.028,0.035,0.033,AAA,222.0,312.743125,44.24233333333332,J205058.33+441432.5,312.7430469,44.2423733,10.976,10.823,8.347,5.872,0.023,0.021,0.03,0.054,dd00,1,9922,AAAA,11.27,0.05,11.25,0.05,11.08,0.06,10.62,0.07,7.81,0.1,,,312.7430119444444,44.2423861111111,0.0
105,FHK_460,314.60645833333336,43.89127777777777,8.540412290609753,0.8061174221638382,0.4599120865459438,0.0422328670496831,18.028784549833887,qpd,,314.60645833333336,43.89127777777777,FHK_460,314.60645833333336,43.89127777777777,13.601,12.403,11.734,0.028,0.03,0.021,AAA,222.0,314.60645833333336,43.89127777777777,J205825.54+435328.6,314.6064461,43.8912784,10.825,10.09,7.953,5.668,0.026,0.02,0.041,0.047,hhdd,1,9924,AAAA,10.7,0.05,10.15,0.05,9.85,0.06,9.01,0.05,6.31,0.06,,,314.6064761111111,43.89128111111111,0.0
106,FHK_464,314.621125,44.1806111111111,1.035021278881353,-0.952252434479908,0.140538870933066,0.0123150428287197,19.255770423719166,u,,314.621125,44.1806111111111,FHK_464,314.621125,44.1806111111111,15.654,14.914,14.653,0.058,0.055,0.075,AAA,222.0,314.621125,44.1806111111111,J205829.07+441050.1,314.6211265,44.1805948,14.203,14.322,9.953,6.505,0.069,0.084,0.082,0.117,0000,0,0011,AAAB,,,,,,,,,,,,,,,0.0
107,FHK_468,314.62891666666667,43.75311111111111,1.2868134875150354,2.7420753609195017,0.0107040809996822,0.0102206863669307,19.065774103691272,u,,314.62891666666667,43.75311111111111,FHK_468,314.62891666666667,43.75311111111111,15.481,14.866,14.69,0.054,0.055,0.081,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
108,FHK_47,312.7434583333333,44.24561111111111,3.422457121360212,0.8610274234971073,-0.1204962291090152,0.0087102016139694,15.04919018376384,qps,,312.7434583333333,44.24561111111111,FHK_47,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
109,FHK_473,314.665625,44.025777777777776,,0.6915889056974311,-0.4123334175019056,0.1027972871354609,17.06617821628788,b,,314.665625,44.025777777777776,FHK_473,314.665625,44.025777777777776,14.128,12.476,11.234,0.028,0.028,0.021,AAA,222.0,314.665625,44.025777777777776,J205839.74+440132.7,314.6656111,44.0257764,9.931,9.276,7.159,4.987,0.023,0.02,0.021,0.058,0h00,0,9963,AAAA,9.73,0.05,9.24,0.05,8.81,0.05,8.09,0.05,5.08,0.04,,,314.6655580555555,44.025798888888886,0.0
110,FHK_479,314.77429166666667,43.950861111111095,,0.8985759895971696,-0.5658932967019836,0.0112690572350705,12.436008956420231,b,,314.77429166666667,43.950861111111095,FHK_479,314.77429166666667,43.950861111111095,10.546,9.847,9.436,0.019,0.028,0.025,AAA,222.0,314.77429166666667,43.950861111111095,J205905.81+435703.0,314.7742127,43.9508565,8.757,8.295,6.192,4.121,0.022,0.02,0.016,0.029,hh00,1,9811,AAAA,8.67,0.05,8.32,0.05,8.02,0.05,7.3,0.05,4.29,0.04,,,314.7742619444444,43.9508861111111,0.0
111,FHK_48,312.74458333333337,44.29188888888888,7.220862551658568,0.5610013054915802,-0.0241665624264559,0.0132714491338072,15.670873376265822,qps,,312.74458333333337,44.29188888888888,FHK_48,312.74458333333337,44.29188888888888,12.583,11.652,11.153,0.026,0.031,0.024,AAA,222.0,312.74458333333337,44.29188888888888,J205058.70+441730.7,312.7446129,44.2918676,10.438,10.029,7.897,5.855,0.022,0.021,0.034,0.078,0do0,0,1100,AAAA,10.42,0.05,10.16,0.05,9.86,0.06,8.9,0.05,5.45,0.04,,,312.74456805555553,44.29189305555555,0.0
112,FHK_485,314.886,44.143277777777776,0.8387927498138132,0.8046662292755357,0.0983652124926659,0.0093283588998315,18.335167832031253,qps,,314.886,44.143277777777776,FHK_485,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,1.314643649145603e-10
113,FHK_489,313.25279166666667,44.61652777777776,1.6823252209218058,0.5764275679798836,-0.0811490923372177,0.0079301822311865,14.974908689240507,qps,l,313.25279166666667,44.61652777777776,FHK_489,313.25279166666667,44.61652777777776,11.144,10.199,9.86,0.032,0.039,0.033,EEE,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
114,FHK_490,313.32283333333334,44.46722222222221,0.5728399018679062,0.6955248908817139,0.0230979777393765,0.0123240630364733,17.482243312025314,qps,,313.32283333333334,44.46722222222221,FHK_490,313.32283333333334,44.46722222222221,12.997,11.949,11.49,0.05,0.05,0.043,EEE,222.0,313.32283333333334,44.46722222222221,J205317.47+442802.5,313.3228197,44.4673808,10.642,10.265,9.96,6.611,0.022,0.021,,,hhh0,1,13nn,AAUU,10.94,0.06,10.69,0.05,10.45,0.06,10.12,0.06,7.83,0.1,,,313.32287611111104,44.46726194444444,0.0
115,FHK_493,313.46770833333323,44.28488888888887,224.32583444626843,0.6476842787439648,-0.4512905969651274,0.0063055700597426,15.545838199180324,b,,313.46770833333323,44.28488888888887,FHK_493,,,,,,,,,,,313.46770833333323,44.28488888888887,J205352.24+441705.4,313.4676845,44.2848385,11.254,11.24,11.161,5.753,0.024,0.023,,,00H0,0,00nn,AAUU,,,,,,,,,,,,,,,0.0
116,FHK_496,313.6274583333334,44.40149999999999,6.1397633652717385,0.6510820278235748,-0.0559967917926219,0.021603863310886,17.289131726279866,p,,313.6274583333334,44.40149999999999,FHK_496,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
117,FHK_500,312.77270833333336,44.2331388888889,2.541793981919548,0.6646467061570539,0.253082096064931,0.0231764947832658,17.81513967851852,qps,,312.77270833333336,44.2331388888889,FHK_500,312.77270833333336,44.2331388888889,13.12,12.082,11.594,0.04,0.039,0.029,AAA,222.0,312.77270833333336,44.2331388888889,J205105.44+441359.4,312.7726835,44.2331742,10.784,10.269,8.277,5.97,0.026,0.023,0.049,0.083,hhoo,0,7700,AAAA,10.91,0.05,10.42,0.05,10.1,0.06,9.35,0.05,5.98,0.04,,,312.77273611111104,44.23311194444444,0.0
118,FHK_506,314.58137499999987,43.89574999999999,3.4141465270965146,0.8022999349235284,0.240170081821555,0.0193302064778596,17.586490596357613,qps,,314.58137499999987,43.89574999999999,FHK_506,314.58137499999987,43.89574999999999,12.621,11.352,10.838,0.031,0.038,0.032,AAE,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
119,FHK_510,313.48154166666666,44.185055555555536,10.297939234567895,0.2749307286819827,0.2224946703264128,0.0153030263583985,18.15974031749049,p,,313.48154166666666,44.185055555555536,FHK_510,313.48154166666666,44.185055555555536,13.598,12.582,12.215,0.033,0.046,0.037,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
120,FHK_511,313.52083333333337,44.17349999999998,11.531506830885776,0.5030621244549445,0.0642745356992799,0.0119019239980251,17.724005658039218,qps,,313.52083333333337,44.17349999999998,FHK_511,313.52083333333337,44.17349999999998,13.39,12.258,11.918,0.032,0.036,0.028,AAA,222.0,313.52083333333337,44.17349999999998,J205405.03+441024.2,313.5209808,44.1734051,11.574,11.434,10.882,8.543,0.024,0.024,0.241,,0h00,0,10nn,AABU,,,,,,,,,,,,,,,0.0
121,FHK_514,313.38891666666666,44.4218611111111,3.6436096937919698,0.4998313039014156,-0.0529419013707893,0.0091955617873719,17.919325901582283,qps,,313.38891666666666,44.4218611111111,FHK_514,313.38891666666666,44.4218611111111,13.831,12.739,12.371,0.036,0.039,,AAU,226.0,313.38891666666666,44.4218611111111,J205333.35+442518.7,313.388973,44.4218713,12.108,12.079,10.113,8.184,0.03,0.035,,,hhdD,0,nnnn,AAUU,,,,,,,,,,,,,,,0.0
122,FHK_517,313.4169999999998,44.43058333333333,1.3907230461675095,0.6250668018799438,-0.2750373420399677,0.0063039580711798,15.614338815822784,b,,313.4169999999998,44.43058333333333,FHK_517,313.4169999999998,44.43058333333333,11.778,10.828,10.448,0.023,0.026,0.022,AAA,222.0,313.4169999999998,44.43058333333333,J205340.06+442550.0,313.4169455,44.4305817,10.214,10.108,9.342,5.983,0.023,0.022,0.28,0.124,hhhd,0,0000,AABB,,,,,,,,,,,,,,,0.0
123,FHK_524,312.7025,44.28433333333333,0.9843884224078918,0.9035707122053148,0.1942065015550538,0.0591703766111762,17.94896921141439,s,,312.7025,44.28433333333333,FHK_524,312.7025,44.28433333333333,14.073,12.815,12.1,0.029,0.037,0.026,AAA,222.0,312.7025,44.28433333333333,J205048.57+441703.2,312.7024091,44.2842297,10.962,10.41,9.315,5.383,0.025,0.022,0.087,0.073,0h00,0,9812,AAAA,10.92,0.06,10.46,0.05,10.08,0.06,9.52,0.08,6.54,0.25,,,312.7023319444444,44.28424805555555,0.0
124,FHK_530,313.028,44.48988888888889,11.591652357794953,0.6003134722403357,-0.4785005514297726,0.0130531227624074,17.185958587974685,b,l,313.028,44.48988888888889,FHK_530,313.028,44.48988888888889,13.711,12.846,12.548,0.03,0.052,0.039,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
125,FHK_531,313.1360833333334,44.442277777777775,5.3262183183959655,0.5491820247101367,-0.0619942283270151,0.0089054868085937,17.30997563386076,qps,,313.1360833333334,44.442277777777775,FHK_531,313.1360833333334,44.442277777777775,13.251,12.208,11.893,0.026,0.032,0.025,AAA,222.0,313.1360833333334,44.442277777777775,J205232.64+442632.2,313.1360059,44.4423014,11.785,11.762,12.362,8.56,0.024,0.022,,,0h00,0,00nn,AAUU,,,,,,,,,,,,,,,0.0
126,FHK_532,313.111625,44.61849999999998,4.112329261196109,0.4962728138828363,-0.0390623346171905,0.0121671518858493,16.62408673670886,qps,,313.111625,44.61849999999998,FHK_532,313.111625,44.61849999999998,11.921,10.769,10.354,0.021,0.028,0.021,AAA,222.0,313.111625,44.61849999999998,J205226.79+443706.9,313.1116537,44.6185839,10.097,9.996,9.875,6.429,0.023,0.021,0.047,0.141,hhoh,1,2200,AAAB,,,,,,,,,,,,,,,0.0
127,FHK_543,312.94912499999987,43.71083333333332,1.140177967237779,0.1174019581168215,0.1394984782613852,0.0063499118875179,15.92182139554656,p,,312.94912499999987,43.71083333333332,FHK_543,312.94912499999987,43.71083333333332,13.101,12.216,11.957,0.028,0.033,0.021,AAA,222.0,312.94912499999987,43.71083333333332,J205147.79+434238.9,312.9491343,43.7108112,11.772,11.796,10.693,7.892,0.025,0.025,0.295,,0000,1,nnnn,AABU,,,,,,,,,,,,,,,0.0
128,FHK_56,312.75600000000014,44.22497222222221,7.0576762141666585,0.3314540931806659,0.1789958774301077,0.0139529489849913,17.909544746296294,p,,312.75600000000014,44.22497222222221,FHK_56,312.75600000000014,44.22497222222221,14.134,13.179,12.871,0.034,0.033,0.032,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
129,FHK_562,313.36470833333334,44.10261111111111,,0.7546173352989263,-0.2470333796513406,0.0039550840567876,14.129596097148289,qps,,313.36470833333334,44.10261111111111,FHK_562,313.36470833333334,44.10261111111111,11.912,11.301,11.191,0.024,0.026,0.024,AAA,222.0,313.36470833333334,44.10261111111111,J205327.52+440609.2,313.364675,44.1025814,11.035,11.065,12.281,8.475,0.023,0.022,,,0d00,0,00nn,AAUU,,,,,,,,,,,,,,,0.0
130,FHK_566,313.6438750000001,44.55247222222221,7.2726028076776865,0.4999430315820782,0.0512078348547568,0.010635847621775,17.180451868404912,qps,,313.6438750000001,44.55247222222221,FHK_566,313.6438750000001,44.55247222222221,13.144,12.127,11.714,0.029,0.032,0.022,AAA,222.0,313.6438750000001,44.55247222222221,J205434.54+443308.6,313.6439167,44.5524016,11.47,11.411,10.16,7.69,0.026,0.025,0.159,0.517,0000,0,231n,AABC,,,,,,,,,,,,,,,0.0
131,FHK_567,313.8686666666666,44.72905555555555,2.4277944271703507,0.1745125318929946,0.2847845384205233,0.0228886242981559,16.907814559938842,p,,313.8686666666666,44.72905555555555,FHK_567,313.8686666666666,44.72905555555555,13.606,12.642,12.446,,0.033,,UAU,626.0,313.8686666666666,44.72905555555555,J205528.50+444344.4,313.8687865,44.7290187,12.242,12.278,12.505,8.358,0.025,0.028,,,0000,0,01nn,AAUU,,,,,,,,,,,,,,,0.0
132,FHK_569,313.7390000000001,44.64544444444444,3.8619685258764886,0.2675971689062507,-0.0995701931128622,0.00960233594955,15.885364830674844,p,l,313.7390000000001,44.64544444444444,FHK_569,313.7390000000001,44.64544444444444,13.083,12.307,11.994,0.023,0.031,0.022,AAA,222.0,313.7390000000001,44.64544444444444,J205457.35+443843.6,313.7389873,44.6454536,11.924,11.878,11.614,7.166,0.028,0.026,,0.186,0h00,0,nnnn,AAUB,,,,,,,,,,,,,,,0.0
133,FHK_571,313.6909166666666,44.59666666666666,10.143562545947782,0.2017904246969957,0.1307337142699784,0.0118179174257774,17.985530385889565,p,l,313.6909166666666,44.59666666666666,FHK_571,313.6909166666666,44.59666666666666,13.471,12.391,11.99,0.028,0.031,0.023,AAA,222.0,313.6909166666666,44.59666666666666,J205445.81+443548.0,313.6908946,44.5966801,11.773,11.644,10.464,8.181,0.028,0.025,,,hd00,0,21nn,AAUU,,,,,,,,,,,,,,,0.0
134,FHK_575,313.3562083333333,44.45452777777778,13.388277847241303,0.7578233131248192,0.0038039439282324,0.0097494801282871,17.404139577848106,qps,,313.3562083333333,44.45452777777778,FHK_575,313.3562083333333,44.45452777777778,12.781,11.622,11.196,0.023,0.028,0.019,AAA,222.0,313.3562083333333,44.45452777777778,J205325.47+442716.3,313.3561292,44.4545528,10.966,10.898,10.431,7.098,0.024,0.023,0.251,,0hhh,1,441n,AABU,,,,,,,,,,,,,,,0.0
135,FHK_576,313.284625,44.83472222222223,1.6481765869872227,0.1468752108570742,-0.2861514110075851,0.0152704421419358,18.072639693,mp,,313.284625,44.83472222222223,FHK_576,313.284625,44.83472222222223,13.882,13.009,12.706,,0.037,0.031,UAA,622.0,313.284625,44.83472222222223,J205308.31+445005.0,313.2846546,44.8347456,12.571,12.529,10.684,6.974,0.039,0.042,0.27,,000d,0,nnnn,AABU,,,,,,,,,,,,,,,0.0
136,FHK_577,313.34925,45.113277777777775,,0.9418154790739642,0.6350744624190905,0.0892923917559358,18.017617467741943,apd,,313.34925,45.113277777777775,FHK_577,313.34925,45.113277777777775,13.881,12.976,12.327,0.041,0.049,0.034,AAA,222.0,313.34925,45.113277777777775,J205323.81+450647.7,313.3492461,45.1132631,11.299,10.791,9.492,7.308,0.026,0.022,0.066,0.139,0000,0,nnnn,AAAB,11.38,0.05,11.14,0.05,10.82,0.06,10.43,0.06,7.41,0.05,,,313.34921305555554,45.11328111111111,0.0
137,FHK_579,314.99058333333335,44.78683333333335,1.360431576396984,0.8446176444778818,0.2207550896596899,0.0115149606630759,15.293953728467152,l,,314.99058333333335,44.78683333333335,FHK_579,314.99058333333335,44.78683333333335,13.188,12.576,12.537,0.032,0.033,,AAU,226.0,314.99058333333335,44.78683333333335,J205957.71+444712.6,314.9904914,44.7868598,12.409,12.459,11.811,8.499,0.025,0.026,0.224,,0h00,0,00nn,AABU,,,,,,,,,,,,,,,0.0
138,FHK_580,313.4255833333333,44.44825,6.87831654980067,0.6885542882884157,-0.0427505230536631,0.0138939317641925,17.546147067405062,qps,,313.4255833333333,44.44825,FHK_580,313.4255833333333,44.44825,13.262,12.189,11.802,0.04,0.043,0.043,EEA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
139,FHK_62,312.7635833333333,44.1536111111111,7.894870402790303,0.2527154180413259,0.0124570419559584,0.009602121701754,15.998682344649444,p,l,312.7635833333333,44.1536111111111,FHK_62,312.7635833333333,44.1536111111111,12.608,11.792,11.52,0.026,0.031,0.026,AAA,222.0,312.7635833333333,44.1536111111111,J205103.27+440912.9,312.7636338,44.1535946,11.355,11.247,11.848,8.754,0.024,0.022,,,0h00,0,12nn,AAUU,,,,,,,,,,,,,,,0.0
140,FHK_67,312.7834583333332,44.53055555555557,6.311574572962956,0.7568968596498877,-0.1340381199906268,0.0320868581608027,17.175922171518987,qps,,312.7834583333332,44.53055555555557,FHK_67,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
141,FHK_75,312.8069166666665,44.53961111111112,,0.8288658249624723,-0.2386535666368462,0.0078888629652304,16.547669854113927,b,l,312.8069166666665,44.53961111111112,FHK_75,312.8069166666665,44.53961111111112,12.963,12.06,11.732,0.024,0.03,0.023,AAA,222.0,312.8069166666665,44.53961111111112,J205113.67+443222.4,312.8069922,44.5395581,11.307,11.003,9.844,7.62,0.03,0.032,0.337,0.427,0000,0,761n,AABC,11.15,0.05,11.06,0.05,10.78,0.06,10.38,0.06,8.0,0.08,,,312.80706805555553,44.539581111111104,0.0
142,FHK_79,312.81516666666664,44.24861111111111,6.609562065148813,0.7032805992621747,0.2238701858241701,0.0159086465005038,15.457927763468636,qps,,312.81516666666664,44.24861111111111,FHK_79,312.81516666666664,44.24861111111111,12.282,11.313,10.87,0.028,0.033,0.024,AAA,222.0,312.81516666666664,44.24861111111111,J205115.62+441455.2,312.815116,44.2486708,10.121,9.644,7.768,5.32,0.025,0.022,0.025,0.047,hh0o,0,nnnn,AAAA,10.06,0.05,9.74,0.05,9.38,0.05,8.68,0.05,5.21,0.04,,,312.815125,44.24862999999999,0.0
143,FHK_8,312.52520833333324,44.29694444444444,3.95219797321546,0.3671689040057501,0.1458624439380335,0.0187979242463477,17.930861225227964,p,,312.52520833333324,44.29694444444444,FHK_8,312.52520833333324,44.29694444444444,13.623,12.681,12.344,0.026,0.031,0.023,AAA,222.0,312.52520833333324,44.29694444444444,J205006.04+441748.8,312.5251729,44.2969105,12.189,12.02,11.06,7.666,0.027,0.026,,,0h00,0,22nn,AAUU,,,,,,,,,,,,,,,0.0
144,FHK_82,312.82383333333325,44.308305555555535,7.1698532974698255,0.5415476112917973,0.4448481806082776,0.0609924225435792,17.210951628481016,qpd,,312.82383333333325,44.308305555555535,FHK_82,312.82383333333325,44.308305555555535,13.065,12.158,11.616,0.026,0.032,0.023,AAA,222.0,312.82383333333325,44.308305555555535,J205117.71+441829.8,312.8238097,44.308296,11.176,10.558,8.365,6.102,0.023,0.021,0.03,0.069,0h00,0,9710,AAAA,10.86,0.06,10.42,0.05,10.14,0.06,9.5,0.05,6.31,0.05,,,312.8238219444444,44.30823111111111,0.0
145,FHK_86,312.83741666666657,44.43877777777776,3.8400512469274233,0.4839201361269446,0.1012212319223199,0.0211419522957335,15.12139472943038,qps,,312.83741666666657,44.43877777777776,FHK_86,312.83741666666657,44.43877777777776,11.877,10.957,10.298,0.022,0.031,0.019,AAA,222.0,312.83741666666657,44.43877777777776,J205120.98+442619.5,312.8374425,44.4387712,9.173,8.517,6.773,4.959,0.023,0.02,0.017,0.03,0000,0,9932,AAAA,9.38,0.05,8.88,0.05,8.4,0.05,7.67,0.05,4.89,0.04,,,312.8374630555556,44.43878888888889,0.0
146,FHK_98,312.85299999999995,44.30516666666665,2.6917832092747616,0.8970311938016787,0.3803036965148341,0.0336765253565925,18.1333075066879,apd,,312.85299999999995,44.30516666666665,FHK_98,312.85299999999995,44.30516666666665,13.604,12.648,12.079,0.027,0.037,0.028,AAA,222.0,312.85299999999995,44.30516666666665,J205124.69+441818.3,312.8528947,44.3050883,11.227,10.673,8.754,6.38,0.023,0.021,0.034,0.064,dd00,1,2222,AAAA,11.3,0.05,10.86,0.05,10.52,0.06,9.95,0.06,7.25,0.06,,,312.8529361111111,44.30515305555555,0.0
147,GDR1_2065995748890512768,313.4822098612072,42.75857157120715,5.945187964157264,0.4869634770413387,-0.0614865287449078,0.0054349395290583,15.126327520529802,qps,,313.4822098612072,42.75857157120715,GDR1_2065995748890512768,313.4822098612072,42.75857157120715,12.412,11.632,11.153,0.027,0.032,0.018,AAA,222.0,313.4822098612072,42.75857157120715,J205355.72+424530.8,313.4821945,42.7585619,10.654,10.25,7.645,5.023,0.023,0.02,0.023,0.032,hh00,0,3310,AAAA,10.82,0.06,,,10.18,0.06,,,4.8,0.04,,,313.48229999999995,42.75857499999999,0.0
148,GDR1_2066790146043148928,313.063094833578,43.502067898891696,,0.7097460199844141,0.1017096877620652,0.0306269598546004,16.51341547033333,qpd,,313.063094833578,43.502067898891696,GDR1_2066790146043148928,313.063094833578,43.502067898891696,12.349,11.206,10.602,0.024,0.03,0.022,AAA,222.0,313.063094833578,43.502067898891696,J205215.14+433007.4,313.0630841,43.5020743,9.668,9.043,6.739,5.151,0.024,0.021,0.025,0.047,0000,0,3400,AAAA,9.37,0.05,8.88,0.05,8.39,0.05,7.43,0.05,4.78,0.04,,,313.06304888888883,43.502075,0.0
149,GDR1_2066844954118735744,313.0565416594131,43.677474814002274,9.096729161457397,0.7295369674154663,-0.0403903399505289,0.0186263878815991,17.179727661999998,b,,313.0565416594131,43.677474814002274,GDR1_2066844954118735744,313.0565416594131,43.677474814002274,12.981,11.89,11.218,0.026,0.032,0.023,AAA,222.0,313.0565416594131,43.677474814002274,J205213.58+434038.8,313.0566077,43.6774603,10.323,9.751,7.967,5.743,0.023,0.02,0.056,0.087,0000,0,9900,AAAA,10.57,0.05,10.09,0.05,9.77,0.05,9.03,0.06,6.32,0.05,,,313.05661,43.67748305555555,0.0
150,GDR1_2066855807501721472,312.72695122983924,43.773269174141255,3.5960404131259973,0.8182842450453309,-0.0236239726570243,0.0096224655762579,16.624553913804714,qps,,312.72695122983924,43.773269174141255,GDR1_2066855807501721472,312.72695122983924,43.773269174141255,14.001,13.21,12.968,0.027,0.032,0.024,AAA,222.0,312.72695122983924,43.773269174141255,J205054.46+434623.7,312.7269419,43.7732583,12.86,12.847,12.186,9.105,0.025,0.029,,,0000,0,10nn,AAUU,12.61,0.06,12.59,0.06,12.54,0.07,12.37,0.08,8.48,0.07,,,312.72702,43.77332694444444,0.0
151,GDR1_2067026815919131392,312.1477361340496,43.88704390388232,0.9877223644792176,0.8770119258651803,-0.1400497334577216,0.0334362550451291,16.43248228217822,l,,312.1477361340496,43.88704390388232,GDR1_2067026815919131392,312.1477361340496,43.88704390388232,13.3,12.274,11.769,0.029,0.028,0.026,AAA,222.0,312.1477361340496,43.88704390388232,J204835.44+435313.5,312.1476768,43.8870862,11.009,10.397,8.052,5.699,0.022,0.02,0.031,0.037,00dd,1,1311,AAAA,11.3,0.05,10.8,0.05,10.21,0.06,9.06,0.05,5.33,0.04,,,312.14773611111104,43.88701611111111,0.0
152,GDR1_2067026953358039552,312.2407993910927,43.83196843673044,3.5706759821235607,0.5306449464084901,0.0319076625919477,0.0411090722439871,18.190070663366345,qps,,312.2407993910927,43.83196843673044,GDR1_2067026953358039552,312.2407993910927,43.83196843673044,13.604,12.262,11.399,0.03,0.031,0.022,AAA,222.0,312.2407993910927,43.83196843673044,J204857.80+434955.0,312.2408395,43.8319662,11.214,10.405,8.271,4.667,0.024,0.021,0.041,0.033,0hdd,1,9914,AAAA,10.54,0.05,9.83,0.05,9.62,0.05,9.02,0.05,5.26,0.05,,,312.24081388888885,43.83193194444444,0.0
153,GDR1_2067030011373814272,311.9208388887532,43.72187408397071,154.57809389678428,0.7821404537305904,0.0599726226108817,0.0563261867284507,18.004417798675497,qps,,311.9208388887532,43.72187408397071,GDR1_2067030011373814272,311.9208388887532,43.72187408397071,13.67,12.325,11.45,0.029,0.031,0.018,AAA,222.0,311.9208388887532,43.72187408397071,J204740.99+434318.8,311.9208322,43.7219002,10.292,9.663,7.467,5.533,0.022,0.02,0.027,0.068,hhpp,1,9943,AAAA,,,,,,,,,,,,,,,0.0
154,GDR1_2067032760152922112,311.90846247232747,43.8244836909553,6.680736484614524,0.8582779620105943,-0.2018581833408647,0.0340264861135538,18.55259662251656,b,,311.90846247232747,43.8244836909553,GDR1_2067032760152922112,311.90846247232747,43.8244836909553,14.531,13.528,13.041,0.048,0.04,0.03,AAA,222.0,311.90846247232747,43.8244836909553,J204738.02+434927.9,311.9084407,43.8244437,12.297,11.905,9.467,6.695,0.027,0.028,0.059,0.08,0hhd,0,7900,AAAA,,,,,,,,,,,,,,,0.0
155,GDR1_2067034237622346240,311.8550695039441,43.80895436501861,,0.8715944085250505,-0.0534187751277537,0.1092295545479505,17.42457244257426,l,,311.8550695039441,43.80895436501861,GDR1_2067034237622346240,311.8550695039441,43.80895436501861,13.354,12.215,11.351,0.027,0.031,0.018,AAA,222.0,311.8550695039441,43.80895436501861,J204725.21+434832.3,311.8550717,43.8089723,10.321,9.533,7.357,5.391,0.023,0.02,0.021,0.035,0ddd,1,9997,AAAA,,,,,,,,,,,,,,,0.0
156,GDR1_2067034546860024960,311.84317431163174,43.83650749979533,8.26165514204786,0.5371779700665738,0.0984158114459998,0.0073993107386779,16.38655536534653,qps,,311.84317431163174,43.83650749979533,GDR1_2067034546860024960,311.84317431163174,43.83650749979533,13.704,12.735,12.415,0.032,0.035,0.018,AAA,222.0,311.84317431163174,43.83650749979533,J204722.36+435011.4,311.8431834,43.8365274,11.814,11.551,9.603,7.318,0.025,0.022,0.039,0.103,0000,0,nnnn,AAAA,,,,,,,,,,,,,,,0.0
