ID,RA,DEC,TYPE,PERIOD,SLOPE
GDR1_2066773619008833664,313.22580609625373,43.35525490329976,P,267.76550622933104,0.903932436
GDR1_2163215391652091520,312.60242541317564,44.92092749329559,P,10.405888352846763,1.219175272
GDR1_2065995748890512768,313.4822098612072,42.75857157120715,P,5.945840750461472,NA
GDR1_2163140315626343168,312.7693628453087,44.3972432622505,U,191.9585730822956,5.3006927489999995
GDR1_2162168862740158592,314.7950456687563,43.6852610266209,P,NA,0.8591194129999999
GDR1_2162936665453858432,313.38076414721843,44.2262346869474,P,10.764569726111276,1.643456451
GDR1_2162126325384584576,314.53692232894724,43.783272613953606,P,5.911126829255516,NA
GDR1_2162221536218867072,314.59855597445545,43.882055000647505,P,19.002300968864027,NA
GDR1_2162946526698717056,312.8904299532222,44.17068994339685,P,9.571748285802117,2.793003623
GDR1_2163136742213531520,312.74588223129325,44.33173518582862,P,5.500041379761269,1.256200554
GDR1_2163136364255498624,312.7190342985914,44.27888878470984,U,NA,NA
2MASS_J20510663+4421407,312.777638321121,44.361312210949386,P,3.514569378386402,NA
GDR1_2163017101601143040,314.020203173375,44.58231171364184,P,18.525486260765586,1.743943777
GDR2_2162951684957670144,313.11151769035183,44.285138743533935,P,286.922868842604,1.806248544
GDR1_2163138601937119360,312.81884032151413,44.3827735529161,B,2.4250242920169893,NA
GDR1_2162078393549548288,314.6652178869925,43.71918620169887,P,NA,1.006132204
GDR1_2162174910053832448,314.88449158238495,43.88622691808589,B,NA,0.7481650009999999
GDR1_2162948141606527616,312.8690904291109,44.2625428298529,B,7.034317086168707,1.6128453530000002
2MASS_J20523169+4429592,313.13207930577687,44.49974260647563,P,9.099757620962404,1.083057738
GDR1_2163138116611233408,312.9531889678755,44.39470490406047,P,400.0,1.8110880630000001
GDR1_2162938074203123712,313.30835291416764,44.216048994754495,U,7.2692147160950205,1.792552495
GDR1_2066862542012143488,312.860236246472,43.88680140295497,P,5.947059797298193,0.706359775
GDR1_2162127974652045056,314.5254813603184,43.883630729713374,P,400.0,1.948022306
GDR1_2162239678161489664,314.45838048746657,44.135669804209186,P,2.7634036976387018,1.196395816
2MASS_J20511262+4418454,312.8025823261458,44.31261411198452,P,NA,0.7484362520000001
GDR1_2162273522506513792,314.77488094658906,44.44884158210915,P,NA,-0.001759711
GDR1_2163144541882323584,313.011144384048,44.45799695989046,U,4.1043876393054814,1.573800675
GDR1_2162947798009095808,312.8624501704055,44.22094146912779,P,400.0,1.275523519
GDR1_2162949378557095680,312.922569534802,44.251955561685,QPS,6.731088444413332,3.1865984480000002
GDR1_2162940067068027392,313.3967863782052,44.281289838825465,P,21.927418632163715,1.219014297
GDR1_2163135573981345280,312.7561119042319,44.259557343227584,P,5.530008248237912,NA
GDR1_2067069937403328128,312.1369366609665,44.199896751032334,P,115.301387647856,NA
2MASS_J20505543+4417461,312.7309994942258,44.2960874126181,P,27.40373651723907,1.4245310869999999
GDR2_2067027228235955584,312.21539449689067,43.85037700947687,P,5.616031429553614,1.306015741
GDR1_2162989510731974016,313.60174372573124,44.80487816338861,QPD,8.232498316992363,5.26573303
GDR1_2162968791809534848,313.7846465546276,44.495684097122876,P,NA,0.633641142
GDR1_2163020881172468608,314.2669830495015,44.63076131524417,P,3.2763222613914484,2.419439681
GDR1_2162951474501233536,313.20278042465395,44.33072779707257,P,286.922868842604,1.170156886
GDR1_2162939208074518912,313.2187268777803,44.240317136194896,QPD,286.922868842604,NA
GDR1_2163148596322501760,312.8736830348407,44.538787089797324,B,NA,0.8344701720000001
2MASS_J20582381+4353114,314.59920599772784,43.88648447204281,QPD,89.74826345593942,3.6598465669999998
GDR1_2163144473153865856,312.94164656473293,44.47646401982018,P,10.623727386183695,NA
GDR1_2162251394832460672,314.55137913084803,44.34949107285121,P,6.422298318717176,1.4491193919999998
GDR1_2162975217080719104,313.7371980704418,44.65677666925861,P,5.230761381005624,1.0388471320000001
GDR2_2163139804529410944,312.70289201218,44.348121718414774,P,10.793187512114718,2.3633648480000002
GDR1_2162886775113495552,313.51609850019895,44.029936251960095,QPS,4.902236843642443,3.5670043639999998
GDR1_2067059732550905600,312.68135869358946,44.264363962796075,P,3.094047680112065,1.774105842
GDR1_2163149317877028224,312.88799831442975,44.61655320862664,QPD,NA,1.696335891
GDR2_2162926254452857472,313.1646322654713,43.998398325633936,P,8.744640798856956,1.764108896
2MASS_J20512139+4424054,312.83911742903166,44.40149991620572,P,286.922868842604,NA
GDR1_2067074301079809408,312.38411283044843,44.28419106599425,QPS,4.753094036127462,3.549220164
GDR1_2162965699433784192,313.39769032411016,44.46339235085033,QPS,NA,4.477384269
GDR1_2163156052385630336,312.7257984084001,44.635609332751294,P,9.549234451791117,3.750616346
GDR1_2162924673904534272,313.22628231487136,43.871243289641264,QPD,115.29962749364395,3.6087728660000002
GDR1_2162946767216898432,312.95359237612575,44.184080404503575,P,364.12438235789733,1.296795022
GDR1_2162122339654917120,314.2815455457374,43.699905814840704,U,7.153651945906392,NA
GDR1_2163144644952565120,313.00412135165266,44.478171669720055,P,19.886655951366095,2.091518811
GDR1_2163135367823138944,312.8169403422865,44.249996064152405,QPD,NA,NA
GDR1_2162932851524210816,313.15196438536617,44.19620838058371,U,6.589070751026131,4.778920503999999
GDR1_2162976419671618816,313.69025747381744,44.72828317522482,QPD,NA,NA
GDR1_2163066029870618624,313.83083417444715,44.685988984218,P,1.9978122983275963,0.886904597
GDR1_2162221639298015872,314.61260429407434,43.88890231742855,P,364.043801952375,1.718050818
GDR1_2162951749379088640,313.14321933614536,44.294499503192384,P,7.286827961491742,2.381765236
GDR1_2162904161141389696,313.98792998351576,44.259951032886626,QPD,8.746863585849066,3.495844303
GDR1_2162956903341232128,313.02800205995027,44.465390588231315,QPD,NA,3.5458363360000003
GDR1_2163136746511218176,312.7478393033757,44.32750211468454,QPS,6.844568889490789,NA
GDR1_2163149661474923520,312.84865725313716,44.589583827644724,QPS,NA,NA
GDR1_2162948107246789120,312.8483716815662,44.261805992122966,P,6.787354369056267,1.699380735
2MASS_J20475581+4329019,311.98252525962954,43.48387322013138,QPS,NA,4.230797911
GDR1_2067062618768745728,312.6377938867216,44.26074778882028,P,9.482323958141132,1.4191386190000002
2MASS_J20522880+4418297,313.1200224959053,44.30822974945297,QPD,9.995955166210491,NA
GDR2_2163136059317926016,312.8130652914013,44.304877026551296,P,308.7427060056612,3.058966658
GDR1_2067026815919131392,312.1477361340496,43.88704390388232,QPS,NA,2.48421574
GDR1_2162126187945624704,314.50575275109367,43.75559320151324,QPD,251.15952960296718,NA
GDR1_2162933882314931968,313.393035373416,44.12793432838515,P,6.632126045920884,1.3603207
GDR1_2162121961697794304,314.2639594847423,43.69569038789106,QPS,308.56896743089334,3.97270418
GDR1_2163138288400926464,312.8865953964193,44.39665464404827,P,NA,1.866393389
GDR1_2162952470933669632,313.1180077764276,44.354053424749935,P,5.798551244415138,2.946580706
GDR1_2162964977879706112,313.3887030006111,44.3913031537031,P,5.4568236012093765,NA
GDR1_2163139731509868160,312.7025766938812,44.340254842216694,P,5.23750944764043,1.007413974
GDR1_2162951027824541312,313.19785316973656,44.26164443036425,P,400.0,1.073965948
GDR1_2162091003573281920,314.15074819573965,43.359072063574246,P,32.62735313355928,1.864130205
GDR1_2066794818967689472,313.3011482030504,43.64128529240008,P,2.3976079494246174,1.57561465
GDR1_2162975698125115392,313.72642956071644,44.72860375213026,P,103.70093238976486,1.766594356
GDR1_2162947420052773760,312.8517155562052,44.21783703842847,APD,286.922868842604,NA
GDR1_2067026953358039552,312.2407993910927,43.83196843673044,P,3.5709114445925407,NA
GDR1_2163148768121199360,312.84503454566214,44.56183160166629,P,267.9836078589194,1.9510197230000002
2MASS_J20505669+4417055,312.7362359611745,44.28484650079727,P,8.021053971351211,0.8777921120000001
GDR1_2162977523478063872,313.38356374312445,44.48499949523036,P,286.922868842604,1.028553903
GDR1_2161843098061857280,315.1948747006565,42.92404720463947,QPS,3.54589903317208,-12.25032683
GDR1_2067034546860024960,311.84317431163174,43.83650749979533,P,8.262915786335697,1.945816864
GDR1_2067061691055800448,312.5413045611885,44.255897046358434,P,212.0068491824017,2.722825395
GDR1_2162127562335172992,314.5252253995614,43.82579207636382,P,3.927613110069844,NA
GDR1_2162965390195367296,313.4106043272816,44.42873159470697,QPD,400.0,NA
GDR1_2162903680105026176,313.92714208954806,44.23687717027233,QPD,9.018897774038926,2.3096514999999997
2MASS_J20511252+4418093,312.80219789507777,44.30255956257102,P,7.9894843177003585,1.596547814
GDR1_2163149214797802752,312.88916795656144,44.58175004168541,QPS,251.3898193716949,NA
GDR1_2163140315626346880,312.7638913920373,44.40428515934821,P,267.9836078589194,2.2665551109999997
GDR1_2067034237622346240,311.85506950394415,43.80895436501861,QPS,267.76550622933104,NA
GDR1_2162220917743579520,314.62984660791733,43.89949988172226,QPD,267.76550622933104,NA
2MASS_J20515226+4418213,312.9677502432141,44.3059157295101,P,2.024713498689344,1.6633625159999998
2MASS_J20505966+4430153,312.7485919215313,44.5042431905494,U,2.8933860171628205,0.902226973
GDR1_2162223086709799296,314.72174296798727,43.9758002436749,U,106.22678584368865,1.635001481
GDR1_2162872928138757248,313.3151536451038,43.73966973033053,B,400.0,3.2366801539999996
GDR1_2162960820350057856,313.478159470982,44.328335578072405,QPD,267.9836078589194,NA
GDR1_2162965772447499648,313.4273845762831,44.475133103420134,P,NA,1.154732998
GDR1_2162065306784469376,314.5757861036549,43.437015454148856,U,NA,-0.181574558
GDR1_2162952470933666688,313.1240686101133,44.35126497758439,P,4.184770461117453,1.4737318380000002
2MASS_J20534506+4425179,313.43778740992036,44.42163256607727,P,286.922868842604,1.127348903
GDR1_2066855807501721472,312.72695122983924,43.773269174141255,P,3.5930885659830674,1.826353975
2MASS_J20502061+4547221,312.58591986032843,45.789462503629466,P,NA,NA
GDR1_2162940445026460544,313.3802870294895,44.31915082622384,QPD,10.968141420357904,NA
GDR1_2162942128652084096,312.9919073750832,44.072479497372676,P,144.22402634289762,1.253053672
GDR1_2162237101183363712,314.77791114839266,44.306603783291855,U,NA,-0.65581577
GDR1_2162939792190072448,313.3288316946642,44.24402348085625,P,9.038977714207656,1.501826465
GDR1_2162940067068027264,313.40123051637886,44.27395532006168,QPS,6.342038354741812,NA
GDR1_2162227205576431488,314.63997369544984,44.05985047413489,QPS,6.653865388791028,2.76497231
2MASS_J20533901+4403328,313.41251949434576,44.05911789071008,P,2.672451376810418,0.933770958
GDR1_2162224147560188672,314.6975081853883,44.026321614100105,U,10.17125705861792,1.551261724
GDR1_2163148390164061056,312.85919657072327,44.50956708947685,P,3.9563952436077434,0.998117823
2MASS_J20470481+4349114,311.77007069097664,43.8198374299041,QPS,NA,2.025451388
GDR1_2163144576233088640,313.0152968094033,44.47723291815445,P,NA,1.206011105
GDR1_2162939173714801152,313.27476939197817,44.26074820925187,QPS,64.28942314487983,2.146226748
GDR1_2162967692305623296,313.5446896370644,44.54576502612879,P,5.015619755320039,NA
GDR1_2162964187605719552,313.4309679822503,44.38687966623429,QPS,14.789810401100853,NA
GDR1_2162958415178355072,313.12842107280534,44.50974399284927,U,7.183678954215102,1.190281605
GDR1_2163142828184692096,312.80751010966765,44.531406875781386,P,267.9836078589194,0.998849667
PSO_J205641.026+434300.610,314.17095942146165,43.71683472711279,P,NA,0.832074043
2MASS_J20521101+4408102,313.0458853532696,44.13615422564087,QPD,45.53976675229579,1.501940289
GDR1_2162955803828352896,313.08206238923265,44.41364776502547,B,364.12438235789733,1.588906933
GDR1_2162955803828359040,313.0766347666336,44.417247815415685,QPS,286.922868842604,2.006164927
GDR1_2067032760152922112,311.90846247232747,43.8244836909553,QPS,6.681560801958415,1.6506916569999999
GDR1_2162935737741690752,313.4838204708475,44.18716454211727,P,308.7427060056612,NA
GDR1_2067045679428023680,312.0149417101716,44.0915122765281,P,41.36391927540947,1.341191309
GDR1_2162928934512434432,313.0846692723654,43.978514269992296,P,NA,1.054823023
GDR1_2162974186289213312,313.59385886295377,44.621430062297286,P,8.880797949065059,NA
GDR1_2162931580213813632,313.16609292875387,44.09671588914086,P,308.7427060056612,0.943803855
GDR1_2162947729290416128,312.88566207436463,44.215404030680475,U,6.50461573711374,NA
GDR1_2162969929975644032,313.7135712787072,44.54141716921885,QPS,29.568585906467515,NA
GDR1_2162947729289614848,312.8818772201587,44.216997522769105,QPD,236.73120788653856,NA
GDR1_2162932993257907584,313.35294774701265,44.04186114412709,P,NA,NA
2MASS_J20511748+4419138,312.82285415582777,44.32051022700404,P,5.257858519445412,1.026542253
GDR1_2162136598952029568,314.16196094450794,43.855679441720326,QPS,NA,1.525836666
GDR1_2162886156638197760,313.43706411291225,44.02086399361789,P,NA,0.934826403
GDR1_2162939276794011904,313.2045336273203,44.25562054986189,P,10.623727386183695,0.977900546
2MASS_J20464241+4345102,311.67675086065515,43.75285511525165,P,NA,1.31043472
GDR1_2162984872167881216,313.27194782347743,44.69846846536033,P,NA,1.187274275
GDR2_2162943193804036864,312.92880360173166,44.12516910892632,QPS,267.9836078589194,NA
GDR1_2162122064777006080,314.30208780917013,43.68232215600878,QPS,NA,3.272549302
GDR1_2067068425564498688,312.31027983709686,44.247174460129926,P,NA,NA
GDR1_2162955705044326016,313.0825762477845,44.38899421731409,P,NA,1.145413064
GDR1_2162962748790296320,313.5951248039712,44.407001851822955,QPD,NA,NA
GDR1_2162938864478448896,313.1889135825172,44.23288224112909,P,4.470467618199521,NA
2MASS_J20523022+4424108,313.12594421002626,44.403003422970116,P,6.879362957794013,NA
2MASS_J20483292+4351190,312.1371734648398,43.85529686187581,B,267.76550622933104,-8.665304317999999
GDR1_2067034306341810304,311.8229328197555,43.79722944733796,QPS,400.0,NA
2MASS_J20534496+4404139,313.43732482453515,44.07054002115798,QPD,212.0068491824017,NA
GDR1_2162221776736976896,314.57094734880053,43.89535910826638,U,106.22678584368865,4.0880785060000004
GDR1_2067030011373814272,311.9208388887532,43.72187408397071,QPS,155.02061049140246,4.364656799
2MASS_J20475256+4345137,311.9689046469143,43.75372371764185,U,5.93712410200255,0.994984332
2MASS_J20475256+4345137,311.9689046469143,43.75372371764185,U,5.93712410200255,0.994984332
GDR2_2067128864343322496,312.3345952120388,44.587055912649575,P,118.70078620384965,0.973460309
GDR1_2067128795623856256,312.3586594109029,44.591598598223285,U,285.40138963857726,1.087871387
GDR1_2067063722575028480,312.593433580032,44.32154509908373,P,4.223955758416193,NA
GDR1_2163153578484316160,312.6630857614112,44.51057966295539,B,73.61524000849491,NA
GDR1_2163169761929937280,312.6906807725453,44.91994973521836,QPD,286.922868842604,NA
GDR1_2163139804527939968,312.70243444677425,44.3512518624165,QPS,6.2253405045714665,NA
GDR1_2163140453064444544,312.7123320321692,44.39623822222878,QPD,267.9836078589194,NA
GDR1_2163168524970607616,312.7215618553837,44.843405372074415,P,364.12438235789733,1.117162064
GDR2_2163140143827638272,312.7244078436413,44.36106131218958,P,5.3059602344682215,0.9662169429999999
GDR1_2163136810933010048,312.7285924623547,44.33678855857188,P,267.9836078589194,1.859651086
2MASS_J20505568+4421442,312.7320366012053,44.36228885009467,P,19.693721764850608,0.918523723
GDR1_2163136712151471360,312.7341567209611,44.306059566210145,QPS,2.922545873850618,NA
2MASS_J20505838+4414444,312.74300130377736,44.245689011602586,P,3.422716168957399,NA
GDR1_2163140281266601728,312.7448012775342,44.38816458154733,P,4.445989331987724,1.6344913509999999
GDR2_2163137120170654720,312.758957326272,44.33585049865385,QPS,400.0,2.597852254
GDR1_2163135470902128000,312.76399099999657,44.24449775901372,P,NA,NA
GDR1_2163137360688842752,312.7746285220051,44.39641897681263,P,267.9836078589194,1.541369223
GDR1_2163143481019730688,312.78355402499403,44.530803726734895,P,6.312455635474705,NA
GDR1_2163141793095097344,312.78560002162203,44.40917892403432,P,308.7427060056612,0.9796943659999999
GDR1_2163141930532987008,312.80599505929723,44.438384076167374,P,4.849615130265499,0.975102131
GDR1_2163138597639123456,312.8326758152813,44.38512183346858,QPD,57.87419419117204,NA
GDR1_2163139151692568576,312.8685210789231,44.433620803815266,QPS,400.0,NA
GDR1_2162948691363126144,312.97041974693065,44.2659479554346,QPD,400.0,3.091480153
GDR1_2163144851111005056,312.99458089748686,44.50758285888877,QPD,183.29212854474298,2.189155509
GDR1_2163146569098464384,313.0281692131269,44.565278607752674,QPS,223.68790298282462,NA
GDR1_2162955258367740800,313.0373085513246,44.365161491411236,P,267.9836078589194,NA
GDR1_2162957040779711616,313.0599872396968,44.4864916078677,B,236.73120788653856,NA
GDR1_2162930652500328832,313.0769060360245,44.087509519964286,P,8.526423716586264,1.287339108
GDR1_2162958488183262208,313.0843413037549,44.5085583865142,QPD,10.120546519702044,-11.55749423
GDR1_2162944946150831232,313.1057279206491,44.242292870046384,QPS,66.39211515208142,1.158301882
2MASS_J20522940+4438404,313.12254327652545,44.644562905238864,P,6.719947018403054,1.065225246
2MASS_J20523394+4429168,313.14143743188987,44.48800174730115,P,8.616909022149834,1.363430654
2MASS_J20523441+4438246,313.1434234471775,44.64015497231167,P,11.561605479300695,1.30359121
2MASS_J20524172+4434072,313.17381803782797,44.56869278621254,P,3.663632966679805,0.911641363
GDR1_2162939208074527616,313.22393503246906,44.249178733588536,QPD,8.746863585849066,5.241151726
GDR1_2163173197895753856,313.25868523983127,44.77064869890014,QPD,103.70093238976486,NA
GDR1_2162984562930222208,313.26933104610674,44.663066029590766,U,8.616909022149834,NA
GDR1_2162983772656231424,313.31313168072967,44.64676224337513,P,10.248282931092254,1.007920626
GDR1_2162936596735173888,313.38117468643776,44.212713888214495,P,NA,0.8542762890000001
GDR1_2162936184418271104,313.38319115843404,44.16305854902611,P,267.9836078589194,1.053754209
GDR1_2162884782249510656,313.4113076860598,43.94082940822764,P,NA,NA
GDR1_2162963912729356032,313.45762233009094,44.36206933043575,QPS,2.0690845695509816,NA
2MASS_J20535805+4418556,313.4919308840867,44.3154409840563,P,NA,NA
GDR1_2162966146109606528,313.4939417295994,44.42661241635336,QPS,267.9836078589194,0.979953782
GDR1_2162966798944728320,313.54220198576303,44.5174768189215,P,18.837183897011503,1.027668564
2MASS_J20542793+4425037,313.61633239193037,44.41763945812066,QPS,400.0,NA
2MASS_J20551100+4422132,313.7958446621401,44.37034580986128,P,6.149898935744238,NA
2MASS_J20561812+4348116,314.07554028523964,43.803262120946826,P,267.76550622933104,1.0340113229999999
2MASS_J20561960+4345387,314.0817110031915,43.760779692247155,P,308.56896743089334,1.114886501
2MASS_J20562950+4314535,314.12293465813525,43.24819609025696,P,NA,NA
GDR1_2162139210286483840,314.12541084787426,43.852411573355205,P,NA,1.077159549
2MASS_J20564400+4346000,314.1833687815177,43.76669443921591,P,4.0615370344098505,1.265296371
GDR1_2162135327636039936,314.2472540277824,43.79804463179902,B,201.23874672783367,2.5232414690000002
2MASS_J20570162+4341387,314.25679032427837,43.69410701051157,P,2.9885506771339787,1.001755641
PSO_J205702.685+434143.663,314.26120044075367,43.69546243288978,P,149.30549050481625,NA
GDR1_2162123198648385024,314.267987947343,43.741480000730775,P,NA,0.974350652
GDR1_2162239506362783488,314.4054311152652,44.112204802183285,P,334.15439416194164,1.823838791
2MASS_J20581428+4353046,314.55950991025367,43.88459856401021,P,NA,0.955614792
PSO_J205818.503+435346.014,314.5771034612672,43.896088894135396,QPS,286.72283039416385,1.936817473
GDR1_2162221673657763584,314.6267388988931,43.89975752674886,QPS,6.447539834280963,NA
2MASS_J20584906+4353167,314.7044438142389,43.887965999631994,P,40.04818619999103,1.001450362
GDR1_2162235726791704960,314.7046177588673,44.27115999428571,QPD,364.12438235789733,NA
GDR1_2162235795513138560,314.81188288335704,44.20792432338372,P,56.150828679619465,NA
GDR1_2162232531340072832,314.8732497691084,44.179930625089405,P,364.043801952375,NA
GDR1_2162236383929026816,314.8736662712923,44.28449556260549,P,NA,NA
