ID,RA,DEC,TYPE,PERIOD,SLOPE
GDR1_2162231676644797824,314.8864393131778,44.14306109748972,P,NA,0.8610339370000001
FHK_1,312.2112916666666,43.83047222222223,P,400.0,1.81751123
FHK_8,312.52520833333324,44.296944444444435,P,3.952543423859857,1.132969858
FHK_14,312.6539583333333,44.36133333333333,QPS,400.0,NA
FHK_15,312.654125,44.34716666666666,U,267.9836078589194,NA
FHK_17,312.65616666666665,44.354444444444454,B,NA,1.010447963
FHK_21,312.66883333333334,44.347388888888894,P,NA,1.227960747
FHK_22,312.678375,44.36530555555554,P,364.12438235789733,0.938615159
FHK_24,312.68720833333333,44.26516666666665,P,3.224282024498625,0.837869482
FHK_26,312.692,44.319444444444436,P,13.708791322976635,NA
FHK_28,312.695875,44.29147222222221,P,18.78260656117272,1.3134556179999999
FHK_32,312.70329166666664,44.32316666666665,B,400.0,1.931956596
FHK_35,312.72154166666667,44.39822222222222,P,6.168587387791202,1.735905106
FHK_36,312.72325,44.35025,QPD,31.19373763217741,7.811245297
FHK_40,312.72625,44.297944444444454,P,6.525525869928927,2.063076149
FHK_42,312.731625,44.406805555555536,QPS,201.36459820830916,NA
FHK_43,312.73170833333336,44.297305555555546,P,267.9836078589194,NA
FHK_44,312.73945833333335,44.41272222222222,P,2.20626271683042,1.44818776
FHK_45,312.74195833333334,44.49952777777778,P,35.257198790800686,1.134162348
FHK_46,312.743125,44.24233333333332,P,4.878754211346187,NA
FHK_47,312.7434583333333,44.24561111111111,P,3.422716168957399,NA
FHK_48,312.74458333333337,44.291888888888884,P,7.222015787623602,2.69527957
FHK_51,312.74670833333334,44.38138888888889,B,NA,0.879426975
FHK_56,312.75600000000014,44.22497222222221,P,7.058777910526266,1.5943473940000001
FHK_62,312.7635833333333,44.1536111111111,P,7.89624899717808,2.704791425
FHK_67,312.7834583333332,44.53055555555557,P,6.312455635474705,NA
FHK_68,312.78458333333333,44.28099999999999,U,3.391266568343817,NA
FHK_70,312.78962499999994,44.55822222222221,B,286.922868842604,1.106917713
FHK_71,312.79566666666665,44.61230555555557,P,NA,0.986953723
FHK_75,312.8069166666665,44.539611111111114,P,267.9836078589194,1.508217231
FHK_79,312.81516666666664,44.24861111111111,P,6.610528292928338,NA
FHK_82,312.82383333333325,44.308305555555535,QPD,7.170990296438067,NA
FHK_86,312.83741666666657,44.43877777777776,P,3.8367480370613056,3.872100881
FHK_87,312.8435416666667,44.34624999999998,U,2.950154133465833,NA
FHK_88,312.844125,44.42102777777777,B,69.74785769791893,NA
FHK_92,312.8485833333333,44.52694444444445,P,NA,1.4104953269999998
FHK_94,312.85020833333334,44.54922222222221,U,5.326845740406855,1.071293321
FHK_98,312.85299999999995,44.30516666666665,QPD,NA,NA
FHK_101,312.8605833333333,44.60799999999998,QPS,364.12372131173066,-26.90504474
FHK_115,312.88908333333325,44.443583333333336,P,6.292886669441081,NA
FHK_118,312.8974583333333,44.51088888888889,P,4.41696692365484,1.405378374
FHK_121,312.908125,43.3846388888889,P,2.4214282492228363,NA
FHK_123,312.9110833333333,44.0613888888889,QPS,NA,2.275694814
FHK_127,312.9219166666666,43.798611111111114,P,2.3912941880074063,NA
FHK_130,312.92541666666665,44.64908333333333,P,8.215838386976332,1.1839170209999998
FHK_132,312.93645833333335,44.146361111111105,P,6.9859005223322646,1.045032664
FHK_133,312.9370833333333,44.4386111111111,P,3.7725734441456766,NA
FHK_134,312.93816666666663,43.81730555555556,U,6.249787943294464,NA
FHK_137,312.94395833333334,44.37258333333333,P,2.175524114953153,1.928447924
FHK_138,312.94758333333334,44.53561111111111,QPS,6.422298318717176,NA
FHK_142,312.95675,44.63127777777776,B,NA,0.961339098
FHK_146,312.9820833333334,44.5646388888889,U,47.67904861204968,4.334265052
FHK_148,312.98966666666666,44.45483333333333,B,NA,0.996369341
FHK_150,312.9936666666666,44.62338888888888,P,1.9059006306554869,1.33954662
FHK_153,312.99662499999994,44.42880555555556,P,4.154792050223393,NA
FHK_154,312.9976249999998,43.845,P,1.914713956369488,1.335256003
FHK_155,312.9975416666666,44.272861111111105,P,364.12438235789733,0.9222217429999999
FHK_158,313.00466666666665,44.544166666666676,P,4.758665267535966,0.78237766
FHK_159,313.00679166666663,44.34236111111111,P,2.006699584954509,1.088371606
FHK_161,313.0121666666667,44.23105555555557,P,286.922868842604,1.1804647659999998
FHK_163,313.0193333333333,44.625111111111096,U,191.9585730822956,3.6468902930000002
FHK_164,313.02204166666667,44.291472222222225,U,10.145838424690009,NA
FHK_165,313.0252083333333,44.28777777777778,P,NA,0.576655178
FHK_170,313.03566666666666,44.57080555555557,QPS,223.68790298282462,NA
FHK_172,313.04820833333326,44.29855555555557,U,3.535996886547266,NA
FHK_173,313.0518333333333,44.6081388888889,P,334.15439416194164,NA
FHK_176,313.0564583333333,44.20058333333334,U,38.98096787620921,1.386270815
FHK_179,313.063125,44.28908333333332,QPS,286.922868842604,1.722560667
FHK_181,313.0643750000001,44.469722222222224,P,212.0068491824017,2.772994998
FHK_182,313.0696249999998,44.258111111111106,P,7.8656522535995075,1.4486287709999999
FHK_183,313.074375,44.354444444444454,P,3.21152925402659,1.445289733
FHK_192,313.097,43.082361111111105,U,7.230281160364671,2.120944835
FHK_194,313.10175,44.61883333333331,B,NA,0.91804975
FHK_195,313.10241666666667,44.39863888888888,P,18.525486260765586,1.59524541
FHK_196,313.10508333333325,44.43197222222222,P,11.210431134793902,NA
FHK_200,313.1092083333333,44.573944444444436,P,3.308360625787248,1.331964372
FHK_201,313.11129166666666,44.442555555555536,P,9.617095942267175,1.178087972
FHK_203,313.11329166666667,44.077527777777796,P,10.909196628137693,1.39330357
FHK_210,313.1287083333333,44.33655555555556,QPD,286.922868842604,NA
FHK_213,313.14091666666667,44.407194444444436,P,8.939462300773837,1.338688965
FHK_216,313.14529166666665,44.233472222222225,P,10.651600238321937,4.164591958
FHK_217,313.1471249999999,44.55538888888889,P,6.442681726003224,1.164845457
FHK_226,313.1774999999999,44.322555555555546,P,8.979004353368792,NA
FHK_227,313.1784583333333,44.31963888888888,P,NA,NA
FHK_234,313.21095833333334,43.71541666666667,U,NA,1.261286938
FHK_240,313.23066666666665,44.28261111111111,P,NA,1.059542961
FHK_244,313.23866666666663,44.679555555555545,P,6.292886669441081,1.24533353
FHK_251,313.2739583333334,44.710305555555536,P,4.116873739280129,1.567117426
FHK_253,313.2792083333334,44.30697222222222,B,NA,0.835292886
FHK_255,313.28416666666664,44.087305555555545,QPS,2.3263641419668715,1.882931273
FHK_261,313.302125,44.51855555555557,P,149.53621682273584,NA
FHK_272,313.3210833333333,44.64283333333332,U,286.922868842604,1.144143229
FHK_278,313.3497499999998,43.905,P,251.15952960296718,NA
FHK_281,313.35270833333334,44.342805555555536,U,2.7785337220176687,NA
FHK_282,313.357375,44.17925,P,3.176352301057652,1.675740964
FHK_284,313.36320833333326,44.45305555555554,P,8.580485411494289,1.139292679
FHK_285,313.3654583333333,44.17630555555554,QPS,223.68790298282462,3.902932285
FHK_286,313.36758333333336,44.305777777777756,P,43.121288586127996,1.208819083
FHK_289,313.376125,44.48683333333332,P,32.43999527906293,1.426238718
FHK_300,313.394875,44.48825,P,4.676444442655304,1.339254125
FHK_315,313.42433333333327,44.36016666666666,P,NA,NA
FHK_317,313.42854166666666,44.36102777777778,P,NA,-0.792658207
FHK_323,313.44395833333334,44.1803888888889,P,2.889267756804621,1.313486208
FHK_324,313.44641666666666,44.31349999999998,P,NA,1.04327867
FHK_327,313.487125,44.85883333333333,QPS,NA,1.94214663
FHK_337,313.52691666666664,44.37372222222222,P,NA,NA
FHK_344,313.55720833333334,44.40897222222221,QPS,5.553914945245576,NA
FHK_348,313.5881250000001,44.257555555555534,P,NA,0.8394780359999999
FHK_352,313.60020833333334,44.57469444444444,B,286.922868842604,0.994104938
FHK_361,313.69416666666666,44.20166666666666,U,12.486108265677654,1.483330679
FHK_362,313.713125,44.19302777777778,P,2.43666802073275,1.664936175
FHK_370,313.77904166666667,43.96547222222221,P,286.72283039416385,1.010701094
FHK_371,313.796375,43.95413888888889,P,12.650880593643937,1.607649193
FHK_372,313.82604166666664,44.50352777777778,P,4.13785358576504,NA
FHK_373,313.8671250000001,43.71980555555556,B,NA,0.9376914059999999
FHK_375,313.8715,43.41513888888888,P,NA,1.017489368
FHK_380,314.00679166666663,43.89788888888889,P,286.72283039416385,1.186024982
FHK_384,314.048125,44.5165,P,NA,0.540143503
FHK_386,314.05275,43.75891666666666,P,98.47765282751664,1.081513507
FHK_387,314.06337499999995,44.579694444444435,P,2.0690845695509816,0.975431887
FHK_388,314.0637499999999,44.58125,P,2.2415892396053017,1.3578042559999999
FHK_390,314.0839583333334,44.70777777777778,P,201.48522625810767,0.891118141
FHK_392,314.09983333333327,43.71619444444444,P,NA,1.005166048
FHK_398,314.1422083333334,43.65102777777778,P,NA,0.926548618
FHK_400,314.1508333333333,43.36755555555556,P,1.8208775692974697,0.9947255970000001
FHK_405,314.194875,43.76916666666666,QPD,112.10791108885336,3.4783348480000003
FHK_406,314.2144583333333,44.59213888888889,QPS,NA,-3.3251610310000004
FHK_408,314.21570833333334,43.387027777777774,P,3.4375468604613038,NA
FHK_409,314.2174583333333,44.09766666666667,QPD,12.923311356604762,NA
FHK_413,314.26112499999994,43.73283333333333,P,NA,0.969073759
FHK_418,314.28275,43.69872222222222,P,2.699681449408581,NA
FHK_424,314.39075,44.08705555555554,P,NA,0.992442022
FHK_426,314.4099583333333,44.1163611111111,QPS,12.602384433221701,NA
FHK_427,314.42408333333333,43.83161111111111,P,4.0172201857694585,1.4445864069999999
FHK_430,314.4521666666667,43.495222222222225,P,7.295404202579871,NA
FHK_431,314.45341666666667,44.09055555555556,P,3.554572369733484,2.302310312
FHK_433,314.481,44.090333333333334,P,223.68790298282462,1.462845682
FHK_434,314.4995,43.89055555555557,P,3.7738940140356463,2.275165317
FHK_438,314.531875,43.88133333333333,P,NA,1.28941584
FHK_442,314.54174999999987,43.75999999999999,P,4.5294117497391015,2.409778113
FHK_444,314.54775,43.882527777777774,QPS,308.56896743089334,-29.06428194
FHK_445,314.5480416666667,43.63905555555554,P,NA,0.9904972320000001
FHK_447,314.5537083333333,44.16449999999998,P,NA,1.010027995
FHK_449,314.56391666666667,43.242416666666664,P,NA,0.9610941909999999
FHK_451,314.57466666666664,43.89558333333334,QPS,143.99678415586928,NA
FHK_452,314.5754166666666,43.61841666666667,P,NA,0.763068348
FHK_455,314.58974999999987,43.89580555555556,P,2.8740244448783527,1.8869876669999999
FHK_456,314.59708333333333,43.88302777777778,P,7.831494217756022,2.388804558
FHK_459,314.60004166666664,43.8985,P,2.449820519330657,2.406261583
FHK_460,314.60645833333336,43.89127777777777,QPD,8.541759448020883,NA
FHK_461,314.61187499999994,44.30166666666666,QPS,7.775268366559762,NA
FHK_468,314.62891666666667,43.75311111111111,P,4.430313409789861,0.975086401
FHK_471,314.665,44.30769444444444,P,3.6179252820828514,1.292539532
FHK_473,314.665625,44.025777777777776,B,286.922868842604,-7.752431109
FHK_474,314.67491666666666,44.273777777777774,U,NA,NA
FHK_479,314.77429166666667,43.950861111111095,B,NA,NA
FHK_485,314.886,44.143277777777776,P,NA,0.8610339370000001
FHK_486,314.90958333333333,44.16869444444443,P,NA,0.905112191
FHK_489,313.25279166666667,44.616527777777755,P,2.4484241033975453,1.249868566
FHK_490,313.32283333333334,44.46722222222221,P,3.888191308005168,1.3632126119999999
FHK_493,313.46770833333323,44.284888888888865,B,208.8115736174908,NA
FHK_496,313.6274583333334,44.40149999999999,P,6.131323379339542,NA
FHK_500,312.77270833333336,44.2331388888889,P,2.5419368633444313,NA
FHK_506,314.58137499999987,43.89574999999999,P,3.414361797272396,NA
FHK_508,313.492875,44.17252777777777,P,251.3898193716949,1.021589382
FHK_509,313.39820833333334,44.29533333333331,P,3.21152925402659,0.8981291240000001
FHK_510,313.48154166666666,44.185055555555536,P,10.300284922476113,1.013791411
FHK_511,313.52083333333337,44.17349999999998,P,11.533962991625984,1.220829275
FHK_512,313.52620833333333,44.50688888888888,P,NA,NA
FHK_514,313.38891666666666,44.4218611111111,P,3.6439033027884413,1.168695106
FHK_515,313.44083333333333,44.471305555555546,P,NA,NA
FHK_516,313.4435,44.451277777777776,P,2.9204435491779814,0.982549817
FHK_517,313.4169999999998,44.43058333333333,B,3.526781759036534,1.4679317530000002
FHK_518,313.422375,44.410055555555545,P,16.765887547916247,1.2148938009999999
FHK_520,313.7048333333332,44.33738888888888,P,400.0,NA
FHK_521,313.43175,44.25241666666666,P,3.297611775980891,1.0309535890000001
FHK_522,313.4952916666666,44.161527777777756,P,8.149867539431021,NA
FHK_523,313.1095833333333,44.05738888888888,U,5.9955042839788675,NA
FHK_524,312.70249999999993,44.28433333333333,QPS,NA,2.5961608430000003
FHK_529,313.1399583333333,44.34605555555557,QPS,236.73120788653856,NA
FHK_530,313.028,44.48988888888889,B,11.594624521339838,1.902518296
FHK_531,313.1360833333334,44.442277777777775,P,5.326845740406855,1.332394688
FHK_532,313.111625,44.61849999999998,P,4.11270327352883,1.199981591
FHK_535,313.187625,44.58994444444443,P,3.6179252820828514,0.985306199
FHK_536,313.37466666666666,44.65977777777778,U,4.465550421456689,NA
FHK_537,313.30095833333337,44.442999999999984,P,7.558142600937213,1.020506693
FHK_538,313.418875,44.62425,P,2.2317314942151523,1.0013267909999999
FHK_541,313.10404166666666,44.470944444444456,P,2.017669790680475,1.2147890890000002
FHK_543,312.94912499999987,43.71083333333332,P,7.972009560041187,1.97947784
FHK_549,312.1415416666666,44.37466666666665,P,NA,-70.46752453
FHK_551,312.6873750000001,44.34966666666664,QPS,286.922868842604,NA
FHK_555,312.70225,44.55924999999999,QPS,42.22432648923531,NA
FHK_560,313.216375,44.47047222222222,P,8.861413893522121,1.01515241
FHK_561,313.0955,44.37369444444445,P,2.1570301624991783,1.0328653209999998
FHK_562,313.36470833333334,44.10261111111111,P,308.7427060056612,0.889592451
FHK_566,313.6438750000001,44.552472222222214,P,7.273772630949754,1.4097408340000002
FHK_567,313.8686666666666,44.72905555555555,U,2.4279247792018213,NA
FHK_569,313.7390000000001,44.645444444444436,P,3.8622983825070505,NA
FHK_571,313.6909166666666,44.59666666666666,P,10.145838424690009,1.23879221
FHK_573,313.49079166666667,44.49527777777778,P,286.922868842604,1.173208011
FHK_574,313.38158333333337,44.46124999999999,P,286.922868842604,1.028895387
FHK_575,313.3562083333333,44.45452777777778,P,13.392242897535233,1.169504905
FHK_576,313.284625,44.834722222222226,B,2.524549609752698,1.199606905
FHK_577,313.34925,45.113277777777775,QPD,308.7427060056612,NA
FHK_578,314.8577916666666,44.23933333333333,P,7.09102418165891,1.21362415
FHK_579,314.99058333333335,44.78683333333335,P,286.922868842604,NA
FHK_580,313.4255833333333,44.44825,P,6.879362957794013,0.989271245
