date,g-r,g,g-r magerr,g magerr
58242.4753704,1.7461815615597711,16.79702096155977,0.03461395698410895,0.0313735828
58244.4896065,1.6883144153952454,16.784699415395245,0.03460480737006208,0.0313310288
58246.4459028,1.6820268177984303,16.55901901779843,0.03337341708925511,0.030120803
58247.4503704,1.6832033591152573,16.781060859115257,0.03461092135870794,0.0313367173
58252.4883218,1.6660885162059653,16.849526816205966,0.03497857400691066,0.0316795781
58254.4695023,1.6898518845853214,16.69760428458532,0.03407817439840853,0.0308119152
58259.4483333,1.4648368322138463,16.776665432213846,0.03507184383292705,0.0316820666
58262.387581,1.6875921794778606,16.87890017947786,0.03521637124844046,0.0319360532
58263.4286806,1.6758555487352105,17.00854004873521,0.035966637760418745,0.0326532163
58268.4568056,1.5895522177436305,16.50704701774363,0.03315604390367923,0.0298523344
58269.4246644,1.6150180923538198,16.51556229235382,0.03321454460664479,0.0299288314
58270.4333681,1.623709436665818,16.703041836665818,0.034187740862067155,0.030882204
58271.4237384,1.6817305015432424,16.645711201543243,0.03546830681921523,0.030882204
58271.4242014,1.7469080013937912,16.645682101393792,0.0354842147359317,0.030882204
58271.4533796,1.6285989137329189,16.64384821373292,0.03358196834470043,0.03025686
58272.4729861,1.5999520147329243,16.593318214732925,0.03356797645200832,0.03025686
58273.4229861,1.6724915548322663,16.723161254832267,0.03427460238067248,0.0309988949
58274.4710417,1.7370857641669506,17.10410826416695,0.036706931637875355,0.0334396847
58275.4072801,1.6959166739199922,16.768528473919993,0.03441103547787398,0.0311340485
58276.4547685,1.6911629973864706,16.69849579738647,0.0340668960138853,0.0307997335
58277.4027083,1.7254623557858277,16.861049055785827,0.03504534212571318,0.0317886919
58278.4502199,1.777593129796811,16.98423532979681,0.035782895419249706,0.0325483605
58280.3647454,1.637215188136798,16.626996588136798,0.03371878493549882,0.0304265972
58281.4534144,1.6254651004217084,16.68675870042171,0.03402895876574543,0.0307194293
58282.4515046,1.6631286176237303,16.89555331762373,0.03526742993281211,0.0319611356
58283.3917245,1.7344428117611663,16.830824011761166,0.034802236895689245,0.0315489545
58285.4131019,1.7628492339807753,16.973924033980776,0.03567582717774683,0.0324273035
58287.4496759,1.7185566513961188,16.72624895139612,0.0342272414041283,0.0309767462
58288.4531713,1.7373020210017032,16.774093821001703,0.034432738501068,0.0311834253
58289.4506713,1.7414258174031474,17.022772117403147,0.03597824998304953,0.0327064879
58290.3852662,1.7353782939092266,17.108808593909227,0.036610935191921726,0.033329118
58291.4765741,1.7038279977135584,16.759695197713558,0.03447380997136164,0.0312153362
58292.4671181,1.6503882283492235,16.605015228349224,0.03359945396634507,0.0303187575
58293.4775926,1.6414965727998716,16.81298347279987,0.03476720906010104,0.0314550772
58294.4668171,1.7327161468536634,16.874667746853664,0.03509498466338832,0.031838771
58296.3503819,1.770297869261194,16.762753369261194,0.03508863686824227,0.0304527525
58296.3508449,1.7806653585065,16.7628201585065,0.035090900386920414,0.0304527525
58296.3675463,1.7560511894132222,16.76522938941322,0.03375469347787243,0.0304527525
58297.4165856,1.6845114975067492,16.91655669750675,0.03538823916968565,0.0320946835
