date,g-r,g,g-r magerr,g magerr
58244.4900694,0.834787772575547,14.128924772575546,0.021721032560405532,0.0161441993
58246.4454398,0.8389474504942154,14.124236250494215,0.021720048350305814,0.0161422379
58247.4508333,0.8279967200613232,14.112610320061323,0.02171649383021881,0.0161374062
58254.4685648,0.843644176077035,14.107105276077036,0.021716304174738413,0.0161355715
58263.4262384,0.829485281462734,14.119658781462734,0.02171836792990419,0.0161403306
58267.3815972,0.7541202509767526,14.116681450976753,0.021713968245803024,0.0161391553
58268.4563426,0.840084724567383,14.115174024567382,0.02171791734834085,0.0161386207
58269.4242014,0.8507411231273103,14.10368602312731,0.021715596187350573,0.0161338057
58270.4343171,0.840378743516693,14.093240743516693,0.02171260605991204,0.016129775
58271.4237384,0.8298906402369131,14.077056340236913,0.022365921894741497,0.0161233768
58271.4242014,0.8362687406781486,14.077048640678148,0.022368384445037956,0.0161233768
58271.4543171,0.8070795251196898,14.07654782511969,0.02170690498464879,0.0161233768
58272.4573495,0.8743588286980852,14.139493628698085,0.02172589841872855,0.01614861
58273.4220486,0.8460347361628671,14.127205536162867,0.02172102034185039,0.0161432456
58274.4714931,0.9194979128299643,14.140417512829965,0.021728732933866755,0.0161488969
58275.4054051,0.865480157710456,14.138388357710456,0.02172498528147953,0.0161479674
58276.4538194,0.8692392171479693,14.123116817147968,0.021721777107855823,0.016142197
58277.4002662,0.8674040076279823,14.101504307627982,0.021715917688676995,0.0161327347
58278.4469907,0.8761159756329189,14.13664927563292,0.02172540831286338,0.0161475986
58279.4076505,0.8607754506676848,14.119137250667684,0.021719819276869733,0.0161399096
58280.3638079,0.8393251596047193,14.10101625960472,0.021714135648308628,0.0161325186
58281.4505787,0.8441551061312573,14.102206006131258,0.021714620498531755,0.0161328893
58282.4529514,0.8701882824455023,14.130233382445502,0.021723667151817793,0.0161452182
58283.3907755,0.8375028714948751,14.105874471494875,0.02171525038664654,0.0161345266
58287.4492245,0.8654832181897909,14.11930171818979,0.02172060367434199,0.0161406137
58288.4536343,0.8170247244337627,14.101775624433763,0.02171331692674913,0.0161331408
58289.4511343,0.8717907919151973,14.123471191915197,0.021721586418319318,0.0161417685
58290.3843171,0.9243590501656076,14.134314250165607,0.021727668506973528,0.0161465406
58291.4775926,0.8464358758383081,14.097229375838308,0.021713747594910304,0.0161311496
58292.4666551,0.8312163566499411,14.113908356649942,0.021717060244180828,0.0161380284
58293.4790278,0.8552933103325007,14.1189814103325,0.021719817647509992,0.0161403175
58294.4663657,0.8697179673293682,14.100224867329368,0.021716036433580676,0.0161326025
58296.336713,0.860065901583738,14.132944501583738,0.021724016056199256,0.0161466617
58296.3503819,0.8708678237023264,14.133183623702326,0.022376898115692913,0.0161466617
58296.3508449,0.8838631233694585,14.133191723369459,0.022381880960357373,0.0161466617
58298.4259491,0.8494193968476687,14.09914279684767,0.021714806905017738,0.0161324907
