date,g-r,g,g-r magerr,g magerr
58336.3482639,2.7174880667296506,21.748524466729652,0.23590959551892465,0.230429292
58336.3487269,2.7556377184416228,21.748649218441624,0.2364021875487009,0.230429292
58344.3094097,2.681409549519447,21.66842624951945,0.23138570544458759,0.225324631
58364.2986574,2.7566634117274873,21.822081611727487,0.24383483894063612,0.237505674
58364.3015856,2.8067250329817206,21.82089853298172,0.2427124900346286,0.237505674
58365.2015972,2.3626000297850602,21.45726742978506,0.2191111970314949,0.212676883
58365.2025579,2.4136148787887244,21.456879278788726,0.21953598310205683,0.212676883
58366.323125,2.451936395850648,21.506621995850647,0.22438981345638606,0.217587471
58366.3288542,2.4447808439367407,21.50763564393674,0.2236256563949802,0.217587471
58367.3244097,2.6461573300966315,21.68377593009663,0.247785351603719,0.24177146
58367.3248727,2.6045045471300696,21.68385784713007,0.2473378766713721,0.24177146
58636.4337731,2.6373873856166057,21.653050485616607,0.23628163002657587,0.230136514
58636.4342245,2.666271401206096,21.653038201206098,0.23532214974420576,0.230136514
58637.4245833,2.497924153065078,21.62608655306508,0.23175842081746706,0.224540949
58637.4255093,2.4884499528788453,21.626061352878846,0.23099915074129965,0.224540949
58638.4693171,2.5783212356776026,21.597617835677603,0.23007755500580207,0.224540949
58638.4707407,2.6305311623112253,21.597574062311224,0.23047952000793473,0.224540949
58639.4108681,2.5150892858328824,21.568666685832884,0.23112988057206876,0.224540949
58639.411794,2.461719915925638,21.56863821592564,0.23074323974148714,0.224540949
58666.3472222,2.655822525449178,21.684673125449176,0.23159086799106512,0.225214601
58666.3481481,2.6730366119689144,21.684457811968915,0.2306797415152922,0.225214601
