ID,odr slope,odr slope error,intercept,intercept error,angle,angle error,pythag
2MASS_J20470481+4349114,2.0405528149915684,0.19030904407889593,17.303389464522844,0.30955361466439335,63.89222249193016,2.109068089473183,1.5380317546278877
2MASS_J20475256+4345137,0.9926701401240223,0.055333652149535284,18.255825265795316,0.136543378576091,44.78924333141908,1.59380261546209,0.9268186788745424
2MASS_J20475581+4329019,4.209269359843434,0.25860968316265365,11.932664638282931,0.45878444234902993,76.635935068261,0.7818490360877356,2.1971652088869567
2MASS_J20483292+4351190,-6.87384274261176,10.441220391307667,33.20906412789006,18.602860659283216,-81.72273183740614,81.25371129374193,1.3735424246673462
2MASS_J20505039+4450115,15.226011559546555,2.5027829306820912,-13.720653357587377,5.347962203210545,86.24237702459337,0.5955580108488022,2.9001788540771423
2MASS_J20505363+4424305,2.4673023710247364,0.2611832969475225,13.652272730894897,0.5897193099120992,67.93723991788885,2.099158483765211,0.9188071082632565
2MASS_J20505543+4417461,1.306532813718502,0.1126895905469728,17.159636545055843,0.22766108679811836,52.57011573997446,2.3882871069696483,0.7392749709988096
2MASS_J20505838+4414444,1.1287297344016558,0.23107121272071934,14.802694480658364,0.43266301868681367,48.4605935410581,5.736285701978221,0.2835905747484635
2MASS_J20510029+4424364,1.8086073176601403,0.16526438746250527,16.737749064144133,0.3258175217074317,61.061284300570286,2.179338474481459,1.444668933853486
2MASS_J20510663+4421407,2.556231420847181,0.6349196683401068,13.494279214144496,0.8830139163970445,68.63451272503993,4.69344256165093,0.3109905532987309
2MASS_J20510895+4416420,1.112193882254347,0.08251336043559954,17.99713886267169,0.16421137421312615,48.040532346351064,2.104527650968003,0.9145588964967416
2MASS_J20511252+4418093,1.5983260546997835,0.17309726849161533,16.36564947687733,0.32783356084402016,57.96765549164523,2.7822986789133957,0.6141732924492949
2MASS_J20511262+4418454,0.6792698828783336,0.20472382955971774,13.482816271152776,0.2671165488707512,34.18708391339282,7.714201419640449,0.33973008431061
2MASS_J20511374+4422252,1.0459402650912868,0.05988754971875282,18.622420763944504,0.12088521630128035,46.286323424458224,1.6324790942319123,0.7315294342746057
2MASS_J20511455+4413379,1.6322621256333143,0.11249017698384545,16.015165398693746,0.23193415278517193,58.50641891323412,1.7617439332377771,0.5410726044034616
2MASS_J20512059+4420322,1.091504444138712,0.07226794845268159,16.79509570530497,0.13836321371048577,47.5051235989532,1.885121792674461,0.41304235174173237
2MASS_J20512139+4424054,1.1387591819516345,0.2835943212222421,12.990614605559015,0.30039278435565375,48.71204118098752,6.84476499916694,0.22099864698391666
2MASS_J20515226+4418213,1.6373348429114667,0.10104100412661676,16.917898652016305,0.2009934736061929,58.585558518125346,1.5648440889157822,1.2023919166922317
2MASS_J20522880+4418297,2.9670827141119025,0.5441394397101456,14.348298336201776,1.1020272740978765,71.37456865260766,3.0899058217034057,1.758374051298388
2MASS_J20523394+4429168,1.3252500973663017,0.09592760462288685,16.628816288632773,0.22770512493437067,52.96272453824951,1.9896425347877291,0.5876142066244964
2MASS_J20532233+4438526,1.0284354883562397,0.08827379431682209,15.466135785180661,0.2036914515960362,45.803144467317985,2.460164314266368,0.31852254326425145
2MASS_J20533662+4439529,1.3517102992632797,0.09692164169413897,15.892526412342956,0.2235993696124634,53.50583473697754,1.9653306693589976,0.604233889948572
2MASS_J20564400+4346000,1.2529935088193356,0.09154919521205662,17.61083064627785,0.16436776587947222,51.407026962207375,2.0147376804621735,0.5980686035187827
2MASS_J20570162+4341387,1.0079822674246708,0.07068496081695474,18.54344666762121,0.1325484606527052,45.227764867779705,2.0181451982393246,0.8136301948385185
2MASS_J20582381+4353114,3.6602377592858373,0.10312571091099065,9.909792577788114,0.12686047853293658,74.71933848639152,0.41001646911702555,1.218736055824502
DPP2017_409,0.7278448925517134,0.14892676551410683,17.8068457080633,0.3513268323819876,36.04880796104117,5.502222438445133,0.478464677391462
FHK_101,-19.383282165345804,14.016860589274275,57.382037927803516,27.415073070283945,-87.0466803590012,1.5691694184550142,2.117807312123981
FHK_115,4.185191879170411,0.6682721796071824,9.070167562895577,1.2399280256830973,76.561832243473,2.023411398155871,0.4407821119234671
FHK_118,1.401758756299424,0.12786919559647847,17.267147514089203,0.26369557202685456,54.49633357862143,2.46829144319597,0.7960855223254282
FHK_123,2.2566084448147743,0.1303484599407374,14.514638826039373,0.25188699669166414,66.09981349437942,1.2226933712857975,1.315639685943452
FHK_127,1.9475092544817667,0.7359363482920538,13.814424178043081,1.4447539167742534,62.8205618409666,8.248331992830897,0.778884258886937
FHK_130,1.1831262482322236,0.10322314164437651,15.046732605756166,0.2194578407197696,49.79489237729816,2.4662761982558847,0.23922970681921857
FHK_133,2.5637240558708507,0.47097141148594757,14.144116266276866,0.811388758422785,68.69135230818246,3.472222422273513,0.5835094856133235
FHK_134,1.3771691457872843,0.18617347187860445,17.611748358331866,0.40623238445280485,54.01557638529037,3.6048200842959575,1.1056047512617684
FHK_137,1.8861430225290023,0.30355458734087193,14.519561435822652,0.643550254757602,62.06824178874227,3.7942046549165647,0.747029170349718
FHK_138,2.638210380225834,0.45304591155335894,14.943442741268667,0.9415418561414359,69.24104540293139,3.161953195246371,1.237495312517221
FHK_142,0.985578160011938,0.07091315225418904,14.667908951835173,0.11610042929226605,44.58385116421844,2.0542297633997317,0.2069435477235447
FHK_146,4.54273205096681,0.4235505989335211,9.275104817939347,0.7874672479980802,77.58537610147798,1.1110988262924621,0.7695129281260323
FHK_15,5.4990046203699645,0.7345142075016424,6.764845200652649,1.389122562934555,79.69332812483444,1.3368649793069818,0.6821731527417036
FHK_150,1.3527010592944042,0.1865416411748685,16.459481038163098,0.44872536851788514,53.52590315524039,3.704821512440767,0.8507016625363136
FHK_153,1.2722852105920344,0.24311989025360392,14.695543176369313,0.4430772702652588,51.83310330737068,5.179403688940768,0.3169767756868262
FHK_155,0.9109238107300484,0.07836019593353111,14.811881909781626,0.12943105870427551,42.331134628931416,2.444226825478341,0.30848667999251406
FHK_158,0.7997156675764321,0.1204376745671844,16.288974459342402,0.21390384149975183,38.64987258008926,4.185836479823258,0.2344210517841563
FHK_163,3.6589457101373295,0.3221482105888154,8.465106990805705,0.6877298216825269,74.71419496437026,1.26853456876567,0.9453924462443917
FHK_164,2.7819301761713575,0.3144810763810093,13.334658454247435,0.7249185008518051,70.22837986663782,2.0459381376388794,1.1137338227195073
FHK_165,0.8114717030269789,0.09049524275863219,13.155566078281625,0.11042749351476555,39.058352090760486,3.117939567945962,0.2067218078045154
FHK_172,3.425282078626016,0.496366605469136,11.387357413491515,0.9717397656284925,73.72500629997569,2.1954805427730104,0.488986159072729
FHK_179,1.7171763330883034,0.10272512724031624,17.16485786424953,0.2139898493199226,59.785558625596586,1.4791543084069672,1.347593713511618
FHK_181,2.7329302447017922,0.25875630032388663,13.157130348831771,0.5176073154923486,69.90204209575249,1.7393075484929728,0.8190386411690956
FHK_182,1.451562065859575,0.09612946082980289,16.639671590809208,0.1957953832618049,55.43653787173478,1.768192007597651,0.6692435476721931
FHK_183,1.4391067059605223,0.13838032937778844,16.201755106197577,0.27524133572900666,55.20550937215336,2.570860959765526,0.3929857862970293
FHK_192,2.1369518758193786,0.21333236857050897,15.224187422451898,0.4298118855332893,64.92246199976822,2.187185651299674,0.5924931174155036
FHK_200,1.3630441871901802,0.13088884192551797,14.830524356425395,0.2898352472101138,53.734293489956094,2.6098341850608784,0.3663405799806422
FHK_203,1.401657116311673,0.06928180530153583,17.45048325793163,0.14839136580086887,54.494373212041246,1.338658837591453,1.1320400489908036
FHK_21,1.2186789338619513,0.07823060893157252,16.923721358840417,0.18610702263865875,50.62904354473917,1.801506739969879,0.6590764194625799
FHK_210,7.718020760166325,2.831754538606195,4.369502776919026,5.42848595905418,82.61749179802234,2.4724343854067974,2.261031207273835
FHK_213,1.339992410428632,0.09721169434961918,17.54373888081171,0.21971668498605545,53.26701768339107,1.9948371061120231,1.32789193815429
FHK_216,4.155662833095275,0.29053209488747056,10.650631183622618,0.499598971265681,76.46984310227334,0.9028371018150555,0.5213525121224742
FHK_217,1.1624063618188107,0.0648884119544666,16.898881618569447,0.18458265786204286,49.295104886874654,1.5790621500502495,0.7650606936960763
FHK_22,0.909649909399971,0.060052631328827655,18.067577257023622,0.1549104238841359,42.29122001623665,1.8828519603407534,0.7809745160769664
FHK_226,3.0481465751090244,0.5070357475413112,13.162014744508284,1.043479463849624,71.83697891337255,2.7823147183350376,0.8253734415320234
FHK_234,1.2686064756431361,0.20680918623380684,17.712216879268713,0.4530868887164452,51.75246911220671,4.5135151902580315,1.333948259012188
FHK_24,0.8079154438928251,0.12851057523158388,16.580488586530247,0.2591220744795386,38.93527992446117,4.479192644865995,0.6885901891462387
FHK_251,1.5889082977189974,0.12455424386609437,14.621527040941967,0.28197818057529034,57.81520938013734,2.0167535447874276,0.46415409707556493
FHK_253,0.8889095018567723,0.10759900086595137,14.324195792075642,0.12394196376454936,41.63419899355245,3.4412684107824507,0.19579598560256825
FHK_255,1.889886480165055,0.16629868460169384,16.30319364473423,0.3589983259147562,62.115236636000425,2.0758718395200737,1.7756536237688596
FHK_26,4.5229264366514865,1.252561654700309,9.782169749263417,2.356514080765974,77.53270950455514,3.2150649206035524,0.6807786320467403
FHK_272,1.114580135006487,0.06633937872357287,17.069712391460698,0.18765869987928596,48.10158230515776,1.6902420416514972,1.0960854191358735
FHK_278,4.083076203906561,0.9262802140878592,8.719704427526962,1.7125500653902384,76.23838125302619,2.9133693627170314,0.2959189826518759
FHK_28,1.3289234442939153,0.13469711652379956,15.89668915783115,0.2850573430122276,53.03894831769328,2.7790953034817614,0.4606911790094456
FHK_281,2.6114802136954958,0.3199025162954825,13.082535458418617,0.6746405225346255,69.04692673838736,2.3044145345780143,0.48645257333814007
FHK_282,1.6675542076573149,0.11170708731578594,15.15276497955735,0.2281747336995794,59.04969904516018,1.683769750730267,0.4077790752707194
FHK_285,3.900189335836994,0.2924873532847876,10.331120145671537,0.7340118134647522,75.61927447071825,1.0228095594509496,1.6243967715726328
FHK_286,1.2058436987559085,0.06182979308124925,17.666519888109196,0.13961828061774284,50.33125622602717,1.4345113234772897,1.2628270317442938
FHK_300,1.3345235431330589,0.09604409422885074,16.38711899942306,0.26278056638625635,53.15463816067548,1.9757484701049866,0.8287344235458393
FHK_32,1.9361835024995053,0.06461022681513018,14.939790288192524,0.1205508943456195,62.68455236700247,0.7807899892776213,1.082478446214274
FHK_323,1.3078852751836547,0.08239396307959912,16.517785742949435,0.1903737710642961,52.59872264137679,1.7321498075188133,0.7665338751554484
FHK_327,2.015349249106075,0.2605145286458064,16.252667158808066,0.49475692523767556,63.60976318815133,2.939894573581946,1.5156413086655625
FHK_344,3.0975863182437022,0.34530221517918047,11.732865470989946,0.814044911664241,72.10825985178266,1.8738956378518816,2.1310927162584767
FHK_348,0.8405961295671078,0.0388483768794991,16.014571393873418,0.09921923167354496,40.05027901317466,1.3045181195616757,0.3467909648768403
FHK_35,1.7768924308776093,0.2123813608947781,15.622235641421556,0.44954543463668895,60.6300491085662,2.9205280270830887,0.7211788842850425
FHK_36,7.779149233437515,0.5449934063765327,4.06895724971693,0.8874032768711035,82.67487089647766,0.5064934443327324,1.7931578755938147
FHK_361,1.4867316976306288,0.10499052199500347,16.475149433880333,0.2934578786492441,56.07457915847877,1.8789680591282807,1.6982052040338451
FHK_362,1.6016971100191677,0.13798057824170862,16.141930254985475,0.35120786709612783,58.021909645914626,2.2061384571686475,1.6973389648322454
FHK_371,1.6084238750408446,0.18193076601264402,15.747330581064674,0.33557764154956793,58.12968160448135,2.913716068349865,0.3362699038350732
FHK_372,2.518503882472089,0.3575523140537209,13.975523291877789,0.736512564032771,68.34389670499264,2.790135022922465,0.5892140669156916
FHK_390,0.8889917901368407,0.043402921300688624,18.50042996449686,0.08247007420824737,41.63683268307388,1.388939285768127,0.6458079306333981
FHK_40,2.041957073751405,0.14979204427030535,15.218249614766979,0.2637910980506373,63.90779482586545,1.6571813323965288,0.9765070514564439
FHK_405,3.4387383931176716,0.3653813895229523,12.530546532882909,0.7167466826500792,73.78534067678274,1.6254382369928004,1.0362795606164004
FHK_408,4.63608887522854,0.8052079180369849,9.87882491599811,1.069692940838891,77.82784186110511,1.986684272967272,0.30160980609441745
FHK_409,16.7755991180223,40.8184041213503,-20.513584396455535,99.35609232830274,86.58861267972908,88.5963366206924,2.2767117749155594
FHK_418,5.332301999476385,1.2079697841521027,7.931460852398274,2.077150238467474,79.37833455507068,2.2228691618251504,0.46169341742048775
FHK_43,7.648023602837109,7.329518191454582,3.8133538638943847,13.373009491993177,82.55068019961169,4.639121196199037,0.7223535596872096
FHK_430,2.535420672763344,0.5063493204411518,14.258835228314032,0.8728812415820588,68.47513495734705,3.818311192295234,0.6525505705826441
FHK_431,2.381244279946248,0.23243954760730912,13.90382255724502,0.36835454792185285,67.22010178387633,1.9698742591904708,0.33930883597443207
FHK_434,2.3025838389790043,0.15577919471297919,12.826644282348791,0.2355226252755056,66.52494807338802,1.418363310032389,0.5640333079019246
FHK_438,1.2801854693675836,0.10846234090735729,18.089128202630143,0.23167706684102818,52.00529482757454,2.3437478976209842,1.032225967294377
FHK_44,1.3338685346535788,0.11036414581390608,16.854281725980798,0.25345982548467383,53.14113883758267,2.2577471311007398,1.1016732696694522
FHK_442,2.4114821277382363,0.1061438051864334,15.329921756243913,0.15769308210244937,67.47705859831416,0.896201378227522,1.6291943870013148
FHK_444,-18.96312356263016,39.95003300479862,58.833810240104,81.31664785804836,-86.9813643708224,88.47477058323838,1.6306030523579744
FHK_45,1.1284208679621968,0.09804895001770897,16.23355678994882,0.1929841540595021,48.45282446312634,2.4577365153056623,0.33529129364822363
FHK_451,4.971823381764521,0.7648104402242706,6.724692284893535,1.8863959783435629,78.62763652876468,1.703388421659081,1.446668736538864
FHK_455,1.8835166692398952,0.1642950193109547,14.555983422401473,0.3274939905529708,62.035194489933346,2.078508264862798,0.37011858795041147
FHK_456,2.417953238389,0.29606271545853957,14.069903132023,0.5224613276035752,67.53133697229772,2.4358701888440284,0.6846240363494974
FHK_459,2.525934580710442,0.24959386523432547,12.710342622864342,0.4683852122922092,68.40173044476927,1.9214881771273493,0.5786723124403171
FHK_46,2.501439915875383,0.33648373974349743,12.916620740842063,0.4760542086406545,68.2099633594647,2.636589511190726,0.24179351758158893
FHK_460,2.5369991225418653,0.4971479632134501,14.676869497805908,1.0683630404383209,68.48727875052273,3.8190737255032525,1.7724711996562217
FHK_464,0.9657201103651092,0.02504479418613076,19.30357305900496,0.03826236604447608,44.00092899523274,0.7418590832173545,1.0929025310006302
FHK_468,0.9747687494340576,0.038512775935288124,19.10559272267315,0.06274454921263484,44.26798236784231,1.1302249644448419,0.8408918897934116
FHK_47,1.1493964506124796,0.23465005135768807,14.76538835226383,0.43889646069206556,48.97601522022385,5.706934824983306,0.2835905747484635
