ID,new_m
FHK_511,0.06108585628992813
FHK_514,-0.1187599701065148
FHK_517,-0.4434802939670935
FHK_524,0.17755109169497332
FHK_530,-0.47645179011113503
FHK_531,-0.1430057975898507
FHK_532,-0.07166473078490433
FHK_543,0.3296154826632825
FHK_56,0.313378166666969
FHK_562,-0.38079442752388815
FHK_566,-0.010154605127342377
FHK_567,0.27501842796952625
FHK_569,-0.11913957704552082
FHK_571,0.14597942724451135
FHK_575,0.11381126316200088
FHK_576,-0.39188984949426237
FHK_577,0.8993104086930837
FHK_579,0.15165654441752394
FHK_580,-0.06359494242407035
FHK_62,0.023093422852697772
FHK_67,0.007704168447847549
FHK_75,-0.41567904861651495
FHK_79,0.31910763017309896
FHK_8,0.14597611405540564
FHK_82,0.6380225529002845
FHK_86,0.08691620246320464
FHK_98,0.7817317455132079
GDR1_2065995748890512768,-0.043832484073013454
GDR1_2066790146043148928,0.1811640215799034
GDR1_2066844954118735744,-0.4077965615394336
GDR1_2066855807501721472,-0.07589401226769169
GDR1_2067026815919131392,-0.2836914454780764
GDR1_2067026953358039552,0.10691206916794191
GDR1_2067030011373814272,0.211271926110443
GDR1_2067032760152922112,-0.48800401938240723
GDR1_2067034237622346240,-0.06287136893101418
GDR1_2067034546860024960,0.17618041297132273
GDR1_2067059732550905600,-0.20792579120158908
GDR1_2067061691055800448,0.19425851574429695
GDR1_2067062618768745728,-0.11968806075425602
GDR1_2067062824937136000,0.6326912468020298
GDR1_2067067807089176192,0.4116268521105094
GDR1_2067069937403328128,-0.26540550411878583
GDR1_2067074301079809408,0.19483170326797358
GDR1_2067120514926515200,-0.06933388414788377
GDR1_2067128658184872064,0.18750486259624063
GDR1_2067128795623856256,0.5180968545516101
GDR1_2161843098061857280,0.04274958800926928
GDR1_2162078393549548288,-0.12959443668698137
GDR1_2162091003573281920,-0.28246307653663943
GDR1_2162091278451209472,-0.37126887313486195
GDR1_2162117563651224960,0.1038118062873501
GDR1_2162121961697794304,0.3768797047652927
GDR1_2162122064777006080,0.04228381801450092
GDR1_2162122339654917120,0.48996235603165617
GDR1_2162126187945624704,0.4648604826974372
GDR1_2162126325384584576,0.021227540584077075
GDR1_2162127562335172992,0.2100635727235781
GDR1_2162127974652045056,-0.4925338525983123
GDR1_2162128009011784832,0.6658793793247528
GDR1_2162134880959435904,-0.05687187096602235
GDR1_2162135327636039936,-0.8414058857774936
GDR1_2162221536218867072,0.17359251766002579
GDR1_2162221639298015872,0.07867847226236892
GDR1_2162221673657763584,0.301903311074653
GDR1_2162221673657766272,0.3938216010328949
GDR1_2162221776736976896,0.34644803371247146
GDR1_2162221811096717952,0.04369114495032288
GDR1_2162223086709799296,0.789649995888862
GDR1_2162224147560188672,0.6686959434293074
GDR1_2162227205576431488,-0.053087121705271315
GDR1_2162231676644797824,0.07154106052422866
GDR1_2162235726791704960,0.678225182178057
GDR1_2162235795513138560,-0.03705721560737421
GDR1_2162239506362783488,-0.23116091503474673
GDR1_2162240708953684992,0.2393096351585467
GDR1_2162251394832460672,0.25358569725962643
GDR1_2162872928138757248,-1.1991309270389323
GDR1_2162886568955114112,0.4721304628120473
GDR1_2162886775113495552,0.3196903786679701
GDR1_2162902683672550912,0.9901737975391953
GDR1_2162903680105026176,0.8491492474432716
GDR1_2162904161141389696,0.8362558159396974
GDR1_2162909830498130048,0.30300832778350684
GDR1_2162924673904534272,0.6292212968874361
GDR1_2162930652500328832,-0.09574093609015029
GDR1_2162931580213813632,-0.1570038221753623
GDR1_2162931786370808448,-0.09825494130653013
GDR1_2162932851524210816,1.0539869573429885
GDR1_2162932993257907584,-0.5984749163832896
GDR1_2162933882314931968,0.044250489971574686
GDR1_2162935565942174208,0.5832789564565986
GDR1_2162936665453858432,-0.18559173496462622
GDR1_2162938074203123712,0.7368275690215601
GDR1_2162939173714801152,0.5235913484596136
GDR1_2162939208074518912,0.7359953604937377
GDR1_2162939208074527616,0.5385055684932306
GDR1_2162939792190072448,0.40993277504298825
GDR1_2162940067068027264,0.2909865314249923
GDR1_2162940067068027392,-0.14364422317668796
GDR1_2162941716335179008,0.39130775288947345
GDR1_2162942918926094208,0.025622880634394416
GDR1_2162944911791083136,0.30734904179138367
GDR1_2162945976943020416,0.35819973217328616
GDR1_2162946080022052992,0.8439312069854464
GDR1_2162946526698717056,0.07856979085240753
GDR1_2162946767216898432,-0.24486340508082602
GDR1_2162947420052773760,1.0489086414448296
GDR1_2162947591850664960,0.06740841712803683
GDR1_2162947729289614848,0.6480257864577621
GDR1_2162947798009095808,-0.27830243430421026
GDR1_2162948107246789120,0.040348699973181225
GDR1_2162948141606527616,-0.3897201488992494
GDR1_2162948691363126144,0.8326754591195038
GDR1_2162949309837722880,0.33967962441256067
GDR1_2162949378557095680,-0.01170717763619234
GDR1_2162949378557115136,-0.2291456109143248
GDR1_2162951027824541312,-0.2043362060180551
GDR1_2162951474504020224,0.7861568767138847
GDR1_2162951749379088640,0.044395023968894345
GDR1_2162952470933669632,0.3203932251349613
GDR1_2162952711451794176,0.054564456268219895
GDR1_2162955185352996096,0.22696025794028138
GDR1_2162955803828359040,0.3212624851642222
GDR1_2162956903341232128,0.8024038414478442
GDR1_2162960820350057856,0.6019022794297492
GDR1_2162961267026674432,0.42935574965072326
GDR1_2162961541904548992,-0.5065850994428835
GDR1_2162962985013647616,-0.011517455491728022
GDR1_2162965012238950656,0.09504881038001894
GDR1_2162965287117378944,0.7356028660213929
GDR1_2162965699433784192,-0.053098965082537496
GDR1_2162966146109606528,0.22349344178928066
GDR1_2162966798944719488,0.04222303948686682
GDR1_2162967795377160064,-0.29457629046216627
GDR1_2162969788241971712,-0.07793410258628138
GDR1_2162969788241973632,-0.29527122229639396
GDR1_2162975698125115392,-0.4019920908074842
GDR1_2162976419671618816,0.73944732373241
GDR1_2162978172018122240,0.073450881309391
GDR1_2162984631649047936,0.4433506721912048
GDR1_2162988101982678912,0.17173019933180494
GDR1_2162988754817727232,0.9208885621095059
GDR1_2162989201494332800,0.03413506089981598
GDR1_2162989510731974016,0.8267107391439856
GDR1_2163017101601143040,-0.36918282591443596
GDR1_2163020881172468608,0.27842986542823095
GDR1_2163069500202546688,0.038262194804970194
GDR1_2163135367823138944,0.5651822573607647
GDR1_2163135573981345152,-0.044159119343208014
GDR1_2163135573981345280,0.19687951444635804
GDR1_2163135677060562176,0.39082823857307003
GDR1_2163136123738466688,0.07862568098322471
GDR1_2163136192456870016,0.5627713710316365
GDR1_2163136364255498624,0.6112783075114918
GDR1_2163136742213531520,0.2469017458391874
GDR1_2163136746511218176,0.29013419485377884
GDR1_2163137360688842752,-0.11095234304526581
GDR1_2163137738645105280,0.3591336216973109
GDR1_2163138116611233408,-0.22497388220456538
GDR1_2163138288400926464,-0.1445310829171551
GDR1_2163138361418522624,0.5737119896735005
GDR1_2163138597639123456,1.015177835852115
GDR1_2163138601937119360,-0.3199644668538188
GDR1_2163139151692568576,0.19657192074014904
GDR1_2163139804527939968,0.2604667038499253
GDR1_2163139873247408384,0.02221390132905303
GDR1_2163139937669407872,-0.17108059879496193
GDR1_2163140246906862080,0.5225071612908165
GDR1_2163140281266601728,-0.17269960026578446
GDR1_2163140315626343168,0.7469977057877948
GDR1_2163140315626344064,0.3980486292112814
GDR1_2163140315626346880,-0.3175255249735095
GDR1_2163140453064444544,0.42300722384131
GDR1_2163140968460295680,-0.4989966972773222
GDR1_2163141208978477312,-0.0321794242129956
GDR1_2163143717240796032,0.8117779809673853
GDR1_2163144473153865856,0.1783345480697911
GDR1_2163144541882323584,0.6374770569054559
GDR1_2163144576233088640,-0.14940710650881558
GDR1_2163144644952565120,-0.17822113289405767
GDR1_2163144851111005056,0.7553976411934
GDR1_2163145984982389632,0.6467490876355726
GDR1_2163148596322501760,-0.7721280253077026
GDR1_2163148768121199360,-0.2451379507967652
GDR1_2163149214797802752,0.11926681633180272
GDR1_2163149317877028224,0.9388742289480366
GDR1_2163149661474923520,0.12111503191642722
GDR1_2163155055959979392,0.32826344644301875
GDR1_2163155227752761088,0.2444675911126219
GDR1_2163156052385630336,-0.10819078717679217
GDR1_2163169761929937280,0.4785289435651778
GDR1_2163215391652091520,-0.04426123192126043
GDR2_2067027228235955584,0.2804489864176473
GDR2_2162926254452857472,0.23577753609057323
GDR2_2162948455142499968,-0.09813961453493827
GDR2_2162951684957670144,-0.3898155923609958
GDR2_2163136059317926016,0.2866665263393427
GDR2_2163137120170654720,-0.4000029066234206
GDR2_2163139804529410944,0.012840854360253192
PSO_J205647.351+434127.587,-0.26265258350109477
PSO_J205818.503+435346.014,0.3211077015261213
FHK_176,0.3821395531124951
