ID,SLOPE,SLOPE_ANGLE,SLOPE_ANGLE_ERROR
2MASS_J20505039+4450115,12.644013142059313,85.47795761125296,0.630707118431047
GDR1_2162967795377160064,1.1375158533690568,48.681018145619724,1.3138735494650196
2MASS_J20532233+4438526,1.331163669558189,53.08530317986586,2.730523378106143
GDR1_2163140315626344064,3.370501996916924,73.47481378347065,1.187401743389359
2MASS_J20503796+4425123,0.8713445923354183,41.06708949847166,2.352585794152885
PSO_J205601.466+433543.777,1.0199487233224211,45.565826489977965,0.8074043032109094
GDR1_2162909830498130048,2.66098477301653,69.4037435520156,1.082023569112914
GDR1_2162931786370808448,5.523097159203945,79.7373299041268,0.4305394819377454
GDR1_2162962985013647616,1.6865706738625041,59.33548772522343,2.8146006148624796
GDR1_2162967864096636288,1.074794131954396,47.064558188574956,1.7608583615243196
GDR1_2163140246906862080,5.5375333125866995,79.76351790575887,2.1747516065609496
GDR1_2162961541904548992,0.8094070510225067,38.986952457927934,1.8243284375946245
GDR1_2163069500202546688,2.652887927374388,69.346180829431,1.6874113873120729
2MASS_J20500617+4425050,1.0540734362571293,46.50796180895597,1.5109964518486294
GDR1_2162976935068180608,0.6363232589382977,32.46954562436195,27.768368595063546
GDR1_2163136192456870016,4.222714809629941,76.67696763976623,4.082378604241487
GDR1_2162134880959435904,1.7222154621341934,59.85851678760508,2.6515699335797036
2MASS_J20531994+4428438,1.180571595044542,49.7338222480967,1.9519235837387159
GDR1_2162128009011784832,3.7725029890159503,75.15370430034241,0.9533822416335451
GDR1_2162952745812291712,1.449398548310275,55.396600810477445,1.9681049977957885
GDR1_2066790146043148928,3.6036597765320635,74.4908955956286,1.07699918981572
GDR1_2163139937669407872,1.9514102569526497,62.86713361236264,2.163855324244803
GDR1_2163145984982389632,4.797663246616797,78.22613916269619,0.7844233935190875
GDR1_2162886568955114112,3.5521795826171965,74.27717072588801,1.0335467564747922
GDR1_2162988754817727232,5.571259938308774,79.82418759630751,0.6532846210675993
2MASS_J20533662+4439529,1.352299013397658,53.517762542366505,1.6671348398825527
GDR1_2163141208978477312,1.0047726480139147,45.136400539970204,1.1804364953407787
2MASS_J20505575+4418286,1.0131222110243039,45.37346796800562,0.7859655542718716
GDR1_2163162065339769856,1.0112686266633049,45.32101032379481,1.371215743911199
GDR1_2162240708953684992,4.05880608915513,76.15924732313341,1.7326081799791813
GDR1_2067120514926515200,1.5559801290413389,57.271885811990224,1.8749787680634766
GDR1_2162961267026674432,1.7995911521917942,60.93987011781708,2.4721872681294
GDR1_2162989201494332800,1.0287616868224245,45.812225944149795,3.20023487870335
GDR2_2162948455142499968,1.8477263268455903,61.577495923918086,1.0714101898078954
GDR1_2162091278451209472,0.923025555063221,42.70780079272914,0.978158044239925
GDR1_2067062824937136000,3.1948210516156914,72.61953674975548,0.6344895660796269
2MASS_J20510895+4416420,1.0986037192548377,47.69008627856083,3.546739529420109
GDR1_2162952711451794176,1.2817312990446112,52.03883307696478,1.469670033570144
2MASS_J20505363+4424305,2.5095420923279224,68.27375303574219,2.071112354898536
2MASS_J20512059+4420322,1.0635166343723228,46.7630516432391,1.467222983864028
2MASS_J20510029+4424364,1.4901080028271614,56.13474250766335,2.3035147833905363
