ID,RA,DEC,NU,rMean,PER,Q,M,primary_class,secondary_class,per_changed,star Identifier,odr slope,odr slope error,intercept,intercept error,angle,angle error,pythag
FHK_226,313.1774999999999,44.322555555555546,0.0164578548592488,17.37768687468354,8.977221807,0.136448135,0.090899364,p,,,FHK_226,2.5171645436389958,0.393004093000368,14.269067831626227,0.8123335708571151,68.33343995904917,3.032265364419783,0.8246592477808411
FHK_234,313.21095833333334,43.71541666666667,0.0227024397684657,18.314623541471573,1.301703335,0.879581008,0.6697707,apd,,,FHK_234,0.9527880683972628,0.099930285862137,18.40524530476543,0.2191222230733043,43.61504795031488,2.9612124315574606,1.5790356488570108
FHK_24,312.68720833333333,44.26516666666665,0.0192491322984354,16.181072238342967,3.224052142,0.906434136,-0.212533141,s,,,FHK_24,0.5466956224980847,0.0859693911087492,17.101266278766175,0.1731786621519777,28.66523367072197,3.769494211929161,0.6463265960119212
FHK_251,313.2739583333334,44.710305555555536,0.0097790901334249,15.94552321170886,4.116498968,0.603881638,0.016617629,qps,,,FHK_251,1.4326412788559633,0.0902286176540866,14.97142874950923,0.2029897748779809,55.08451844551003,1.6865809794794764,0.4672069554937634
FHK_253,313.2792083333334,44.30697222222222,0.0055099992774587,14.196387123492062,,0.895302059,-0.717481753,b,,,FHK_253,0.8644899813140554,0.1024011831253755,14.35350251960492,0.1185525082322129,40.8430860122742,3.333704987788419,0.2171303609469006
FHK_255,313.28416666666664,44.087305555555545,0.0345004884449746,18.22356009295238,2.326244467,0.801024548,0.096186181,qps,,,FHK_255,1.2584428628589437,0.0905296095634622,17.67823802059825,0.1958894564423872,51.52819343750973,1.9993084067292868,1.661181712768511
FHK_26,312.692,44.31944444444444,0.0281360817067058,16.437197907911393,13.70463665,0.648882999,0.427430752,qpd,p,,FHK_26,3.621040433318063,0.862659114464343,11.484003317496098,1.6271249785641908,74.5617787502865,3.4830756277530326,0.8487346366248488
FHK_272,313.3210833333333,44.64283333333332,0.0137237890019883,17.396612630696207,174.6968968,0.782494349,0.372368463,qps,l,,FHK_272,1.0987393147602098,0.0511138103534061,17.122980183214437,0.1400042793356455,47.69360633824638,1.3267519598034951,1.3506650846234045
FHK_278,313.3497499999998,43.905,0.0086672207066693,14.443741231666666,,0.674807632,0.276107931,qpd,,,FHK_278,4.128502448806769,1.0578905828389056,8.627710673430045,1.9531720136910036,76.38413183417988,3.179833865246111,0.2952875355715767
FHK_28,312.695875,44.29147222222221,0.0120817199644638,16.592677313730572,1.053074296,0.637760698,-0.065633239,qps,,,FHK_28,1.120542731168071,0.1036986010170971,16.33851373718347,0.2198744809674782,48.25349009522098,2.6144133537654577,0.438801222076854
FHK_281,313.35270833333334,44.342805555555536,0.0117626768811114,16.458690968987344,2.778363006,0.199089861,0.319779506,p,,,FHK_281,2.021731971038772,0.2493282147526069,14.313423290677662,0.5277107236205332,63.68183122520525,2.7758207330396414,0.491503302878532
FHK_282,313.357375,44.17925,0.0079557851346431,16.505422041444863,1.453457054,0.148104955,0.060817786,p,l,,FHK_282,1.4963617109249585,0.1018987936802366,15.496910615583143,0.2085573277023149,56.24568347852016,1.8008584128786662,0.3742206217032965
FHK_285,313.3654583333333,44.17630555555554,0.0388734420536378,17.597791905893537,6.821,0.881788753231842,0.011918464,l,,True,FHK_285,3.9893609546312216,0.4044412532429697,10.160684563878249,1.0024650670267912,75.9278093158978,1.3521820563338007,1.5362592733138702
FHK_286,313.36758333333336,44.30577777777776,0.0100392814770493,18.148579890506326,0.974698721,0.164154778,0.099982644,p,,,FHK_286,1.1786349763438064,0.0598529022875684,17.730845216748754,0.1368488688667906,49.687423770763694,1.4345473503817985,0.9892511602965472
FHK_300,313.394875,44.48825,0.0150916298810791,17.3086925414557,4.675960875,0.87883214,0.111900771,s,,,FHK_300,1.2033412275794113,0.0992177719232705,16.745590548210174,0.2708482537269763,50.27275843638088,2.313691761028336,1.068208484426178
FHK_32,312.70329166666664,44.32316666666665,0.0222805705909359,16.69428304398734,211.017524,0.738732563,-0.674596886,b,,,FHK_32,1.9246746700332027,0.0566094291048023,14.969054380804064,0.1050192970246062,62.54503957655398,0.6895632588452547,1.083673233929123
FHK_323,313.44395833333334,44.1803888888889,0.0095507666439661,17.23880222452471,2.889083162,0.132813887,0.236865723,p,l,,FHK_323,1.292288908056454,0.073968917160758,16.556771783365463,0.1721730487714587,52.26655130913899,1.5823019500178437,0.6421537961691578
FHK_327,313.487125,44.85883333333333,0.036007652209359,18.18332610709677,,0.902203069,0.177626075,s,,,FHK_327,0.9824462170736764,0.2163218233182915,18.20004881179464,0.3906277732342023,44.49266861231561,6.045278618014253,2.20269465311583
FHK_344,313.55720833333334,44.40897222222221,0.0528039982186264,16.71683148974359,5.492,0.7576522052474995,0.438971784,qpd,,True,FHK_344,2.5080504278343896,0.3529393942282237,13.18126057856438,0.8306272454454033,68.2620352581484,2.7141569307732585,1.849420011810147
FHK_348,313.5881250000001,44.257555555555534,0.00807130579637,15.6086406994403,,0.947214501,-0.457880036,b,,,FHK_348,0.7990137433821372,0.0354064914286027,16.11917355523343,0.0900037605599095,38.625335367009065,1.238918023198424,0.3123573133097426
FHK_35,312.72154166666667,44.39822222222222,0.0227602820459244,17.260714003821658,79.23302013,0.889110519,0.3906203,apd,,,FHK_35,1.4058556371187607,0.1476280828353099,16.40336997645754,0.3083861172822288,54.57535456048783,2.811101148992288,0.7814755204455971
FHK_36,312.72325,44.35025,0.0571177858500193,14.963962011392406,31.17223429,0.67236422,0.706981437,qpd,,,FHK_36,7.057727146265766,0.7012622904860475,5.119395305122258,1.1133161738403177,81.9355177189593,0.7762954704608636,1.784787354363207
FHK_361,313.69416666666666,44.20166666666666,0.032758040806016,17.883353257276113,12.48266155,0.586719789,0.649971139,qpd,,,FHK_361,1.1651495823427147,0.0865907409350106,17.393223842436832,0.2451158399842725,49.36186344836934,2.1084680705581507,1.5626619367972665
FHK_362,313.713125,44.19302777777778,0.0240321938378117,17.674581081835207,2.421,0.877823857869894,-0.309294345,b,,True,FHK_362,1.4057744888138868,0.080411560930106,16.64359708257748,0.2027871434605028,54.573792511121255,1.5486114594631388,1.4072219081363468
FHK_371,313.796375,43.95413888888889,0.0076875656540472,16.862677871000002,12.64792577,0.242243016,-0.054335666,p,,,FHK_371,1.4865256144305234,0.1604712713144449,15.969439766358809,0.29459978588919,56.07090073994108,2.848687009155694,0.3812930595430545
FHK_372,313.82604166666664,44.50352777777778,0.0125971513428688,17.079380843730885,4.137474985,0.381335554,0.084424475,p,l,,FHK_372,1.955857655350274,0.4071779043954464,15.1261326101718,0.8357734752219832,62.92003498193088,4.683976393472251,0.7196580708235398
FHK_390,314.0839583333334,44.70777777777778,0.0112769407826567,18.301651022935783,200.5914552,0.859926785,-0.162781609,qps,,,FHK_390,0.8645044456551086,0.0345413176308153,18.553524628446887,0.0657962204148567,40.8435602849005,1.1332169294033754,0.6733524718207613
FHK_40,312.72625,44.29794444444445,0.0178802720584949,17.05909723852459,6.524584329,0.815379189,-0.144376505,qps,,,FHK_40,2.1904329907092466,0.1511352571496835,14.955458824895768,0.26735008887829,65.46184425776097,1.48568746656354,0.8509550228915819
FHK_405,314.194875,43.76916666666666,0.0269550641399178,17.34777808039867,111.8762962,0.852942637,0.679840933,apd,,,FHK_405,3.58383717843211,0.320790476237585,12.267316869182816,0.6153727882868942,74.40927381617482,1.3166635874755406,0.9947389288647857
FHK_408,314.21570833333334,43.387027777777774,0.0136616447012837,14.724201862598427,3.437,0.45053836540067516,0.2121407,mp,,True,FHK_408,3.7045899216942217,0.9247676018114336,11.104491890062786,1.232327787768848,74.89387406429667,3.433758587257988,0.3536731147803997
FHK_409,314.2174583333333,44.09766666666667,0.0553410775063637,18.40283689043152,12.91961908,0.491696077,0.452461475,qpd,,,FHK_409,3.110967087559038,3.679153158990029,13.38776612574982,8.456782707504615,72.18028913829772,20.71388713858229,2.250636126919103
FHK_418,314.28275,43.69872222222222,0.0141603138865633,15.4011667102649,2.699546865,0.672750706,0.414780204,l,qps,,FHK_418,6.888800926823773,1.9285043282057035,5.244062318224895,3.332437136036725,81.74045795014183,2.1152820734504614,0.5050916411666787
FHK_43,312.73170833333336,44.297305555555546,0.0173437503158861,15.946455352173912,4.63856342,0.88315852,0.083570012,l,,,FHK_43,9.03651076127471,24.749793060037064,1.2750969140223036,44.82628886213193,83.68517607664144,87.50857676236234,0.6907415240994805
FHK_430,314.4521666666667,43.49522222222223,0.0132397961833468,16.91557074370861,7.294421477,0.304383999,0.350789743,p,l,,FHK_430,1.6105248890412522,0.2878839241045937,15.841458514625629,0.4978827346708812,58.16320734191628,4.45406161983686,0.6465978900885739
FHK_431,314.45341666666667,44.09055555555556,0.0084349925633118,16.068743418063313,3.554292979,0.424576912,-0.014763059,p,l,,FHK_431,2.3016587094732754,0.2222712918506333,14.023539744590256,0.3501977175356643,66.51653083215693,1.9931199509204405,0.2999374154775009
FHK_434,314.4995,43.89055555555557,0.0141578066200681,14.827265697674417,3.773631023,0.791936762,0.016643913,qps,,,FHK_434,2.3428535429832253,0.1230473266100633,12.764694762727265,0.1901424057133569,66.8857602308047,1.0839565803143476,0.6270360901071048
FHK_438,314.531875,43.88133333333333,0.0149783566479693,18.686032510596032,1.644813423,0.88001727,-0.084263214,s,,,FHK_438,1.0786987412920817,0.067825257751296,18.512566141771963,0.1412342744626844,47.16816082408032,1.795514016457204,0.9920132148948064
FHK_44,312.73945833333335,44.41272222222222,0.0201092161661392,17.63652670664557,2.207354572,0.810936647,0.186059408,qps,,,FHK_44,1.1723697251218412,0.0807150437717261,17.23649143779351,0.1835008987381936,49.53670910788612,1.9434771423296269,1.103727793011538
FHK_442,314.54174999999987,43.75999999999999,0.0311448662939756,17.502515415231787,4.529032924,0.52513063,-0.190172422,qps,,,FHK_442,2.066973630879523,0.1614018036003316,15.870510257402698,0.2500254730905258,64.18234416151199,1.752526942372965,1.9758056838175608
FHK_444,314.54775,43.882527777777774,0.0536868617474224,18.681353464765103,182.0,0.5632376994301438,-0.093619878,qps,,True,FHK_444,-7.727520278748871,2.3071468481844613,35.597763406203825,4.596017790021502,-82.6264634957022,2.021472428529085,1.8908877455486464
FHK_45,312.74195833333334,44.49952777777778,0.0074353493951183,16.48954746329114,35.22973074,0.727375627,-0.309076227,b,,,FHK_45,1.1656774004857042,0.094522574741825,16.16230434245726,0.1858100041433585,49.37468754641274,2.304242847063209,0.3390429061012531
FHK_451,314.57466666666664,43.89558333333334,0.0330380520186157,16.648405226490063,15.044,0.808885909447073,-0.011839142,qps,,True,FHK_451,4.338329592581172,0.7795988374151719,8.375869804908962,1.9169414357345191,77.01983888541807,2.140377779007924,1.4426044433977545
FHK_455,314.58974999999987,43.89580555555556,0.0094830084387081,16.31600544039735,2.873871917,0.824721999,0.028673554,qps,,,FHK_455,1.7026270999915611,0.1505828305654021,14.91402353296456,0.3030333898207296,59.57310521092003,2.202947962099352,0.3814098031178224
FHK_456,314.59708333333333,43.88302777777778,0.0181736176240036,16.56330697847682,7.829,0.66488043,0.195872821,qps,,,FHK_456,2.1237889858752066,0.2291050343098788,14.583959375179024,0.3984225850993157,64.78629054621628,2.3627918481043126,0.6763018281125761
FHK_459,314.60004166666664,43.8985,0.0118179748892366,15.569150735430467,2.449709693,0.733864154,0.344276316,qps,l,,FHK_459,2.177404112368311,0.1855018026560326,13.36687303891479,0.3481973840492882,65.33245400777632,1.8358649087372003,0.57870814020371
