old_name,preferred_name,ra,dec,Simbad,TMASS,GaiaDR2,NameFHK
GDR1 2162976419671618816,FHK 360,313.69026,44.72828,2MASS J20544566+4443418,2MASS J20544566+4443418,Gaia DR2 2162976423969272576,FHK 360
FHK 362,FHK 362,313.71312,44.19303,2MASS J20545116+4411349,2MASS J20545116+4411349,Gaia DR2 2162908662267042176,FHK 362
GDR1 2162975698125115392,FHK 364,313.72643,44.7286,2MASS J20545433+4443430,2MASS J20545433+4443430,Gaia DR2 2162975702414757376,FHK 364
GDR1 2162909830498130048,FHK 367,313.7626,44.18112,2MASS J20550302+4410521,2MASS J20550302+4410521,Gaia DR2 2162909834796150272,FHK 367
GDR1 2163069500202546688,FHK 368,313.76662000000005,44.7407,2MASS J20550398+4444265,2MASS J20550398+4444265,Gaia DR2 2163069500202546688,FHK 368
GDR1 2162903680105026176,FHK 377,313.92714,44.23688,2MASS J20554250+4414126,2MASS J20554250+4414126,Gaia DR2 2162903680105026176,FHK 377
GDR1 2162904161141389696,FHK 378,313.98793,44.25995,2MASS J20555710+4415358,2MASS J20555710+4415358,Gaia DR2 2162904165439288320,FHK 378
GDR1 2163017101601143040,FHK 382,314.0202,44.58231,2MASS J20560484+4434562,2MASS J20560484+4434562,Gaia DR2 2163017105914194176,FHK 382
GDR1 2162902683672550912,FHK 385,314.0488,44.18196,2MASS J20561170+4410550,2MASS J20561170+4410550,Gaia DR2 2162902687970509056,FHK 385
GDR1 2162091003573281920,FHK 399,314.15075,43.35907,2MASS J20563617+4321325,2MASS J20563617+4321325,Gaia DR2 2162091003573281920,FHK 399
GDR1 2162134880959435904,FHK 404,314.19452,43.76724,2MASS J20564668+4346020,2MASS J20564668+4346020,Gaia DR2 2162134885258964992,FHK 404
FHK 405,FHK 405,314.19487999999996,43.76917,2MASS J20564675+4346089,2MASS J20564675+4346089,Gaia DR2 2162134885258965504,FHK 405
GDR1 2162091278451209472,FHK 407,314.21488,43.38047,2MASS J20565157+4322497,2MASS J20565157+4322497,Gaia DR2 2162091278451209472,FHK 407
FHK 409,FHK 409,314.21746,44.09767,2MASS J20565218+4405516,2MASS J20565218+4405516,Gaia DR2 2162149041471231104,FHK 409
GDR1 2162135327636039936,FHK 410,314.24725,43.79804,2MASS J20565934+4347530,2MASS J20565934+4347530,Gaia DR2 2162135331935563008,FHK 410
2MASS J20570162+4341387,FHK 411,314.25678999999997,43.694109999999995,2MASS J20570162+4341387,2MASS J20570162+4341387,Gaia DR2 2162122687552115968,FHK 411
GDR1 2162121961697794304,FHK 414,314.26396,43.69569,2MASS J20570334+4341444,2MASS J20570334+4341444,Gaia DR2 2162121965997332736,FHK 414
GDR1 2163020881172468608,FHK 415,314.26698,44.630759999999995,2MASS J20570407+4437507,2MASS J20570407+4437507,Gaia DR2 2163020885485568000,FHK 415
GDR1 2162122339654917120,FHK 417,314.28155,43.699909999999996,2MASS J20570757+4341597,2MASS J20570757+4341597,Gaia DR2 2162122343954454144,FHK 417
FHK 418,FHK 418,314.28275,43.69872,2MASS J20570786+4341554,2MASS J20570786+4341554,Gaia DR2 2162122343954454016,FHK 418
GDR1 2162122064777006080,FHK 419,314.30208999999996,43.682320000000004,2MASS J20571249+4340564,2MASS J20571249+4340564,Gaia DR2 2162122064777006080,FHK 419
GDR1 2162117563651224960,FHK 423,314.36123,43.59153,2MASS J20572670+4335294,2MASS J20572670+4335294,Gaia DR2 2162117567950813056,FHK 423
GDR1 2162239506362783488,FHK 425,314.40542999999997,44.1122,2MASS J20573729+4406439,2MASS J20573729+4406439,Gaia DR2 2162239506362783488,FHK 425
FHK 434,LkHA  185,314.4995,43.89056,EM* LkHA  185,2MASS J20575986+4353260,Gaia DR2 2162130899525324416,FHK 434
GDR1 2162126187945624704,FHK 435,314.50575,43.755590000000005,2MASS J20580138+4345201,2MASS J20580138+4345201,Gaia DR2 2162126192245146624,FHK 435
GDR1 2162127562335172992,FHK 436,314.52522999999997,43.825790000000005,2MASS J20580604+4349328,2MASS J20580604+4349328,Gaia DR2 2162127566634682496,FHK 436
GDR1 2162127974652045056,V1716 Cyg,314.52547999999996,43.88363,V* V1716 Cyg,2MASS J20580611+4353011,Gaia DR2 2162127978951544576,FHK 437
FHK 438,HBC 721,314.53188,43.88133,HBC 721,2MASS J20580764+4352528,Gaia DR2 2162127978951544192,FHK 438
GDR1 2162126325384584576,FHK 440,314.53692,43.78327,2MASS J20580885+4346598,2MASS J20580885+4346598,Gaia DR2 2162126329684099968,FHK 440
GDR1 2162240708953684992,FHK 441,314.5397,44.184090000000005,2MASS J20580952+4411027,2MASS J20580952+4411027,Gaia DR2 2162240713264484992,FHK 441
FHK 442,FHK 442,314.54175,43.76,2MASS J20580999+4345361,2MASS J20580999+4345361,Gaia DR2 2162126260964620672,FHK 442
GDR1 2162128009011784832,FHK 443,314.5451,43.88561,ATO J314.5451+43.8856,2MASS J20581082+4353082,Gaia DR2 2162128013311282304,FHK 443
FHK 444,FHK 444,314.54775,43.882529999999996,2MASS J20581145+4352571,2MASS J20581145+4352571,Gaia DR2 2162127940292305920,FHK 444
GDR1 2162251394832460672,FHK 446,314.55138,44.34949,2MASS J20581233+4420581,2MASS J20581233+4420581,Gaia DR2 2162251394832460672,FHK 446
GDR1 2162221776736976896,FHK 450,314.57095,43.89536,V* V2493 Cyg,2MASS J20581702+4353433,Gaia DR2 2162221781048591360,FHK 450
FHK 451,FHK 451,314.57467,43.895579999999995,2MASS J20581790+4353441,2MASS J20581790+4353441,Gaia DR2 2162221815408328960,FHK 451
FHK 506,FHK 506,314.58137,43.89575,2MASS J20581951+4353449,2MASS J20581951+4353449,Gaia DR2 2162221609241464960,FHK 506
GDR1 2162221811096717952,LkHA  186,314.58173,43.89846,EM* LkHA  186,2MASS J20581961+4353545,Gaia DR2 2162221815408328320,FHK 454
FHK 455,LkHA  187,314.58975,43.89581,EM* LkHA  187,2MASS J20582154+4353449,Gaia DR2 2162221609249896576,FHK 455
FHK 456,FHK 456,314.59708,43.88303,2MASS J20582329+4352588,2MASS J20582329+4352588,Gaia DR2 2162221540530414336,FHK 456
2MASS J20582381+4353114,LkHA  188,314.59921,43.88648,EM* LkHA  188,2MASS J20582381+4353114,Gaia DR2 2162221540530536448,FHK 458
FHK 459,LkHA  189,314.60004,43.8985,EM* LkHA  189,2MASS J20582400+4353546,Gaia DR2 2162221712329109504,FHK 459
FHK 460,FHK 460,314.60646,43.89128,2MASS J20582555+4353287,2MASS J20582555+4353287,Gaia DR2 2162221639298018176,FHK 460
GDR1 2162221639298015872,FHK 462,314.6126,43.8889,2MASS J20582702+4353201,2MASS J20582702+4353201,Gaia DR2 2162221639298015872,FHK 462
GDR1 2162221673657763584,FHK 466,314.62674,43.89976,2MASS J20583041+4353592,2MASS J20583041+4353592,Gaia DR2 2162221677969365120,FHK 466
GDR1 2162221673657766272,FHK 467,314.627,43.90262,2MASS J20583048+4354095,2MASS J20583048+4354095,Gaia DR2 2162221673657766272,FHK 467
GDR1 2162227205576431488,V752 Cyg,314.63997,44.05985,V* V752 Cyg,2MASS J20583359+4403354,Gaia DR2 2162227209887272576,FHK 469
FHK 473,FHK 473,314.66562000000005,44.02578,2MASS J20583974+4401328,2MASS J20583974+4401328,Gaia DR2 2162224186230287360,FHK 473
GDR1 2162224147560188672,FHK 476,314.69751,44.02632,2MASS J20584739+4401347,2MASS J20584739+4401347,Gaia DR2 2162224147560188672,FHK 476
GDR1 2162223086709799296,FHK 477,314.72174,43.9758,2MASS J20585321+4358329,2MASS J20585321+4358329,Gaia DR2 2162223086718636160,FHK 477
FHK 479,LkHA  191,314.77429,43.95086,EM* LkHA  191,2MASS J20590581+4357030,Gaia DR2 2162176215724606208,FHK 479
GDR1 2162235795513138560,FHK 481,314.81188,44.20792,2MASS J20591484+4412286,2MASS J20591484+4412286,Gaia DR2 2162235799821980544,FHK 481
