g_median_mag,g_median_magerr,r_median_mag,r_median_magerr
20.2213688,0.124165945,18.2242165,0.0320855752
19.8347244,0.0988989696,17.3269043,0.0223341696
19.24028585,0.0702018924,16.9665604,0.0201689899
18.89462475,0.059214591999999996,16.958252,0.0200860873
20.3404369,0.134488329,18.34224605,0.03404106385
20.249897,0.126801178,17.8221664,0.0267158076
19.9410248,0.0923712105,17.455919299999998,0.0226762118
17.1083298,0.0332910046,15.2966175,0.0150270415
19.9605179,0.1059128755,17.526722,0.023883177
17.6452904,0.0375015177,15.8232241,0.0161623321
18.162529,0.0336718038,16.318026500000002,0.01702660225
19.59186935,0.08518954365,17.3487663,0.0223882981
17.26099205,0.034328566899999996,15.5419035,0.0154788019
17.2581329,0.0343807973,15.53500605,0.015450489250000001
19.632483450000002,0.08686117085,17.300271950000003,0.0223751664
16.7953377,0.0248367786,15.0892925,0.0173935145
18.5004559,0.0418120939,16.5802383,0.0168666616
17.797611250000003,0.0392669663,16.0849495,0.0168647766
20.2960663,0.130708873,18.0307808,0.0292283371
19.3806458,0.0752891377,17.31923295,0.02227360195
17.497099849999998,0.03571812995,15.8177357,0.0160902459
20.3242569,0.13298741749999998,18.2290535,0.0323826186
15.8445549,0.0192498621,14.1603041,0.0135184592
19.9634323,0.106241204,17.7610817,0.0260780193
19.020683249999998,0.06222250125,16.9847088,0.0203121305
19.9812698,0.107541956,18.0091248,0.0289651025
19.6491318,0.0874735117,18.6748123,0.040617220100000004
20.6899834,0.161313653,18.73054505,0.0420909524
16.4776001,0.0195635986,14.964640150000001,0.01488049235
17.692005199999997,0.037017267199999995,16.00225355,0.01668726745
19.5497608,0.077652134,17.20769885,0.02129427625
16.4706869,0.02961918245,15.0829992,0.0147222839
17.7336292,0.033500963800000005,15.96146345,0.01520255815
17.1075516,0.0332276598,15.50221015,0.0153940213
17.0454178,0.0222084969,15.51081705,0.01540452145
19.1443014,0.05869559385,17.289310450000002,0.02198778655
19.86324695,0.09963051975000001,17.8403549,0.0269222483
19.63875295,0.0870481096,17.5339394,0.0240725987
20.08190635,0.113781877,17.6974773,0.0254420936
20.97634985,0.1799116135,18.856514,0.0454551876
19.6503649,0.0879274644,17.813467,0.0266650151
18.39675045,0.047954324650000005,16.3697624,0.017599443
16.5506897,0.0300405268,14.8545036,0.0144054443
20.0694122,0.113554731,17.8398972,0.0269221701
16.3959236,0.029343359200000002,14.7127037,0.0141585693
19.4068184,0.0778326914,17.1740837,0.02298126
19.3905315,0.0689895228,17.2091599,0.0199049767
20.61797045,0.1567022805,18.3980026,0.0349611193
19.52984145,0.0774837136,17.1758862,0.0206984188
18.7688694,0.0483974665,16.7523203,0.017441819400000003
16.4849224,0.0211930722,14.948431,0.0138356658
19.8342705,0.0992371812,17.98607155,0.031140573300000002
16.82996275,0.0291730687,15.3832755,0.01631482595
20.2159824,0.104718491,17.888335249999997,0.02443896325
16.60394005,0.027902347049999998,15.12698605,0.0158373518
15.873311,0.0273491768,14.436801,0.0138126882
17.3778152,0.0245112758,15.9498291,0.0161410961
19.4693985,0.0794532783,17.2518883,0.0220677219
19.366724,0.0683921203,17.29517175,0.02200456805
18.8920765,0.0507590361,16.984795599999998,0.019844252649999998
19.38939285,0.0756432526,17.5239086,0.02385123725
19.4842148,0.0801775381,17.5785923,0.0243406631
16.2630234,0.0286445804,14.7565794,0.0142130833
17.03159715,0.032736416899999995,15.6477938,0.0157008041
19.403452899999998,0.06967423484999999,17.6742544,0.023751641599999998
15.3961658,0.0258172937,13.9942551,0.0133343814
16.70386885,0.030854225149999998,15.3178253,0.0150616793
15.8811054,0.0179313049,14.47662545,0.0146389282
15.9905949,0.018167289,14.6927352,0.01472439475
19.63443375,0.08665098625,17.790152550000002,0.026459674349999997
21.1379871,0.191248178,18.6277733,0.0396986082
20.2611027,0.127703533,18.1051941,0.0302313473
19.2254562,0.0690038055,17.1118326,0.0226895502
18.7301216,0.0665360317,16.675766,0.0180541277
18.2441044,0.0352447256,16.5496292,0.017854669099999998
18.5750713,0.042203255,16.8148308,0.0177729111
14.37226965,0.02337309905,13.0737848,0.0124720763
15.7236233,0.0170570575,14.63992545,0.0128582525
20.261089300000002,0.127767429,18.0349751,0.0292775799
18.4935875,0.0498317145,16.547847750000003,0.01822422355
19.1953554,0.0680452883,17.09034535,0.02096583415
19.950474749999998,0.105509162,17.7185097,0.025905375350000003
18.34685135,0.04712634345,16.423598300000002,0.0178202344
19.7881279,0.08362044025,17.9797325,0.0261297263
19.79728415,0.09476101025,17.7861118,0.02635590265
20.2122593,0.110390738,18.010891,0.0284795761
19.115841850000002,0.0596877355,17.038229,0.019013877050000003
15.3013859,0.018190315,14.228271,0.01353252865
16.5166025,0.0212542517,15.319863349999999,0.014133967899999999
19.60101795,0.0856507346,17.4998016,0.02365705
19.9471016,0.105747171,17.82068925,0.026896153550000003
15.1106896,0.0251117842,13.9510136,0.0132836923
14.3320379,0.0162364282,13.0765476,0.01455851645
19.730729099999998,0.09251024575,17.9267788,0.0279010125
20.078079250000002,0.10518796750000001,17.8700762,0.02602338045
19.71838665,0.08447298410000001,17.7778969,0.0248666853
18.28690245,0.04600321875,16.484024,0.0180227328
18.549798950000003,0.0484802183,16.7313604,0.02051003745
18.4932117,0.0468355939,16.660889599999997,0.01858825235
20.49617575,0.148942411,18.0955601,0.0302385055
20.2910118,0.133033112,17.9843826,0.030854322
14.2014766,0.02300743665,13.1532583,0.0125398207
15.2172928,0.0180614647,14.3819461,0.0135729108
19.2343292,0.0676437244,17.17987825,0.021287377
19.08654215,0.06480445715,17.0764332,0.0207371786
18.5760345,0.0513591841,16.695507,0.0188870318
14.1052656,0.0161363296,13.25713825,0.014535117850000001
19.2955399,0.0731215253,17.209362,0.0233258605
19.4322395,0.0776701719,17.397898650000002,0.02315967065
18.5599232,0.042278599,16.7515888,0.0186539348
18.8403425,0.0577540621,16.8949738,0.0197536107
19.0674782,0.0641395524,16.79922775,0.019283358
19.4029627,0.07638364654999999,17.2334566,0.0220117737
19.5840721,0.0785219818,17.4677391,0.0218375679
21.1420517,0.171928406,19.1808262,0.0567017198
19.4229889,0.0706807598,17.62035085,0.02480391225
18.9075336,0.0592639297,17.0206585,0.0204742886
18.92858985,0.054960522799999995,16.991802200000002,0.0197694497
19.0918579,0.0650785863,17.0551605,0.0206691194
19.37991525,0.07583403215000001,17.5263138,0.0238832254
20.322539300000003,0.1354793755,18.6222191,0.0396854393
19.81657505,0.09679844600000001,17.9199114,0.02791271825
19.46793555,0.06868728995,17.6193085,0.0239782389
19.52193545,0.07585010675000001,17.4450283,0.0230816277
20.2349663,0.125071704,18.219163899999998,0.031950216749999996
17.9176521,0.0408073142,16.3068619,0.017408751
17.936980249999998,0.029616429450000002,16.5014687,0.0173974466
18.41439625,0.0395228751,16.5655422,0.01790000125
18.7936897,0.0556007214,16.918498999999997,0.02004303595
18.126408599999998,0.033527180549999994,16.3845692,0.0172793865
18.4008331,0.0480319411,16.5291214,0.0182314012
18.6159649,0.0523472056,16.8067856,0.0193981882
20.0773935,0.1295409275,17.7813911,0.0270316135
20.02859595,0.110500902,18.00907325,0.0289745638
20.7107677,0.162866831,18.51482395,0.0385527685
19.8217821,0.08604703475,17.9988384,0.0283622211
18.50991825,0.0478804931,16.7169647,0.0204136949
19.510858499999998,0.07458129525,17.7703133,0.0250367746
19.00166415,0.0621379297,17.0702591,0.0206846148
20.2923021,0.11657163849999999,18.2337132,0.0318514556
18.4672127,0.0492905676,16.6686859,0.0187534895
20.412364,0.1402359305,18.3712769,0.0344711505
21.4030876,0.20824182,18.6113129,0.0393670313
19.9670467,0.0927336589,18.1894264,0.0307734776
18.05739215,0.0311432546,16.3959198,0.0170898084
20.34021565,0.125934154,18.0269508,0.0291217212
18.5816231,0.0423180051,16.994777650000003,0.01991952395
21.0899668,0.187770903,19.038534149999997,0.0513525158
20.48617175,0.14039146149999998,18.1075344,0.0307078073
19.3968239,0.0764295384,17.5373116,0.0239708666
17.981027599999997,0.04087721745,16.291832,0.0173407029
18.22512435,0.04455873185,16.6823406,0.018806776
18.923368449999998,0.0487505086,17.5657005,0.0233559832
21.0471039,0.176687837,18.95317175,0.05228550175
20.1577091,0.120127566,18.1950855,0.0316957571
21.4223938,0.209893703,19.00244905,0.0497854389
20.424746499999998,0.1346732005,18.7084465,0.04454637135
17.4207935,0.0356898904,15.9529233,0.0163745489
19.20816705,0.06997593490000001,17.5753155,0.0261340402
20.408607500000002,0.14023452250000001,18.2827778,0.0328946486
17.0674572,0.0330072101,15.9424677,0.0163569767
17.7891331,0.0376743395,16.1379128,0.0162707847
20.89554025,0.1750620005,18.7780838,0.0433302559
20.9668684,0.18028002999999998,18.673317,0.0407603905
18.286685,0.034862304100000005,16.636858,0.0179303605
18.1989155,0.0371431634,16.8355198,0.01708965
20.8451424,0.170815825,18.7007771,0.04134645125
20.975868249999998,0.18114697899999999,18.8875256,0.047011805700000006
18.7991829,0.0541567281,17.2329655,0.0202227663
20.78614905,0.1675115225,18.4682522,0.037201019
20.187047,0.12264605249999999,17.9477673,0.0285292063
16.930515300000003,0.022385968800000003,15.8177652,0.0153061114
21.1617241,0.19316268,18.85468195,0.046597273999999994
20.4097824,0.128914967,18.787838,0.0445516817
20.9913406,0.180996895,18.99014095,0.0495430138
20.5517311,0.134590745,18.9983597,0.0499641262
20.22663495,0.1254054085,18.230896,0.0321947522
20.5906124,0.156169176,18.5693741,0.0388867371
20.93374345,0.166826606,18.869957,0.0460105054
20.8442078,0.171259284,18.516028400000003,0.0398403108
21.229135550000002,0.1971550585,18.7162809,0.04240885565
21.3274994,0.203865409,19.1966028,0.056748226299999996
18.4278717,0.0384782627,16.9595318,0.0197924599
20.8128338,0.169667721,18.5720892,0.03898944335
20.8595028,0.1723243,18.9758978,0.04917642285
20.2676315,0.129110016,18.6789818,0.0408504009
20.384304999999998,0.12333770799999999,18.6090107,0.039101639800000004
21.612541200000003,0.223896563,19.0348396,0.0518379137
21.115057,0.163166702,18.8928814,0.043414043250000006
21.0473785,0.186987162,18.8519535,0.04840093475
21.5166206,0.196748614,19.2160959,0.05808367205
20.52025225,0.1496364475,18.6862259,0.0418501794
21.4157772,0.209040642,19.23738385,0.0580501407
21.02133465,0.1691442135,19.2038288,0.0575904399
20.776144000000002,0.1660333275,18.5563641,0.0379821844
13.5162277,0.0187384393,12.739877700000001,0.01277674825
20.927681,0.177063823,18.819355,0.0444745645
20.9143314,0.169263959,18.9444122,0.0517383367
21.167713149999997,0.195461869,18.976314549999998,0.05217432415
21.0356312,0.18428266,18.8660564,0.0464426987
20.9765663,0.161527634,19.1439209,0.0548917167
21.7724228,0.233020663,19.36549475,0.06380065905
20.9644804,0.180181742,18.9944382,0.0501176603
19.8689909,0.09656696765,18.5785799,0.04114767725
20.343689,0.119125381,18.5570812,0.0382152461
21.4788361,0.19180572,19.65037725,0.07771384715
21.4310799,0.213049412,19.2970657,0.0607780926
21.7306137,0.207232237,19.4118671,0.0672603697
21.69098475,0.229177773,19.5923166,0.07563655825
21.6001358,0.222714186,19.6261978,0.0774322823
20.6945152,0.143300653,19.47227095,0.0687420778
21.1740055,0.1729539635,19.6137466,0.0757701024
21.565834000000002,0.219658613,19.5277586,0.07226249200000001
14.3586149,0.0162591394,12.6897993,0.0146086672
19.765133849999998,0.08314237745,17.89471435,0.02688510995
20.748117450000002,0.146824539,18.23992445,0.03195245195
20.748117450000002,0.146824539,18.23992445,0.03195245195
20.64665315,0.1582474115,18.39698605,0.03485465605
20.5726738,0.153383493,18.3564186,0.0341325887
21.7353554,0.230528355,19.3504887,0.06306833775000001
20.956503849999997,0.1791799665,18.81488325,0.04433320835
20.74694345,0.138397932,18.1819477,0.0286317524
20.438590050000002,0.1429359985,18.4951916,0.0371432565
20.2344398,0.12561807,18.0782757,0.0298880208
21.3395662,0.204216838,18.8087254,0.044212535
21.2961636,0.201104879,19.3246689,0.0620745271
20.982851,0.1805199385,19.1855164,0.0562232248
21.211733799999998,0.195401728,19.2769823,0.059929434200000006
21.264199249999997,0.199152112,19.4510307,0.0679413676
16.9196968,0.0320862457,15.08686305,0.0146775134
19.9979343,0.10881573,18.05019,0.0296892039
21.63597395,0.223846197,19.834919,0.0911588818
20.2526703,0.12701806399999999,18.488500549999998,0.0367202256
21.51965045,0.2160248755,19.511364899999997,0.0706298128
20.1026058,0.11652984450000001,18.3397369,0.0339298174
19.2300682,0.0706541762,17.2090988,0.0215463098
21.3728733,0.206732869,19.4334049,0.06695821135
20.604147,0.155865669,18.488732300000002,0.036863191049999994
19.5994148,0.0860017464,17.6600304,0.0251018275
19.7535801,0.0934664011,17.6336899,0.0248177014
20.2421055,0.127098173,18.6492519,0.040276438
20.2982368,0.130704105,18.1657372,0.0314118266
20.93912125,0.1791805625,19.1185875,0.0535920877
21.6779881,0.2266711,19.0981369,0.0531834364
21.086707150000002,0.1884558795,19.3104515,0.0623575896
20.7622967,0.165647984,18.36487385,0.03501098045
21.1347008,0.192257047,18.7476158,0.0424444452
21.1011772,0.189085841,19.6126518,0.0772168711
21.3345165,0.203796387,18.3610516,0.034355849
19.777565000000003,0.09471419084999999,17.4567986,0.0233222991
21.2769012,0.200555801,18.6501961,0.04019868
21.3526688,0.205659628,18.7761879,0.0432889201
19.3380527,0.0736187845,17.283670450000002,0.02267178245
21.4706173,0.212728024,19.16869355,0.055856827649999996
21.523059850000003,0.219043255,19.0321579,0.0513217449
21.23958305,0.19751340150000002,18.526998550000002,0.037474742150000004
21.72012135,0.2307564615,19.404731750000003,0.0664541386
21.1828108,0.1941609385,18.56588555,0.03886579905
21.5987663,0.224597573,19.7198982,0.0848844424
21.5444698,0.217693686,19.6137314,0.083033707
20.93071845,0.180199623,19.1419716,0.0547322184
21.6097813,0.223792911,19.89872075,0.09592718255
20.59512135,0.1548814775,18.1268806,0.0305932034
21.004096949999997,0.1636310815,18.2844887,0.0321474858
21.5025635,0.194141507,20.0474796,0.106643215
21.522884349999998,0.194745958,19.3042717,0.06200708075
20.7880211,0.17080164,17.8743134,0.02967369
21.51599505,0.21978873,18.92232515,0.05060809475
21.2424831,0.177190542,18.7965126,0.04320462605
20.9424839,0.170649171,18.35486605,0.036041626699999996
19.83205315,0.09193421160000001,18.062213900000003,0.0307353577
19.5304356,0.0779719502,18.00832845,0.0298499493
20.4295912,0.1350556765,18.5708351,0.0408036076
21.33615305,0.19683980950000002,19.4139156,0.0716332644
20.6712761,0.151988029,18.8904076,0.0500490256
20.5393867,0.138444304,18.647438,0.0413702168
21.340844150000002,0.197567165,19.3589344,0.0688353926
20.542263,0.14530611,18.09327695,0.031310826550000004
20.421746249999998,0.13719378399999999,18.678894,0.04383379965
20.63175485,0.1495881675,18.295627600000003,0.0348918978
20.2433004,0.116677575,18.6311169,0.0395358019
20.4465637,0.135341063,18.6223545,0.0423253663
21.349537849999997,0.196302891,19.1654606,0.060306713
19.4733543,0.0842973366,17.7583141,0.0253668679
20.566785850000002,0.1441949605,18.3339787,0.0356899947
20.7740784,0.15147531,18.57822895,0.0383924432
19.65851025,0.0828835666,18.18943405,0.0313855652
19.9548616,0.102710277,17.9447279,0.0280936444
20.8283882,0.170892835,19.1489496,0.054895045249999996
17.161580100000002,0.03349861315,15.3120003,0.015053222
20.2736378,0.129109219,17.7861786,0.0263340157
19.83761025,0.0984009616,17.4541779,0.0232954342
20.3985138,0.138765693,17.8742676,0.0273078531
18.20174595,0.0423085522,16.2116165,0.0169911701
19.2672539,0.0651634112,16.920388199999998,0.019753967400000003
18.311750449999998,0.0463971235,16.4878807,0.0180283394
18.7008953,0.0534866042,16.5992451,0.0183910429
18.6516571,0.053025621950000004,16.8300133,0.0194509663
19.3741112,0.0752538592,17.2990398,0.0221378598
16.47431375,0.02947265,15.5464115,0.0158424135
18.84122465,0.05642700195,17.070919,0.0206353348
20.7894783,0.168681264,19.1936111,0.0565953515
17.7801018,0.0385712571,15.9555321,0.0164008755
19.8905239,0.101942688,17.5979729,0.0245090704
18.461332300000002,0.04918357355,16.4688568,0.0179472007
16.4523182,0.029633807,15.037264350000001,0.014602333299999999
16.9196968,0.0320862457,15.08686305,0.0146775134
17.3652802,0.035207808,15.6700296,0.0157698281
17.657396300000002,0.03788512755,15.6644487,0.0157193355
20.03444865,0.109916341,17.9295549,0.0279305112
17.694334,0.0382718854,15.994598400000001,0.016480804449999997
19.2300682,0.0706541762,17.2090988,0.0215463098
20.9019012,0.175323606,18.8308201,0.04462457635
19.524885150000003,0.0819371119,17.4192562,0.0230180826
20.4196911,0.1409182695,18.3847561,0.0347213
18.5857735,0.051653076,16.5591545,0.018291682
17.3578663,0.0351654068,15.44778535,0.01528506265
19.0176678,0.0631036311,17.0909462,0.0208338518
16.8071117,0.03131925505,15.1179142,0.0147819584
21.474059099999998,0.2149044275,19.8950939,0.0952060223
21.23270415,0.19705683000000002,20.2411289,0.1271680295
20.8014412,0.1686859725,18.6513109,0.04016529765
21.1158981,0.190139413,19.1836243,0.0562370569
20.1196156,0.117216744,18.0641479,0.0296694916
20.1293297,0.118131846,17.83067325,0.0268012881
16.85975745,0.03166034815,15.0073509,0.0145700509
20.21270085,0.1235186685,18.0931358,0.0301371422
18.8757477,0.0639543831,16.8323154,0.0188368205
18.979867,0.061498396100000005,16.9507923,0.0200294908
17.6501389,0.0340721346,15.6755648,0.0168145262
17.56486795,0.036935390900000004,15.4436741,0.0152942408
20.697094,0.161134362,18.5351868,0.0381824896
18.6176567,0.0523837842,16.8475895,0.0195234716
20.68185615,0.1632600055,18.4468212,0.0385888331
18.5468378,0.0508412365,16.4286366,0.017808022
20.4320107,0.142261609,18.3597679,0.0342979468
16.2703619,0.0288389884,14.654356,0.0140779568
17.6904964,0.0381549932,15.8393192,0.0161123034
20.344681700000002,0.13401617100000002,18.3145304,0.0334683135
19.7876225,0.0952777565,17.3220787,0.022366276
17.0093899,0.03262889015,15.2082872,0.0148867145
16.8582993,0.0275264885,14.9837179,0.0154614197
16.3218193,0.0288391802,14.697789199999999,0.014163610949999999
17.7088156,0.03839546815,15.9269037,0.0163191743
19.3619251,0.0749467537,17.2340412,0.021694487
21.3240738,0.203707933,18.938764550000002,0.048658655950000004
16.20446205,0.0285367388,14.0555201,0.0133918971
19.696497,0.0908210501,17.6825066,0.0252885781
14.1445026,0.0228532925,12.9254112,0.0123466318
21.4173203,0.209144473,19.0911751,0.0532746203
18.081018450000002,0.04249893685,16.1390915,0.0169342458
21.6172924,0.223784208,19.45563125,0.06811445955
18.1246109,0.0420376621,16.1339817,0.01692936195
20.6797714,0.16102159,18.7437496,0.0426992103
18.6750946,0.05365536925,16.6002884,0.018452432
19.560965500000002,0.08344145865,17.5464001,0.024494417
19.0787773,0.0646445155,17.1371899,0.0210908316
19.5258217,0.0813285857,17.50127695,0.025223393
15.471915249999999,0.0260976339,14.1201591,0.0134592988
21.1291275,0.190902352,19.3251934,0.06212175265
21.194461850000003,0.19542753699999998,19.2432404,0.0583284646
17.8666191,0.0401557721,15.6461239,0.0156788956
20.9921188,0.181438088,18.6281891,0.0396401435
20.4797468,0.1465770825,18.2930756,0.0338269286
19.0674772,0.06456775215,17.1753197,0.0213177837
20.6427574,0.1583020095,18.3058662,0.033352185
17.819702149999998,0.038230622150000004,16.1149025,0.0170550402
20.22969725,0.12651891250000002,17.3695717,0.0226532165
19.3956795,0.0766967386,17.3720932,0.0227042753
21.5795746,0.22097528,19.0806293,0.052613765
20.3941612,0.141405754,18.3046684,0.0359841511
20.9958344,0.182206631,18.9221954,0.0475002155
19.6085663,0.08615612985,17.1076641,0.020927256
18.20460415,0.04471534305,15.9898281,0.0164923761
15.3609266,0.025778465,14.208128,0.0135548394
20.3647175,0.136517733,18.2255096,0.0330286212
21.0420418,0.184402585,18.5568981,0.0380268879
20.222452150000002,0.1248358005,17.3609314,0.0225936305
21.0800562,0.1881240015,19.2867374,0.0611361787
16.3045845,0.024795128,14.4493408,0.0146620572
18.54393005,0.05082331785,16.5655785,0.0183220208
18.5348234,0.049601873399999996,16.54256535,0.0183595391
21.424237249999997,0.209609568,18.780029300000002,0.04355939105
20.0275898,0.110279001,17.6727667,0.02582590375
20.503788,0.148138762,18.2269135,0.0320306495
20.9834251,0.182641387,18.0830727,0.0299279094
20.0358448,0.1110974065,17.3252869,0.0223439168
14.7501373,0.0195591673,13.3827477,0.0189630948
20.9926624,0.181260347,18.8457642,0.049029205
19.53638745,0.08237719535,17.21889305,0.021804286149999998
19.8638382,0.0999028832,17.5745964,0.0247884095
19.9904804,0.1094812715,18.1874084,0.0319747664
19.5726681,0.093451649,16.8587837,0.0199200697
18.9724655,0.0534704365,16.6841621,0.0174286608
18.1579466,0.0366010666,15.61920025,0.01451827445
18.7891502,0.0485256314,16.137146,0.015439976
20.69479565,0.1527760625,17.8415184,0.0279526468
20.21257685,0.1182654725,17.662511799999997,0.0241783671
18.7021294,0.0525348373,15.9867029,0.0176733676
18.7063484,0.05268224885,16.8563576,0.0211223494
19.13560485,0.05889644845,17.094428049999998,0.01914305145
18.8129997,0.0555376261,16.4983387,0.0194530021
20.108901000000003,0.115817375,18.665492049999997,0.0421100054
20.8499622,0.174307227,17.5712547,0.0263377558
13.93958,0.0167228151,13.08972885,0.0134585807
20.4220963,0.143129483,17.7389984,0.028076699
20.0644684,0.10459131,18.2772102,0.0319712907
18.1744041,0.0354243517,16.3897705,0.0160909034
20.202068349999998,0.1138020495,18.31984615,0.0327318776
19.6408615,0.0888211206,17.8319683,0.0291541032
21.309967049999997,0.193668604,19.425621,0.0722260624
19.34471515,0.06664156545,17.6611347,0.0254135337
19.82652855,0.083854381,17.81035995,0.0261372216
19.3979282,0.0688373968,17.9391594,0.0289273281
19.240633,0.065447174,17.2584591,0.0217660274
21.3826694,0.19260931,19.58568765,0.0756729655
16.0569,0.019214499750000003,14.7218981,0.0154735344
20.4533195,0.133143961,17.98330785,0.02824519575
20.79374125,0.1607638,19.25827885,0.06421799959999999
17.107029,0.0226945821,15.4083247,0.015276461849999999
20.13777255,0.1098620965,18.37871075,0.034328622749999996
20.822557449999998,0.15891999,19.8120232,0.0908157155
20.9678001,0.172189116,19.04363345,0.0554201026
21.2933655,0.186306715,19.5634537,0.0758103207
18.65337185,0.04406381025,16.9303846,0.01958634235
17.63124755,0.027784302849999998,16.1099358,0.0155153312
21.0473747,0.170852661,18.9227867,0.0483079478
16.3705997,0.0192523263,14.8483429,0.0148226679
20.7673111,0.159717202,18.6862335,0.0439624004
19.056542399999998,0.05741717855,17.560590750000003,0.024242515649999997
20.5595293,0.146366775,18.5956707,0.0410233438
19.745680800000002,0.08689399440000001,17.9101152,0.028510606850000002
20.884861,0.159843445,19.3976078,0.06728790330000001
20.4204063,0.12421681,18.647317899999997,0.03956908915
19.1245136,0.0587510951,16.6160164,0.0179878948
17.1907578,0.0231232438,15.60972735,0.01554130625
18.320014,0.0364923272,16.31203935,0.01703629735
18.3305073,0.0369925089,16.53718375,0.01778526975
17.4489861,0.0252350084,15.55364225,0.015454797999999999
20.1603317,0.113952965,18.0160055,0.0299830595
21.1797485,0.174957991,19.435627,0.0678468645
20.746665,0.1513816115,19.2508621,0.0604763776
20.6887856,0.153565168,19.0676651,0.056417387
21.2004185,0.177694559,18.6862392,0.0408491418
18.3138294,0.0369687863,17.1581612,0.0205766652
21.62449075,0.2009019255,19.6729641,0.0814645961
13.417099,0.0159347951,12.4519463,0.0146514438
20.566785850000002,0.1441949605,18.3339787,0.0356899947
21.26875975,0.1866487265,19.1184387,0.056293387
17.29578685,0.03462932445,14.9764776,0.0145331016
20.0113106,0.109021559,17.5156822,0.0237972084
17.3111629,0.034412697,15.5666933,0.0166576616
15.8349695,0.019403331,14.9746065,0.0138606206
19.433857,0.0710294247,17.3161316,0.0207004584
19.797205,0.0952495709,17.91857335,0.02779997415
20.058794,0.108549766,17.567943550000003,0.0244880626
19.78205015,0.09546338395000001,17.5346909,0.024150809250000002
21.1576834,0.1929020285,18.6227636,0.0396127142
20.73142525,0.163473427,18.13066865,0.0311562121
20.351655049999998,0.13645423950000002,17.71535205,0.0278458884
18.9524345,0.0629203618,16.635807,0.019062154
20.480359999999997,0.146770835,17.9652958,0.0284342077
21.7264786,0.233667731,19.14813995,0.05492196605
21.04436495,0.18554180850000002,18.4281349,0.0355368666
17.870200150000002,0.0402068347,15.6563654,0.0157101918
20.8526249,0.172095895,18.2411747,0.0322505757
20.4299507,0.12887609,17.6561775,0.0235804319
21.5061302,0.195026636,18.6460037,0.0398199297
21.144743,0.19221282,18.42674925,0.03613143975
21.551815,0.22033,19.0714474,0.0530591756
20.9257584,0.176092982,18.732069,0.0426434092
19.85157775,0.0945225358,17.88332935,0.0273462534
21.0816078,0.186596632,19.0329037,0.051455766
19.250163999999998,0.07075910269999999,17.2155132,0.021636067
19.87544535,0.1004369895,17.3221283,0.0223190393
19.39862155,0.07648884505,16.6605225,0.01868755
20.7770729,0.166433692,18.2617035,0.03265718
21.5570965,0.2185426355,19.0358505,0.0510615148
21.467138300000002,0.212988615,18.5296364,0.0375330001
21.240995400000003,0.200318396,17.9764442,0.0285614412
21.1460619,0.19200843550000002,18.6053982,0.0391540863
17.6576834,0.034192601249999996,15.9139099,0.01743587945
15.3966961,0.0172111727,13.808526,0.012176631
20.889143,0.17422097949999998,18.94549085,0.0479829125
21.2206316,0.197360158,19.0988827,0.0544783175
20.9475842,0.178013086,18.2272491,0.032055527
20.9973412,0.181590915,18.2526684,0.0324724391
15.3740149,0.025593305,14.1290035,0.0134736546
19.5699425,0.0769419223,17.1853333,0.0197929423
18.62086585,0.0445679724,16.804614049999998,0.0176356565
17.4796829,0.0272001419,15.8909512,0.0149594443
20.4964962,0.134248853,17.9492397,0.0269549657
18.5552511,0.05103934745,16.205925,0.0170878042
21.5082207,0.215256333,18.9463825,0.048148632
