ID,Q,M
2MASS_J20505039+4450115,0.47612103985142773,0.30191147579045136
GDR1_2162967795377160064,0.8993706853806228,-0.1689898917920712
2MASS_J20532233+4438526,0.6931894500939525,-0.12439112475283629
GDR1_2163140315626344064,0.7703276545912718,0.1824554301158332
2MASS_J20503796+4425123,0.6370512169697613,0.03433188663727063
PSO_J205601.466+433543.777,0.7197277114493116,-0.33589990332038455
GDR1_2162909830498130048,0.8231097662685467,0.17385567259223195
GDR1_2162931786370808448,0.8040030053229797,-0.16284931222166119
GDR1_2162962985013647616,0.7037329257565426,0.008427993140920532
GDR1_2162967864096636288,0.8429545866936758,-0.24481611386931554
GDR1_2163140246906862080,0.8772732304015011,0.3241030406415772
GDR1_2162961541904548992,0.9082853796484379,-0.2849655462795853
GDR1_2163069500202546688,0.9270394074450912,0.06206171395552989
2MASS_J20500617+4425050,0.8022856400970165,0.016336836737168972
GDR1_2162976935068180608,0.9052250977217345,-0.33285225127594564
GDR1_2163136192456870016,0.9520910582114885,0.31375878279652847
GDR1_2162134880959435904,0.2592643615108127,-0.03255408190267313
2MASS_J20531994+4428438,0.7370949423826939,-0.10501104496555336
GDR1_2162128009011784832,0.7705366540381305,0.13191003695916023
GDR1_2162952745812291712,0.8828590031465698,0.3615845070209154
GDR1_2066790146043148928,0.7112968974156818,0.10170968776206524
GDR1_2163139937669407872,0.7526911277278902,-0.06665640441106661
GDR1_2163145984982389632,0.7071355097583295,0.4901433166783781
GDR1_2162886568955114112,0.8634636409788723,0.3078868459580826
GDR1_2162988754817727232,0.8447411814633304,0.5607449742653452
2MASS_J20533662+4439529,0.4679508863743372,0.41262135527035826
GDR1_2163141208978477312,0.8070719896543285,-0.04272555043076986
2MASS_J20505575+4418286,0.8294494905763542,-0.3016172981911803
GDR1_2163162065339769856,0.8636252635167609,-0.15898874908013788
GDR1_2162240708953684992,0.8594055672293194,0.18640033907282597
GDR1_2067120514926515200,0.545659974717347,0.013071655355351056
GDR1_2162961267026674432,0.8895721700120602,0.24663443990375022
GDR1_2162989201494332800,0.7201526873318951,0.04763577190049573
GDR2_2162948455142499968,0.8805965098337535,-0.07322159799638799
GDR1_2162091278451209472,0.7788571446760553,-0.10630314989075654
GDR1_2067062824937136000,0.5748234938955957,0.48554648614235457
2MASS_J20510895+4416420,0.8645194511256393,0.227431555109543
GDR1_2162952711451794176,0.43275030867483477,0.006738619609485184
2MASS_J20505363+4424305,0.8604701719066168,0.3250544752600886
2MASS_J20512059+4420322,0.8336868748067886,-0.127912821879275
2MASS_J20510029+4424364,0.3150456810395501,0.1171971763531471
GDR1_2162978172018122240,0.9252319038447028,-0.05811037145057695
GDR1_2067067807089176192,0.8854152386967525,0.14032200268430287
GDR1_2163140968460295680,0.7452420041918718,-0.32611235998627214
GDR1_2162984631649047936,0.8001369310839839,0.252508556648985
GDR1_2163143717240796032,0.9153833841077801,0.4491274651215769
GDR1_2162221811096717952,0.8572027458281226,0.010429552749909756
GDR1_2067128658184872064,0.7354974278863743,0.13451057931223817
GDR1_2162951474504020224,0.8795299155941431,0.39592773589716485
GDR1_2162947591850664960,0.43917707026411135,-0.1036524900229013
GDR1_2162935565942174208,0.920057306157761,0.27431318961887136
GDR1_2162964874800490496,0.3450699395319924,0.35359368852287804
GDR1_2162988101982678912,0.8979074299632064,0.11210663655621315
GDR1_2163137738645105280,0.6788501967025493,0.18588196940750307
GDR1_2162965287117378944,0.6948650915148963,0.49769511129935395
2MASS_J20511455+4413379,0.8315158524506665,0.10119856559395933
GDR1_2162949378557115136,0.9152161931622038,-0.06128134348276872
GDR1_2163139873247408384,0.48300738335972737,0.04898202436661097
GDR1_2162969788241973632,0.857174039031456,-0.07140715597073394
2MASS_J20513761+4420045,0.7351455204035409,-0.17214290366693422
GDR1_2162942918926094208,0.9288984350173801,0.030443430333829808
2MASS_J20512464+4417549,0.9312000733191884,-0.24896225309627926
GDR1_2162955185352996096,0.8889236013869248,0.11192413721246514
2MASS_J20511374+4422252,0.6112229032709188,-0.12994488471157115
PSO_J205746.108+435819.388,0.8974361496857695,-0.1872463423116144
GDR1_2162944911791083136,0.6918456788691626,0.11558573554147723
GDR1_2162117563651224960,0.718948277029912,0.03765139514252633
GDR1_2163138361418522624,0.9413148625965311,0.1944457566515969
GDR1_2162902683672550912,0.8468456420265039,0.4848008073750954
GDR1_2163135573981345152,0.27089856907056775,-0.0019961565751963404
GDR1_2162144295529814400,0.9136477358086312,-0.050855233608859594
GDR1_2162221673657766272,0.7349082611296666,0.08098849466053862
2MASS_J20505703+4416432,0.8634669572323674,-0.08782840074442816
GDR1_2162945976943020416,0.9475781049881203,0.139388839774189
GDR1_2162965012238950656,0.2408696980703734,0.036096355390420526
2MASS_J20511244+4419430,0.7822489306913706,-0.12394675148908338
GDR1_2163136123738466688,0.8907086023084203,0.005947886454337955
2MASS_J20523553+4419105,0.9179025108753335,-0.4432916870664981
GDR1_2163135677060562176,0.8803303626812168,0.20225851487367558
GDR1_2162949309837722880,0.7973048327512327,0.16349201302826674
GDR1_2163155055959979392,0.7632348094219157,0.20007569242332401
GDR1_2066844954118735744,0.7375513110957598,-0.04039033995052894
GDR1_2162969788241971712,0.6871830800793539,-0.09508281885919996
GDR1_2163155227752761088,0.7819161828399093,0.13033774143288082
DPP2017_409,0.7926906880402996,-0.2990826371195796
GDR1_2162966798944719488,0.8432475203744514,-0.05608293082697349
GDR1_2162976488391103104,0.858841081242557,-0.2613620247444327
GDR1_2162941716335179008,0.5936670758494023,0.2702931544889195
GDR1_2066773619008833664,0.5848553597767138,0.019799266299397877
GDR1_2163215391652091520,0.7913733208830186,-0.011089380243647914
GDR1_2065995748890512768,0.5309221277463845,-0.06148652874490781
GDR1_2163140315626343168,0.474671146772648,0.26628112584407965
GDR1_2162168862740158592,0.8159634864461645,-0.1304628154351241
GDR1_2162936665453858432,0.914247904452151,-0.0909518021122147
GDR1_2162126325384584576,0.7069385195696819,-0.0227121680192223
GDR1_2162221536218867072,0.395455241456412,0.0393850269933367
GDR1_2162946526698717056,0.7811982570266086,0.026099688425870578
GDR1_2163136742213531520,0.7339929734700886,0.2185160419484647
